"",136.000
35002.5868,7.3322E-01
35002.5903,7.0146E-01
35002.5937,6.7150E-01
35002.5972,6.4328E-01
35002.6007,6.1674E-01
35002.6042,5.9183E-01
35002.6076,5.6850E-01
35002.6111,5.4668E-01
35002.6146,5.2630E-01
35002.6181,5.0730E-01
35002.6215,4.8962E-01
35002.6250,4.7320E-01
35002.6285,4.5799E-01
35002.6319,4.4395E-01
35002.6354,4.3102E-01
35002.6389,4.1916E-01
35002.6424,4.0834E-01
35002.6458,3.9851E-01
35002.6493,3.8964E-01
35002.6528,3.8168E-01
35002.6562,3.7462E-01
35002.6597,3.6842E-01
35002.6632,3.6304E-01
35002.6667,3.5846E-01
35002.6701,2.7916E-01
35002.6736,2.0333E-01
35002.6771,1.3124E-01
35002.6806,6.2985E-02
35002.6840,-1.3388E-03
35002.6875,-6.1694E-02
35002.6910,-1.1806E-01
35002.6944,-1.7044E-01
35002.6979,-2.1883E-01
35002.7014,-2.6323E-01
35002.7049,-3.0367E-01
35002.7083,-3.4014E-01
35002.7118,-3.7265E-01
35002.7153,-4.0123E-01
35002.7187,-4.2589E-01
35002.7222,-4.4666E-01
35002.7257,-4.6356E-01
35002.7292,-4.7663E-01
35002.7326,-4.8592E-01
35002.7361,-4.9149E-01
35002.7396,-4.9342E-01
35002.7431,-4.9180E-01
35002.7465,-4.8678E-01
35002.7500,-4.7850E-01
35002.7535,-4.9938E-01
35002.7569,-5.2410E-01
35002.7604,-5.5245E-01
35002.7639,-5.8422E-01
35002.7674,-6.1917E-01
35002.7708,-6.5705E-01
35002.7743,-6.9766E-01
35002.7778,-7.4085E-01
35002.7812,-7.8647E-01
35002.7847,-8.3435E-01
35002.7882,-8.8436E-01
35002.7917,-9.3642E-01
35002.7951,-9.9047E-01
35002.7986,-1.0464E+00
35002.8021,-1.1041E+00
35002.8056,-1.1637E+00
35002.8090,-1.2249E+00
35002.8125,-1.2879E+00
35002.8160,-1.3524E+00
35002.8194,-1.4186E+00
35002.8229,-1.4865E+00
35002.8264,-1.5559E+00
35002.8299,-1.6269E+00
35002.8333,-1.6994E+00
35002.8368,-1.7184E+00
35002.8403,-1.7371E+00
35002.8437,-1.7552E+00
35002.8472,-1.7732E+00
35002.8507,-1.7909E+00
35002.8542,-1.8084E+00
35002.8576,-1.8256E+00
35002.8611,-1.8426E+00
35002.8646,-1.8595E+00
35002.8681,-1.8759E+00
35002.8715,-1.8920E+00
35002.8750,-1.9078E+00
35002.8785,-1.9236E+00
35002.8819,-1.9390E+00
35002.8854,-1.9541E+00
35002.8889,-2.0596E+00
35002.8924,-2.1596E+00
35002.8958,-2.2424E+00
35002.8993,-2.3173E+00
35002.9028,-2.3877E+00
35002.9062,-2.4551E+00
35002.9097,-2.5202E+00
35002.9132,-2.5833E+00
35002.9167,-2.6452E+00
35002.9201,-2.7091E+00
35002.9236,-2.7722E+00
35002.9271,-2.8344E+00
35002.9306,-2.8964E+00
35002.9340,-2.9582E+00
35002.9375,-3.0195E+00
35002.9410,-3.0804E+00
35002.9444,-3.1413E+00
35002.9479,-3.2023E+00
35002.9514,-3.2630E+00
35002.9549,-3.3236E+00
35002.9583,-3.3842E+00
35002.9618,-3.4451E+00
35002.9653,-3.5060E+00
35002.9687,-3.5668E+00
35002.9722,-3.6277E+00
35002.9757,-3.6890E+00
35002.9792,-3.7504E+00
35002.9826,-3.8119E+00
35002.9861,-3.8736E+00
35002.9896,-3.9355E+00
35002.9931,-3.9979E+00
35002.9965,-4.0604E+00
35003.0000,-4.1230E+00
35003.0035,-4.2389E+00
35003.0069,-4.3568E+00
35003.0104,-4.4766E+00
35003.0139,-4.5980E+00
35003.0174,-4.7210E+00
35003.0208,-4.8461E+00
35003.0243,-4.9731E+00
35003.0278,-5.1016E+00
35003.0312,-5.2317E+00
35003.0347,-5.3638E+00
35003.0382,-5.4978E+00
35003.0417,-5.6334E+00
35003.0451,-5.7707E+00
35003.0486,-5.9097E+00
35003.0521,-6.0505E+00
35003.0556,-6.1930E+00
35003.0590,-6.3372E+00
35003.0625,-6.4831E+00
35003.0660,-6.6305E+00
35003.0694,-6.7794E+00
35003.0729,-6.9302E+00
35003.0764,-7.0826E+00
35003.0799,-7.2364E+00
35003.0833,-7.3916E+00
35003.0868,-7.4353E+00
35003.0903,-7.4816E+00
35003.0937,-7.5302E+00
35003.0972,-7.5812E+00
35003.1007,-7.6347E+00
35003.1042,-7.6905E+00
35003.1076,-7.7488E+00
35003.1111,-7.8095E+00
35003.1146,-7.8726E+00
35003.1181,-7.9381E+00
35003.1215,-8.0060E+00
35003.1250,-8.0763E+00
35003.1285,-8.1491E+00
35003.1319,-8.2243E+00
35003.1354,-8.3020E+00
35003.1389,-8.3821E+00
35003.1424,-8.4647E+00
35003.1458,-8.5497E+00
35003.1493,-8.6372E+00
35003.1528,-8.7271E+00
35003.1562,-8.8195E+00
35003.1597,-8.9142E+00
35003.1632,-9.0113E+00
35003.1667,-9.1107E+00
35003.1701,-8.7704E+00
35003.1736,-8.4457E+00
35003.1771,-8.1363E+00
35003.1806,-7.8417E+00
35003.1840,-7.5617E+00
35003.1875,-7.2960E+00
35003.1910,-7.0440E+00
35003.1944,-6.8053E+00
35003.1979,-6.5793E+00
35003.2014,-6.3654E+00
35003.2049,-6.1629E+00
35003.2083,-5.9710E+00
35003.2118,-5.7889E+00
35003.2153,-5.6159E+00
35003.2187,-5.4509E+00
35003.2222,-5.2930E+00
35003.2257,-5.1414E+00
35003.2292,-4.9950E+00
35003.2326,-4.8528E+00
35003.2361,-4.7138E+00
35003.2396,-4.5771E+00
35003.2431,-4.4415E+00
35003.2465,-4.3061E+00
35003.2500,-4.1700E+00
35003.2535,-3.9672E+00
35003.2569,-3.7702E+00
35003.2604,-3.5791E+00
35003.2639,-3.3938E+00
35003.2674,-3.2145E+00
35003.2708,-3.0415E+00
35003.2743,-2.8751E+00
35003.2778,-2.7155E+00
35003.2812,-2.5630E+00
35003.2847,-2.4180E+00
35003.2882,-2.2809E+00
35003.2917,-2.1518E+00
35003.2951,-2.0312E+00
35003.2986,-1.9195E+00
35003.3021,-1.8169E+00
35003.3056,-1.7241E+00
35003.3090,-1.6413E+00
35003.3125,-1.5690E+00
35003.3160,-1.5075E+00
35003.3194,-1.4571E+00
35003.3229,-1.4182E+00
35003.3264,-1.3908E+00
35003.3299,-1.3749E+00
35003.3333,-1.3706E+00
35003.3368,-1.2564E+00
35003.3403,-1.1574E+00
35003.3437,-1.0739E+00
35003.3472,-1.0064E+00
35003.3507,-9.5584E-01
35003.3542,-9.2176E-01
35003.3576,-9.0279E-01
35003.3611,-8.9586E-01
35003.3646,-8.9816E-01
35003.3681,-9.0418E-01
35003.3715,-9.0186E-01
35003.3750,-8.5204E-01
35003.3785,-8.5443E-01
35003.3819,-8.7511E-01
35003.3854,-8.8417E-01
35003.3889,-8.8248E-01
35003.3924,-8.7355E-01
35003.3958,-8.6075E-01
35003.3993,-8.4485E-01
35003.4028,-8.2520E-01
35003.4062,-8.0051E-01
35003.4097,-7.6966E-01
35003.4132,-7.3191E-01
35003.4167,-6.8692E-01
35003.4201,-4.9608E-01
35003.4236,-3.2053E-01
35003.4271,-1.6162E-01
35003.4306,-1.8894E-02
35003.4340,1.0784E-01
35003.4375,2.1885E-01
35003.4410,3.1428E-01
35003.4444,3.9438E-01
35003.4479,4.5942E-01
35003.4514,5.0976E-01
35003.4549,5.4581E-01
35003.4583,5.6811E-01
35003.4618,5.7730E-01
35003.4653,5.7426E-01
35003.4687,5.6018E-01
35003.4722,5.3678E-01
35003.4757,5.0661E-01
35003.4792,4.7355E-01
35003.4826,4.4343E-01
35003.4861,4.2437E-01
35003.4896,4.2575E-01
35003.4931,4.5471E-01
35003.4965,5.1278E-01
35003.5000,5.9643E-01
35003.5035,5.0231E-01
35003.5069,4.1560E-01
35003.5104,3.3637E-01
35003.5139,2.6449E-01
35003.5174,1.9963E-01
35003.5208,1.4155E-01
35003.5243,9.0224E-02
35003.5278,4.6403E-02
35003.5312,1.7669E-02
35003.5347,3.2433E-02
35003.5382,5.4647E-02
35003.5417,7.0444E-02
35003.5451,7.8402E-02
35003.5486,7.8222E-02
35003.5521,6.9917E-02
35003.5556,5.3609E-02
35003.5590,2.9497E-02
35003.5625,-2.1970E-03
35003.5660,-4.1199E-02
35003.5694,-8.7148E-02
35003.5729,-1.3955E-01
35003.5764,-1.9769E-01
35003.5799,-2.6039E-01
35003.5833,-3.2507E-01
35003.5868,-3.4813E-01
35003.5903,-3.5761E-01
35003.5937,-3.4390E-01
35003.5972,-2.9766E-01
35003.6007,-2.2300E-01
35003.6042,-1.4911E-01
35003.6076,-8.8001E-02
35003.6111,-4.2071E-02
35003.6146,-7.6242E-03
35003.6181,2.0480E-02
35003.6215,4.7065E-02
35003.6250,7.6221E-02
35003.6285,1.1128E-01
35003.6319,1.5427E-01
35003.6354,2.0442E-01
35003.6389,2.5781E-01
35003.6424,3.1201E-01
35003.6458,3.6638E-01
35003.6493,4.2121E-01
35003.6528,4.7835E-01
35003.6562,5.3867E-01
35003.6597,6.0117E-01
35003.6632,6.6413E-01
35003.6667,7.2689E-01
35003.6701,6.7184E-01
35003.6736,6.1383E-01
35003.6771,5.5321E-01
35003.6806,4.9033E-01
35003.6840,4.2563E-01
35003.6875,3.5926E-01
35003.6910,2.9124E-01
35003.6944,2.2168E-01
35003.6979,1.5087E-01
35003.7014,7.9202E-02
35003.7049,7.1192E-03
35003.7083,-6.5072E-02
35003.7118,-1.3722E-01
35003.7153,-2.0927E-01
35003.7187,-2.8118E-01
35003.7222,-3.5292E-01
35003.7257,-4.2442E-01
35003.7292,-4.9558E-01
35003.7326,-5.6626E-01
35003.7361,-6.3630E-01
35003.7396,-7.0555E-01
35003.7431,-7.7392E-01
35003.7465,-8.4142E-01
35003.7500,-9.0808E-01
35003.7535,-1.0060E+00
35003.7569,-1.1079E+00
35003.7604,-1.2137E+00
35003.7639,-1.3237E+00
35003.7674,-1.4379E+00
35003.7708,-1.5563E+00
35003.7743,-1.6791E+00
35003.7778,-1.8062E+00
35003.7812,-1.9376E+00
35003.7847,-2.0733E+00
35003.7882,-2.2133E+00
35003.7917,-2.3576E+00
35003.7951,-2.5060E+00
35003.7986,-2.6586E+00
35003.8021,-2.8155E+00
35003.8056,-2.9766E+00
35003.8090,-3.1421E+00
35003.8125,-3.3118E+00
35003.8160,-3.4858E+00
