"",136.000
35002.9931,-1.5683E+00
35002.9965,-1.6246E+00
35003.0000,-1.6812E+00
35003.0035,-1.7667E+00
35003.0069,-1.8544E+00
35003.0104,-1.9439E+00
35003.0139,-2.0353E+00
35003.0174,-2.1284E+00
35003.0208,-2.2236E+00
35003.0243,-2.3208E+00
35003.0278,-2.4197E+00
35003.0312,-2.5203E+00
35003.0347,-2.6230E+00
35003.0382,-2.7277E+00
35003.0417,-2.8342E+00
35003.0451,-2.9425E+00
35003.0486,-3.0527E+00
35003.0521,-3.1647E+00
35003.0556,-3.2787E+00
35003.0590,-3.3945E+00
35003.0625,-3.5121E+00
35003.0660,-3.6314E+00
35003.0694,-3.7525E+00
35003.0729,-3.8756E+00
35003.0764,-4.0004E+00
35003.0799,-4.1269E+00
35003.0833,-4.2551E+00
35003.0868,-4.2992E+00
35003.0903,-4.3449E+00
35003.0937,-4.3920E+00
35003.0972,-4.4405E+00
35003.1007,-4.4903E+00
35003.1042,-4.5417E+00
35003.1076,-4.5945E+00
35003.1111,-4.6488E+00
35003.1146,-4.7046E+00
35003.1181,-4.7619E+00
35003.1215,-4.8208E+00
35003.1250,-4.8813E+00
35003.1285,-4.9434E+00
35003.1319,-5.0071E+00
35003.1354,-5.0725E+00
35003.1389,-5.1395E+00
35003.1424,-5.2083E+00
35003.1458,-5.2788E+00
35003.1493,-5.3510E+00
35003.1528,-5.4250E+00
35003.1562,-5.5007E+00
35003.1597,-5.5781E+00
35003.1632,-5.6574E+00
35003.1667,-5.7383E+00
35003.1701,-5.4759E+00
35003.1736,-5.2249E+00
35003.1771,-4.9849E+00
35003.1806,-4.7554E+00
35003.1840,-4.5361E+00
35003.1875,-4.3266E+00
35003.1910,-4.1264E+00
35003.1944,-3.9349E+00
35003.1979,-3.7517E+00
35003.2014,-3.5761E+00
35003.2049,-3.4075E+00
35003.2083,-3.2452E+00
35003.2118,-3.0885E+00
35003.2153,-2.9366E+00
35003.2187,-2.7888E+00
35003.2222,-2.6443E+00
35003.2257,-2.5023E+00
35003.2292,-2.3621E+00
35003.2326,-2.2228E+00
35003.2361,-2.0836E+00
35003.2396,-1.9439E+00
35003.2431,-1.8028E+00
35003.2465,-1.6596E+00
35003.2500,-1.5136E+00
35003.2535,-1.4467E+00
35003.2569,-1.3815E+00
35003.2604,-1.3180E+00
35003.2639,-1.2563E+00
35003.2674,-1.1963E+00
35003.2708,-1.1382E+00
35003.2743,-1.0822E+00
35003.2778,-1.0284E+00
35003.2812,-9.7707E-01
35003.2847,-9.2833E-01
35003.2882,-8.8233E-01
35003.2917,-8.3923E-01
35003.2951,-7.9921E-01
35003.2986,-7.6244E-01
35003.3021,-7.2912E-01
35003.3056,-6.9948E-01
35003.3090,-6.7377E-01
35003.3125,-6.5224E-01
35003.3160,-6.3516E-01
35003.3194,-6.2282E-01
35003.3229,-6.1552E-01
35003.3264,-6.1354E-01
35003.3299,-6.1719E-01
35003.3333,-6.2677E-01
35003.3368,-5.3584E-01
35003.3403,-4.5653E-01
35003.3437,-3.8798E-01
35003.3472,-3.2939E-01
35003.3507,-2.7997E-01
35003.3542,-2.3816E-01
35003.3576,-2.0199E-01
35003.3611,-1.6889E-01
35003.3646,-1.3683E-01
35003.3681,-1.0287E-01
35003.3715,-6.2156E-02
35003.3750,-6.7625E-03
35003.3785,6.6695E-02
35003.3819,1.5278E-01
35003.3854,2.5324E-01
35003.3889,3.6731E-01
35003.3924,4.9197E-01
35003.3958,6.2432E-01
35003.3993,7.6369E-01
35003.4028,9.1065E-01
35003.4062,1.0663E+00
35003.4097,1.2317E+00
35003.4132,1.4073E+00
35003.4167,1.5936E+00
35003.4201,1.7873E+00
35003.4236,1.9556E+00
35003.4271,2.0974E+00
35003.4306,2.2132E+00
35003.4340,2.3032E+00
35003.4375,2.3679E+00
35003.4410,2.4074E+00
35003.4444,2.4222E+00
35003.4479,2.4127E+00
35003.4514,2.3796E+00
35003.4549,2.3237E+00
35003.4583,2.2461E+00
35003.4618,2.1481E+00
35003.4653,2.0318E+00
35003.4687,1.9000E+00
35003.4722,1.7570E+00
35003.4757,1.6092E+00
35003.4792,1.4668E+00
35003.4826,1.3450E+00
35003.4861,1.2652E+00
35003.4896,1.2521E+00
35003.4931,1.3233E+00
35003.4965,1.4811E+00
35003.5000,1.7139E+00
35003.5035,1.5692E+00
35003.5069,1.4142E+00
35003.5104,1.2491E+00
35003.5139,1.0739E+00
35003.5174,8.8834E-01
35003.5208,6.9267E-01
35003.5243,4.8791E-01
35003.5278,2.7918E-01
35003.5312,1.1939E-01
35003.5347,2.4944E-01
35003.5382,4.8698E-01
35003.5417,7.4453E-01
35003.5451,1.0145E+00
35003.5486,1.2952E+00
35003.5521,1.5863E+00
35003.5556,1.8877E+00
35003.5590,2.1996E+00
35003.5625,2.5219E+00
35003.5660,2.8550E+00
35003.5694,3.1992E+00
35003.5729,3.5548E+00
35003.5764,3.9223E+00
35003.5799,4.3028E+00
35003.5833,4.6983E+00
35003.5868,4.7067E+00
35003.5903,4.7211E+00
35003.5937,4.7490E+00
35003.5972,4.7980E+00
35003.6007,4.8648E+00
35003.6042,4.9263E+00
35003.6076,4.9729E+00
35003.6111,5.0025E+00
35003.6146,5.0182E+00
35003.6181,5.0239E+00
35003.6215,5.0235E+00
35003.6250,5.0204E+00
35003.6285,5.0171E+00
35003.6319,5.0153E+00
35003.6354,5.0144E+00
35003.6389,5.0112E+00
35003.6424,5.0038E+00
35003.6458,4.9917E+00
35003.6493,4.9751E+00
35003.6528,4.9554E+00
35003.6562,4.9335E+00
35003.6597,4.9084E+00
35003.6632,4.8788E+00
35003.6667,4.8442E+00
35003.6701,4.7245E+00
35003.6736,4.6031E+00
35003.6771,4.4804E+00
35003.6806,4.3567E+00
35003.6840,4.2322E+00
35003.6875,4.1072E+00
35003.6910,3.9816E+00
35003.6944,3.8554E+00
35003.6979,3.7290E+00
35003.7014,3.6027E+00
35003.7049,3.4767E+00
35003.7083,3.3514E+00
35003.7118,3.2269E+00
35003.7153,3.1032E+00
35003.7187,2.9803E+00
35003.7222,2.8583E+00
35003.7257,2.7372E+00
35003.7292,2.6171E+00
35003.7326,2.4981E+00
35003.7361,2.3803E+00
35003.7396,2.2639E+00
35003.7431,2.1489E+00
35003.7465,2.0353E+00
35003.7500,1.9231E+00
35003.7535,1.9180E+00
35003.7569,1.9117E+00
35003.7604,1.9040E+00
35003.7639,1.8947E+00
35003.7674,1.8838E+00
35003.7708,1.8711E+00
35003.7743,1.8566E+00
35003.7778,1.8403E+00
35003.7812,1.8220E+00
35003.7847,1.8018E+00
35003.7882,1.7796E+00
35003.7917,1.7556E+00
35003.7951,1.7296E+00
35003.7986,1.7016E+00
35003.8021,1.6717E+00
35003.8056,1.6396E+00
35003.8090,1.6055E+00
35003.8125,1.5693E+00
35003.8160,1.5310E+00
35003.8194,1.4906E+00
35003.8229,1.4481E+00
35003.8264,1.4034E+00
35003.8299,1.3567E+00
35003.8333,1.3079E+00
35003.8368,1.2566E+00
35003.8403,1.2060E+00
35003.8437,1.1561E+00
35003.8472,1.1070E+00
35003.8507,1.0586E+00
35003.8542,1.0111E+00
35003.8576,9.6424E-01
35003.8611,9.1816E-01
35003.8646,8.7281E-01
35003.8681,8.2816E-01
35003.8715,7.8422E-01
35003.8750,7.4095E-01
35003.8785,6.9836E-01
35003.8819,6.5645E-01
35003.8854,6.1520E-01
35003.8889,5.7461E-01
35003.8924,5.3467E-01
35003.8958,4.9536E-01
35003.8993,4.5666E-01
35003.9028,4.1858E-01
35003.9062,3.8110E-01
35003.9097,3.4421E-01
35003.9132,3.0790E-01
35003.9167,2.7218E-01
35003.9201,2.4826E-01
35003.9236,2.2498E-01
35003.9271,2.0245E-01
35003.9306,1.8070E-01
35003.9340,1.5973E-01
35003.9375,1.3951E-01
35003.9410,1.2002E-01
35003.9444,1.0124E-01
35003.9479,8.3145E-02
35003.9514,6.5714E-02
35003.9549,4.8934E-02
35003.9583,3.2798E-02
35003.9618,1.7297E-02
35003.9653,2.4270E-03
35003.9687,-1.2238E-02
35003.9722,-2.7028E-02
35003.9757,-4.1816E-02
35003.9792,-5.6577E-02
35003.9826,-7.1324E-02
35003.9861,-8.6091E-02
35003.9896,-1.0092E-01
35003.9931,-1.1586E-01
35003.9965,-1.3097E-01
35004.0000,-1.4629E-01
35004.0035,-1.1321E-01
35004.0069,-8.1518E-02
35004.0104,-5.1320E-02
35004.0139,-2.2881E-02
35004.0174,2.8904E-03
35004.0208,2.7044E-02
35004.0243,5.1821E-02
35004.0278,7.7244E-02
35004.0312,1.0335E-01
35004.0347,1.3017E-01
35004.0382,1.5773E-01
35004.0417,1.8606E-01
35004.0451,2.1520E-01
35004.0486,2.4517E-01
35004.0521,2.7600E-01
35004.0556,3.0772E-01
35004.0590,3.4034E-01
35004.0625,3.7391E-01
35004.0660,4.0844E-01
35004.0694,4.4395E-01
35004.0729,4.8047E-01
35004.0764,5.1801E-01
35004.0799,5.5660E-01
35004.0833,5.9626E-01
35004.0868,5.8725E-01
35004.0903,5.7831E-01
35004.0937,5.6936E-01
35004.0972,5.6040E-01
35004.1007,5.5142E-01
35004.1042,5.4245E-01
35004.1076,5.3349E-01
35004.1111,5.2454E-01
35004.1146,5.1560E-01
35004.1181,5.0666E-01
35004.1215,4.9773E-01
35004.1250,4.8881E-01
35004.1285,4.7989E-01
35004.1319,4.7098E-01
35004.1354,4.6208E-01
35004.1389,4.5318E-01
35004.1424,4.4429E-01
35004.1458,4.3542E-01
35004.1493,4.2656E-01
35004.1528,4.1772E-01
35004.1562,4.0890E-01
35004.1597,4.0009E-01
35004.1632,3.9130E-01
35004.1667,3.8254E-01
35004.1701,3.8351E-01
35004.1736,3.8463E-01
35004.1771,3.8593E-01
35004.1806,3.8740E-01
35004.1840,3.8901E-01
35004.1875,3.9075E-01
35004.1910,3.9260E-01
35004.1944,3.9454E-01
35004.1979,3.9655E-01
35004.2014,3.9861E-01
35004.2049,4.0071E-01
35004.2083,4.0283E-01
35004.2118,4.0496E-01
35004.2153,4.0708E-01
35004.2187,4.0918E-01
35004.2222,4.1123E-01
35004.2257,4.1323E-01
35004.2292,4.1517E-01
35004.2326,4.1703E-01
35004.2361,4.1880E-01
35004.2396,4.2047E-01
35004.2431,4.2203E-01
35004.2465,4.2346E-01
35004.2500,4.2477E-01
35004.2535,5.3267E-01
35004.2569,6.2910E-01
35004.2604,7.1419E-01
35004.2639,7.8803E-01
35004.2674,8.5073E-01
35004.2708,9.0235E-01
35004.2743,9.4299E-01
35004.2778,9.7267E-01
35004.2812,9.9147E-01
35004.2847,9.9940E-01
35004.2882,9.9651E-01
35004.2917,9.8284E-01
35004.2951,9.5843E-01
35004.2986,9.2332E-01
35004.3021,8.7756E-01
35004.3056,8.2121E-01
35004.3090,7.5432E-01
35004.3125,6.7697E-01
35004.3160,5.8925E-01
35004.3194,4.9127E-01
35004.3229,3.8315E-01
35004.3264,2.6508E-01
35004.3299,1.3727E-01
35004.3333,0.0000E+00
35004.3368,0.0000E+00
35004.3403,0.0000E+00
35004.3437,0.0000E+00
35004.3472,0.0000E+00
35004.3507,0.0000E+00
35004.3542,0.0000E+00
35004.3576,0.0000E+00
35004.3611,0.0000E+00
35004.3646,0.0000E+00
35004.3681,0.0000E+00
35004.3715,0.0000E+00
35004.3750,0.0000E+00
35004.3785,0.0000E+00
35004.3819,0.0000E+00
35004.3854,0.0000E+00
35004.3889,0.0000E+00
35004.3924,0.0000E+00
35004.3958,0.0000E+00
35004.3993,0.0000E+00
35004.4028,0.0000E+00
35004.4062,0.0000E+00
35004.4097,0.0000E+00
35004.4132,0.0000E+00
35004.4167,0.0000E+00
35004.4201,1.0196E-01
35004.4236,2.0586E-01
35004.4271,3.1173E-01
