t	u (m/s)	v (m/s)	Tair (°C)	Fsol (W/m2)	vap (mbar)	cloud coverage
17088.370880	-0.751063	-0.555353	7.981351	197.998487	9.400000	0.710521
17088.412548	0.682774	-2.423753	9.396512	358.267356	9.577907	0.692604
17088.454217	0.899457	-1.499809	10.240720	495.077653	9.418561	0.674687
17088.495885	1.291816	-2.193081	11.259258	212.185163	10.159258	0.656770
17088.537553	0.240179	-2.715692	11.740764	179.668758	10.400000	0.638852
17088.579221	-0.734221	-0.717151	10.518428	20.960694	10.822358	0.620935
17088.620889	3.600211	0.866546	10.663233	113.264661	11.681617	0.603018
17088.662558	0.520715	-2.968322	10.318339	72.401402	11.818339	0.585100
17088.704226	0.877335	0.348721	9.181705	0.000000	11.240853	0.567183
17088.745894	1.321272	0.220945	9.840875	0.000000	11.318251	0.549266
17088.787562	-0.988031	-0.906619	9.518206	0.000000	11.300000	0.531348
17088.829230	-0.620212	-0.177857	9.054486	0.000000	11.077243	0.513431
17088.870899	-0.044712	0.873759	8.040941	0.000000	10.540941	0.495514
17088.912567	-0.147083	0.546137	8.018073	0.000000	10.459037	0.477596
17088.954235	1.019971	0.601185	8.600000	0.000000	10.840985	0.459679
17088.995903	0.803495	1.593225	8.400000	0.000000	10.700000	0.441762
17089.037572	-0.458033	-0.507648	8.041030	0.000000	10.441030	0.450896
17089.079240	-0.434346	0.011640	8.400000	0.000000	10.758948	0.462980
17089.120908	0.368656	-0.201508	8.500000	0.000000	10.800000	0.475063
17089.162576	0.603633	0.115240	8.458904	0.000000	10.800000	0.487147
17089.204244	0.083279	-0.073555	8.600000	0.000000	10.800000	0.499231
17089.245913	-0.113740	-0.335869	8.758860	0.000000	10.941140	0.511315
17089.287581	0.080476	0.076611	9.123488	15.351135	11.200000	0.523398
17089.329249	0.285697	0.433947	9.723554	46.823694	11.541185	0.535482
17089.370917	-0.062605	0.231929	10.600000	72.236206	11.600000	0.547566
17089.412585	0.076171	-0.123932	11.523687	222.860306	11.664916	0.559650
17089.454254	-0.321350	-1.066889	13.341251	498.788780	12.652493	0.571734
17089.495922	0.092396	0.719393	14.476180	584.125152	12.669814	0.583817
17089.537590	-2.593812	-1.069243	15.523886	528.153866	13.047773	0.595901
17089.579258	-1.301802	-0.674654	16.058682	422.389186	12.523953	0.607985
17089.620926	0.289313	0.138511	15.210622	233.838273	12.500000	0.620069
17089.662595	-1.211681	0.265379	13.434553	48.450194	12.441362	0.632152
17089.704263	1.772693	2.217619	12.351696	0.000000	12.300000	0.644236
17089.745931	0.121994	1.200850	10.441406	0.000000	11.841406	0.656320
17089.787599	0.333270	0.991521	9.958572	0.000000	11.517143	0.668404
17089.829267	0.910259	0.773386	9.341450	0.000000	11.300000	0.680488
17089.870936	0.581701	0.772269	8.758527	0.000000	10.858527	0.692571
17089.912604	0.838243	0.442828	8.400000	0.000000	10.541495	0.704655
17089.954272	-0.378960	-0.074858	8.141517	0.000000	10.500000	0.716739
17089.995940	0.462088	0.144605	7.800000	0.000000	10.258461	0.728823
17090.037608	0.545301	-0.030965	7.516878	0.000000	10.158439	0.740154
17090.079277	0.346484	0.263162	6.892083	0.000000	9.733667	0.751405
17090.120945	0.939976	-0.250704	6.616789	0.000000	9.516789	0.762655
17090.162613	0.530093	0.651930	6.541628	0.000000	9.400000	0.773906
17090.204281	0.561829	0.958601	6.058350	0.000000	9.058350	0.785156
17090.245949	0.680151	1.208309	5.641672	0.000000	8.900000	0.796406
17090.287618	0.198977	0.231889	6.683388	36.501642	9.583388	0.807657
17090.329286	0.741723	1.074394	7.225149	104.423104	9.883432	0.818907
17090.370954	-0.013195	-0.645758	8.216523	177.000000	10.658262	0.830158
17090.412622	1.719738	1.199532	9.283521	288.395091	11.041760	0.841408
17090.454290	1.966141	0.276810	9.476044	338.342609	10.950696	0.852658
17090.495959	2.012331	2.004584	11.100000	566.802953	11.500000	0.863909
17090.537627	1.243077	1.906282	11.583654	377.158664	11.500000	0.875159
17090.579295	0.115937	-1.171963	12.132604	234.484148	11.774453	0.886410
17090.620963	0.487678	1.568799	11.941871	127.536815	11.941871	0.897660
17090.662631	0.106283	0.337645	11.516213	55.459199	12.100000	0.908911
17090.704300	0.142214	-0.512740	10.274254	0.000000	11.916169	0.920161
17090.745968	-0.351574	-0.376658	9.841938	0.000000	11.600000	0.931411
17090.787636	-0.143117	0.891079	9.600000	0.000000	11.441960	0.942662
17090.829304	0.158479	0.387191	9.458018	0.000000	11.400000	0.953912
17090.870973	0.278181	0.130368	9.242004	0.000000	11.300000	0.965163
17090.912641	-0.448028	0.415605	9.057974	0.000000	11.100000	0.976413
17090.954309	0.202934	0.744941	9.242048	0.000000	11.257952	0.987663
17090.995977	0.270414	0.048443	9.242070	0.000000	11.242070	0.998914
17091.037645	0.663892	0.486494	8.926278	0.000000	11.000000	0.999624
17091.079314	0.272628	0.137978	8.815770	0.000000	10.957885	0.999207
17091.120982	0.521079	0.569400	8.726411	0.000000	10.884274	0.998790
17091.162650	0.256117	0.352515	8.742159	0.000000	10.942159	0.998374
17091.204318	0.074348	0.082572	8.484362	0.000000	10.742181	0.997957
17091.245986	0.025570	0.499346	8.742203	0.000000	10.900000	0.997540
17091.287655	-0.599394	-0.349508	9.168902	55.333825	11.084451	0.997123
17091.329323	0.141164	0.304581	10.184495	137.069718	11.442248	0.996707
17091.370991	0.089533	-0.242595	11.426809	179.453958	11.542270	0.996290
17091.412659	0.702922	1.469788	13.284584	250.308323	12.315416	0.995873
17091.454327	0.351559	-1.951460	13.915372	211.806606	12.742314	0.995457
17091.495996	1.381438	-0.223682	14.257664	130.686031	13.072991	0.995040
17091.537664	0.784360	0.938604	13.857642	98.270751	12.857642	0.994623
17091.579332	0.229963	0.268571	13.215239	36.880974	13.357619	0.994207
17091.621000	-0.568479	0.596507	12.284805	24.759734	13.857597	0.993790
17091.662668	-0.711553	-0.158341	12.300000	18.484776	13.884850	0.993373
17091.704337	-0.248974	0.297702	12.100000	0.000000	13.800000	0.992957
17091.746005	0.000000	0.000000	12.084938	0.000000	13.742469	0.992540
17091.787673	-0.264016	-0.153817	11.900000	0.000000	13.657509	0.992123
17091.829341	-0.122898	-0.079811	11.842513	0.000000	13.600000	0.991707
17091.871009	-0.041806	-0.218891	11.757464	0.000000	13.457464	0.991290
17091.912678	1.171893	1.313213	11.500000	0.000000	12.842558	0.990873
17091.954346	1.036606	0.840300	10.900000	0.000000	12.742580	0.990457
17091.996014	0.645477	0.940117	10.957398	0.000000	12.485204	0.990040
17092.037682	0.458854	0.567133	10.900000	0.000000	12.657376	0.988493
17092.079350	-1.019624	0.708878	10.827939	0.000000	12.600000	0.986826
17092.121019	-0.142500	0.270292	10.800000	0.000000	12.600000	0.985159
17092.162687	0.302352	0.716253	10.900000	0.000000	12.700000	0.983493
17092.204355	0.578513	-0.196926	10.800000	0.000000	12.642713	0.981826
17092.246023	0.200780	0.313765	10.971796	0.000000	12.714530	0.980159
17092.287691	0.291900	0.090324	10.842757	28.558406	12.642757	0.978492
17092.329360	0.720317	0.054469	11.857221	94.182654	13.242779	0.976826
17092.371028	-0.784599	-0.434973	11.900000	104.976527	13.171596	0.975159
17092.412696	-1.367597	-0.917398	12.214353	88.849382	12.885883	0.973492
17092.454364	-0.810729	-0.631773	12.671463	157.715446	12.785691	0.971825
17092.496032	-1.355225	-1.193031	12.557132	218.576490	12.357132	0.970159
17092.537701	-1.073876	-2.187201	12.971559	207.004576	11.700229	0.968492
17092.579369	-1.181926	-0.012447	13.085440	178.421443	11.814944	0.966825
17092.621037	-1.173666	0.258735	12.214132	26.570659	11.857066	0.965159
17092.662705	-1.106060	-1.220220	12.100000	40.831371	12.557044	0.963492
17092.704374	-0.325272	0.559206	11.014043	0.000000	12.342978	0.961825
17092.746042	1.216060	2.072318	10.670998	0.000000	11.243001	0.960158
17092.787710	0.517408	1.259977	10.329068	0.000000	11.313955	0.958492
17092.829378	0.741423	0.875134	9.986090	0.000000	11.113910	0.956825
17092.871046	0.815843	1.461694	9.284665	0.000000	10.686134	0.955158
17092.912715	0.514785	1.193636	8.543089	0.000000	10.343089	0.953491
17092.954383	-0.190463	0.668329	8.927555	0.000000	10.456889	0.951825
17092.996051	0.331808	0.394202	8.643133	0.000000	10.700000	0.950158
17093.037719	-0.091655	0.491527	9.000000	0.000000	10.756844	0.942456
17093.079387	0.887315	0.300645	9.100000	0.000000	10.943178	0.934123
17093.121056	0.652262	0.644388	9.243200	0.000000	11.056800	0.925789
17093.162724	1.751994	1.820166	10.967780	0.000000	8.659332	0.917455
17093.204392	1.410331	0.673891	9.656756	0.000000	9.783779	0.909122
17093.246060	-0.109404	0.461010	9.200000	0.000000	9.586533	0.900788
17093.287728	2.171376	0.172618	9.710404	33.597306	9.246307	0.892454
17093.329397	0.670946	-0.520045	10.356689	93.968260	9.766894	0.884121
17093.371065	0.406192	-1.623096	10.643333	140.966525	9.443333	0.875787
17093.412733	-2.033017	-1.454937	12.053161	560.743200	9.296516	0.867453
17093.454401	1.578154	2.133773	11.900000	210.612807	9.443377	0.859120
17093.496069	0.841192	4.267488	10.713202	122.396051	10.000000	0.850786
17093.537738	1.082436	-3.254924	9.900000	125.697361	9.286843	0.842452
17093.579406	0.594702	-2.515121	9.669670	159.065067	8.669670	0.834119
17093.621074	0.488123	1.186163	8.656534	20.349474	9.630397	0.825785
17093.662742	0.152920	1.273412	8.269537	3.565123	10.113025	0.817452
17093.704410	-0.762041	-0.257235	8.243510	0.000000	10.187020	0.809118
17093.746079	-0.707992	0.430824	8.087064	0.000000	10.300000	0.800784
17093.787747	-0.138122	0.272555	7.900000	0.000000	10.256446	0.792451
17093.829415	-0.434330	-0.925160	8.156424	0.000000	10.256424	0.784117
17093.871083	0.086923	0.506826	7.856402	0.000000	10.212803	0.775783
17093.912751	0.354124	-0.316864	7.756379	0.000000	10.156379	0.767450
17093.954420	-0.078599	0.367989	7.356357	0.000000	9.800000	0.759116
17093.996088	0.101724	0.466734	7.300000	0.000000	9.656335	0.750782
17094.037756	-0.208622	0.384476	6.668939	0.000000	9.356313	0.759061
17094.079424	1.198034	1.504352	6.143709	0.000000	8.556291	0.769062
17094.121092	0.875171	1.070017	5.587463	0.000000	8.400000	0.779062
17094.162761	0.028987	0.632997	6.381233	0.000000	8.375014	0.789063
17094.204429	0.048213	0.238255	6.043776	0.000000	8.843776	0.799063
17094.246097	0.543358	0.470209	6.468607	0.000000	8.631393	0.809063
17094.287765	0.205778	0.428496	6.787640	26.954973	8.900000	0.819064
17094.329433	-0.258980	0.105629	8.606894	253.083669	8.319210	0.829064
17094.371102	0.586675	0.731407	9.056136	126.874700	7.587728	0.839064
17094.412770	0.067917	-0.519353	9.031659	144.820889	8.480568	0.849065
17094.454438	-1.036773	-1.478219	10.131725	242.885588	8.543908	0.859065
17094.496106	-1.979225	-0.579438	11.356069	445.237018	8.831792	0.869066
17094.537774	-1.269667	-0.164163	10.595575	252.563314	8.512094	0.879066
17094.579443	-1.234058	-0.612440	10.695774	256.721351	7.843975	0.889066
17094.621111	-1.089357	-0.578267	10.492021	75.680827	8.551976	0.899067
17094.662779	-0.894666	-0.614887	9.255981	42.832515	8.811962	0.909067
17094.704447	0.754097	1.368441	7.267876	0.000000	8.455959	0.919067
17094.746116	0.833499	1.274783	7.244063	0.000000	8.011873	0.929068
17094.787784	-0.190668	1.005075	5.747315	0.000000	8.211829	0.939068
17094.829452	-0.421431	0.194125	5.411784	0.000000	8.100000	0.949068
17094.871120	0.108036	0.821309	4.911740	0.000000	7.900000	0.959069
17094.912788	0.705878	0.051641	5.055848	0.000000	7.688304	0.969069
17094.954457	0.183789	1.598016	4.767477	0.000000	7.444174	0.979070
17094.996125	-0.273995	0.691228	4.388393	0.000000	7.488393	0.989070
17095.037793	0.669132	0.655210	4.744218	0.000000	7.844218	0.963923
17095.079461	-0.237625	0.806472	5.521203	0.000000	8.000000	0.935172
17095.121129	-0.924901	-0.699091	5.544263	0.000000	8.100000	0.906421
17095.162798	1.126270	0.467509	6.255715	0.000000	8.155715	0.877670
17095.204466	0.161472	0.259405	6.411386	0.000000	8.344307	0.848919
17095.246134	-0.080768	0.135218	6.488658	0.000000	8.555671	0.820168
17095.287802	0.023131	0.146253	6.544351	13.096217	8.800000	0.791416
17095.329470	0.227559	0.087352	6.955626	24.218675	9.055626	0.762665
17095.371139	0.659129	-0.227962	7.355604	31.995608	9.366813	0.733914
17095.412807	0.403789	-0.425184	7.700000	66.104447	8.744418	0.705163
17095.454475	1.046295	0.373944	8.100000	102.332792	9.166680	0.676412
17095.496143	0.185940	-0.608062	8.400000	141.773722	9.244462	0.647661
17095.537811	0.196491	-1.043343	9.022063	210.640413	9.533095	0.618910
17095.579480	-0.199912	-0.403768	9.089013	207.230891	8.744506	0.590159
17095.621148	-0.335233	0.507064	8.855471	53.094298	9.410943	0.561408
17095.662816	-0.232039	0.075279	7.910899	18.980882	9.655449	0.532657
17095.704484	-0.219637	-0.263064	7.455427	0.000000	9.755427	0.503906
17095.746152	0.491460	0.185071	7.500000	0.000000	9.600000	0.475155
17095.787821	0.550062	0.258297	7.866149	0.000000	9.433851	0.446404
17095.829489	0.690941	-0.790101	7.355361	0.000000	9.544639	0.417653
17095.871157	0.509367	-0.337642	7.055339	0.000000	9.100000	0.388902
17095.912825	0.349671	0.150354	6.444684	0.000000	8.965949	0.360151
17095.954493	0.000239	0.388889	6.444706	0.000000	9.100000	0.331400
17095.996162	-0.391373	0.573655	5.834183	0.000000	8.655272	0.302648
17096.037830	0.827371	0.821651	4.610500	0.000000	8.155250	0.325724
17096.079498	0.524171	1.021820	4.131367	0.000000	7.765684	0.354059
17096.121166	1.100449	0.769642	3.665617	0.000000	7.455206	0.382393
17096.162834	0.857390	0.098776	2.965551	0.000000	7.255184	0.410727
17096.204503	0.110902	0.006817	2.744839	0.000000	7.144839	0.439062
17096.246171	-0.779503	-0.097440	2.844861	0.000000	7.144861	0.467396
17096.287839	0.540257	0.597530	3.889766	61.181251	7.544883	0.495731
17096.329507	0.793652	0.924243	5.144905	138.388596	7.655095	0.524065
17096.371175	0.765791	0.882292	6.369563	228.898542	8.179708	0.552399
17096.412844	0.048271	-0.609202	7.479797	375.909135	8.344949	0.580734
17096.454512	-1.275325	0.729588	9.034914	372.142277	8.134914	0.609068
17096.496180	1.451735	1.066421	10.744994	510.449935	8.634981	0.637402
17096.537848	0.907815	-0.685483	10.670094	442.147961	8.225078	0.665737
17096.579517	-0.807914	0.478399	10.709924	225.427680	7.780151	0.694071
17096.621185	1.150304	-1.048955	10.400000	207.976010	8.190120	0.722406
17096.662853	-1.530170	-0.308810	8.709836	23.081934	8.645082	0.750740
17096.704521	0.951374	1.512127	6.729374	0.000000	8.509791	0.779074
17096.746189	1.205456	1.378102	6.109747	0.000000	8.100000	0.807409
17096.787858	0.845042	1.495536	4.680594	0.000000	7.835446	0.835743
17096.829526	0.506238	1.137030	4.519317	0.000000	7.700000	0.864078
17096.871194	1.014071	0.771250	4.074036	0.000000	7.554807	0.892412
17096.912862	-0.636118	-0.278581	4.035645	0.000000	7.545215	0.920746
17096.954530	0.377095	0.415150	3.590474	0.000000	7.545237	0.949081
17096.996199	-0.514516	-0.223149	3.090519	0.000000	7.400000	0.977415
17097.037867	0.289073	0.864925	4.000000	0.000000	7.700000	0.964475
17097.079535	-1.237680	-0.567475	4.564089	0.000000	7.854696	0.947391
17097.121203	0.229661	-0.526192	4.800000	0.000000	7.954674	0.930307
17097.162871	0.342519	-0.023813	4.654652	0.000000	8.000000	0.913223
17097.204540	0.148841	0.424236	4.354630	0.000000	7.954630	0.896139
17097.246208	-0.176856	0.158070	3.954608	0.000000	7.800000	0.879055
17097.287876	0.103185	0.164808	4.290829	22.174571	7.845414	0.861971
17097.329544	0.439969	0.339310	6.309127	97.277800	8.418254	0.844887
17097.371212	1.050488	1.536283	6.445459	91.182986	8.500000	0.827803
17097.412881	-0.845372	0.736797	7.436442	76.096143	8.745481	0.810719
17097.454549	-0.892995	0.462348	7.245503	39.994685	9.354497	0.793635
17097.496217	-0.640901	-0.723869	8.036575	165.603248	9.573150	0.776551
17097.537885	0.489517	0.426217	8.536641	191.407160	9.663359	0.759467
17097.579553	-1.291570	-0.328230	8.208861	4.278465	10.154431	0.742383
17097.621222	0.267401	-0.789708	8.254409	38.352685	10.445591	0.725299
17097.662890	0.728611	0.197384	8.254386	10.807049	10.454386	0.708215
17097.704558	0.546908	0.094437	7.900000	0.000000	10.300000	0.691131
17097.746226	0.345445	1.002534	7.845658	0.000000	10.291316	0.674047
17097.787894	-1.067569	-0.315376	7.745680	0.000000	10.245680	0.656963
17097.829563	-1.557681	0.541737	7.545702	0.000000	10.000000	0.639879
17097.871231	0.483786	0.894138	7.454276	0.000000	9.954276	0.622795
17097.912899	-0.250637	-0.075688	7.054254	0.000000	9.800000	0.605711
17097.954567	0.586784	0.746031	6.400000	0.000000	9.400000	0.588627
17097.996235	-0.465642	0.206444	7.000000	0.000000	9.700000	0.571543
17098.037904	-0.953377	0.450511	7.400000	0.000000	10.000000	0.586299
17098.079572	-0.342864	0.024680	6.845835	0.000000	9.700000	0.604216
17098.121240	-0.767405	0.328003	6.600000	0.000000	9.500000	0.622133
17098.162908	0.677602	0.695377	6.516483	0.000000	9.454121	0.640051
17098.204576	0.347420	1.022747	6.991803	0.000000	9.800000	0.657968
17098.246245	0.449439	0.490449	6.691847	0.000000	9.591847	0.675885
17098.287913	0.243255	0.504474	6.991891	37.675660	9.900000	0.693803
17098.329581	0.223983	-0.260908	7.045968	79.975826	10.000000	0.711720
17098.371249	0.436107	0.481226	8.291980	142.738107	10.645990	0.729637
17098.412918	2.028162	2.189463	9.338037	437.239269	10.946012	0.747555
17098.454586	1.275597	0.601939	11.314309	503.777597	11.830172	0.765472
17098.496254	1.423988	1.881069	13.007887	328.643624	12.407887	0.783389
17098.537922	1.047613	1.996155	14.192157	333.451006	12.907843	0.801307
17098.579590	1.013429	1.912813	15.038302	318.538992	12.953899	0.819224
17098.621259	-1.707168	-0.172607	13.869385	97.934527	12.800000	0.837141
17098.662927	-0.173179	0.525653	12.407710	23.769847	13.146145	0.855058
17098.704595	0.424292	0.280296	11.392334	0.000000	12.800000	0.872976
17098.746263	-0.240466	1.084778	10.661432	0.000000	12.361432	0.890893
17098.787931	0.565719	0.134279	10.284846	0.000000	11.938634	0.908810
17098.829600	0.093246	-0.642912	10.507533	0.000000	12.353766	0.926728
17098.871268	0.725838	0.349397	9.946256	0.000000	11.846256	0.944645
17098.912936	0.107593	0.542473	9.568610	0.000000	11.607444	0.962562
17098.954604	0.554757	1.183579	10.177800	0.000000	11.892600	0.980480
17098.996272	1.418962	-0.211357	10.831611	0.000000	12.292644	0.998397
17099.037941	1.108868	-0.602998	11.070755	0.000000	12.639033	1.000000
17099.079609	-0.789666	0.339054	11.346366	0.000000	12.946366	1.000000
17099.121277	0.070857	1.101969	11.114445	0.000000	12.807223	1.000000
17099.162945	1.763139	0.902832	11.917697	0.000000	13.192822	1.000000
17099.204613	-0.617290	-1.658748	11.992866	0.000000	13.539299	1.000000
17099.246282	-1.073881	-1.489668	12.300000	0.000000	13.646455	1.000000
17099.287950	-1.161603	0.812317	12.153523	7.788633	13.800000	1.000000
17099.329618	-1.804815	-0.777074	13.353501	46.254955	13.407001	1.000000
17099.371286	0.555517	1.553545	12.813914	31.326075	13.939564	1.000000
17099.412954	0.485437	-0.033021	12.900000	54.723491	14.306913	1.000000
17099.454623	0.643106	0.686438	12.993132	47.068684	14.267171	1.000000
17099.496291	-1.204792	0.318612	13.300000	46.807086	14.406824	1.000000
17099.537959	0.399840	0.859786	13.300000	49.940690	14.800000	1.000000
17099.579627	0.143658	-0.540533	13.200000	28.730578	14.800000	1.000000
17099.621295	-0.271786	-0.262478	13.206691	14.133825	14.700000	1.000000
17099.662964	0.496520	-0.320101	12.953323	9.533235	14.553323	1.000000
17099.704632	0.783402	1.058614	13.000000	0.000000	14.446699	1.000000
17099.746300	1.558038	0.776671	12.959838	0.000000	14.453279	1.000000
17099.787968	-0.599490	-0.069931	12.893486	0.000000	14.446743	1.000000
17099.829636	-1.207002	-0.358038	12.693530	0.000000	14.193530	1.000000
17099.871305	0.176468	0.977052	12.646787	0.000000	14.200000	1.000000
17099.912973	0.014115	0.253152	12.300000	0.000000	14.100000	1.000000
17099.954641	0.046303	0.504922	12.393663	0.000000	14.100000	1.000000
17099.996309	0.301061	0.052215	12.393707	0.000000	14.000000	1.000000
17100.037977	0.222583	0.411544	12.400000	0.000000	14.000000	0.991645
17100.079646	-0.532166	-0.004805	12.253102	0.000000	14.000000	0.982478
17100.121314	-0.049104	0.393739	12.100000	0.000000	13.853080	0.973311
17100.162982	-0.741455	-0.008728	12.200000	0.000000	13.853058	0.964144
17100.204650	-0.113613	0.462644	12.146964	0.000000	13.846964	0.954977
17100.246319	-0.944064	0.329762	12.300000	0.000000	13.946987	0.945810
17100.287987	1.057788	0.693686	12.300000	4.940173	13.900000	0.936643
17100.329655	0.996188	2.008249	12.052969	14.589075	13.552969	0.927476
17100.371323	0.576136	-1.349499	11.752947	43.647352	13.152947	0.918309
17100.412991	0.867378	0.960499	12.047075	77.239528	13.547075	0.909142
17100.454660	-1.582538	-0.317912	11.900000	60.122643	13.300000	0.899975
17100.496328	0.647714	2.276890	11.994239	97.230448	13.241358	0.890808
17100.537996	1.324822	1.283854	11.900000	31.057169	13.047142	0.881641
17100.579664	0.096588	2.412663	11.952836	61.641816	13.147164	0.872474
17100.621332	0.447476	-0.952561	11.900000	38.844252	13.152814	0.863307
17100.663001	0.358756	-0.711798	11.705584	2.583761	13.205584	0.854140
17100.704669	0.540859	-0.361361	11.652770	0.000000	13.100000	0.844973
17100.746337	0.235417	0.441111	11.794505	0.000000	12.900000	0.835806
17100.788005	0.622182	-0.638374	11.794549	0.000000	12.647274	0.826639
17100.829673	0.764025	-0.226612	11.347297	0.000000	12.610814	0.817472
17100.871342	1.163487	-0.492437	11.000000	0.000000	12.547319	0.808305
17100.913010	1.075396	0.029511	10.400000	0.000000	12.047341	0.799138
17100.954678	-0.729720	0.481562	10.652637	0.000000	12.152637	0.789971
17100.996346	0.328659	-1.368963	10.500000	0.000000	11.900000	0.780804
17101.038014	0.565764	1.225049	10.200000	0.000000	11.647407	0.773538
17101.079683	0.583083	-0.103649	9.905141	0.000000	11.405141	0.766454
17101.121351	-0.739058	0.449310	9.447452	0.000000	11.152548	0.759370
17101.163019	0.341170	1.709266	9.700000	0.000000	11.500000	0.752287
17101.204687	-2.285780	-0.068199	9.105008	0.000000	10.752504	0.745203
17101.246355	0.373148	-1.984528	8.952482	0.000000	10.604964	0.738120
17101.288024	-1.857408	0.532185	9.000000	9.803211	10.452460	0.731036
17101.329692	0.262771	0.894456	9.100000	61.183097	10.200000	0.723952
17101.371360	-1.912652	-0.333783	9.652416	125.903377	9.804831	0.716869
17101.413028	0.531599	1.182227	10.600000	261.952131	10.152393	0.709785
17101.454696	1.033548	0.396805	11.400000	440.775051	10.300000	0.702702
17101.496365	1.114377	-1.054902	12.495302	506.228234	10.600000	0.695618
17101.538033	0.557348	-1.548414	12.752327	252.500609	10.709308	0.688534
17101.579701	-0.876668	0.491653	12.756915	255.968038	10.704610	0.681451
17101.621369	0.304782	-0.979491	12.547717	71.842406	10.900000	0.674367
17101.663037	-0.902478	-0.720261	11.209042	16.180845	11.052261	0.667284
17101.704706	0.356580	0.595906	9.147762	0.000000	10.700000	0.660200
17101.746374	1.143187	1.135255	8.913298	0.000000	10.400000	0.653116
17101.788042	0.592518	0.811602	8.252194	0.000000	10.052194	0.646033
17101.829710	0.897297	0.768130	7.456516	0.000000	9.704344	0.638949
17101.871378	0.881301	0.115896	7.004300	0.000000	9.452150	0.631866
17101.913047	0.726428	1.074821	6.604255	0.000000	9.252128	0.624782
17101.954715	-0.185310	-0.297605	6.095789	0.000000	9.047894	0.617698
17101.996383	0.559353	0.554493	5.852083	0.000000	8.952083	0.610615
17102.038051	0.924350	0.575065	6.195877	0.000000	9.047939	0.621415
17102.079720	-0.304883	0.072934	5.183687	0.000000	8.543883	0.633916
17102.121388	0.758798	0.719191	5.595966	0.000000	8.800000	0.646416
17102.163056	0.495217	-0.018630	4.744016	0.000000	8.296010	0.658917
17102.204724	0.828874	-0.143444	5.348027	0.000000	8.600000	0.671417
17102.246392	1.587040	1.672391	5.244148	0.000000	8.148049	0.683918
17102.288061	1.048914	0.948289	5.459642	31.249308	8.251928	0.696418
17102.329729	0.299381	0.061118	7.044281	81.038125	9.092375	0.708919
17102.371397	0.872029	0.364777	7.392464	134.991290	9.296232	0.721419
17102.413065	0.078157	0.642351	8.003724	159.111718	9.407448	0.733920
17102.454733	0.858348	-1.555770	8.400000	206.809522	9.400000	0.746420
17102.496402	-0.824303	-0.170089	9.140912	351.746079	9.796365	0.758920
17102.538070	0.704319	-0.479651	10.492818	410.071821	9.944613	0.771421
17102.579738	-1.356679	-0.297379	11.348227	300.390146	10.244680	0.783921
17102.621406	0.255553	0.483407	10.751751	159.622587	10.048249	0.796422
17102.663074	0.623632	-1.998833	9.800000	12.621037	10.400000	0.808922
17102.704743	0.718362	-0.552239	8.358535	0.000000	10.251707	0.821423
17102.746411	-0.748030	0.075912	7.396630	0.000000	9.893261	0.833923
17102.788079	0.278769	0.893661	7.148337	0.000000	9.848337	0.846424
17102.829747	-0.609836	-0.444361	7.800000	0.000000	10.051641	0.858924
17102.871415	1.039709	0.889601	7.448382	0.000000	9.345145	0.871425
17102.913084	1.010316	0.811395	7.200000	0.000000	9.900000	0.883925
17102.954752	0.726882	0.590604	6.903148	0.000000	9.303148	0.896426
17102.996420	0.783778	0.419303	6.951552	0.000000	9.451552	0.908926
17103.038088	0.295103	0.628624	6.996940	0.000000	9.396940	0.907715
17103.079756	0.871413	0.409747	6.851508	0.000000	9.200000	0.905215
17103.121425	-1.197066	-0.141879	6.702971	0.000000	9.451486	0.902715
17103.163093	0.286370	-0.964057	6.297073	0.000000	9.297073	0.900214
17103.204761	0.412687	0.951632	6.500000	0.000000	9.300000	0.897714
17103.246429	0.232526	-1.582995	6.300000	0.000000	9.151419	0.895214
17103.288097	0.519304	2.149201	6.400000	7.944123	9.100000	0.892714
17103.329766	0.578550	1.445610	6.597250	40.431260	9.100000	0.890214
17103.371434	0.826759	0.453440	7.300000	79.594685	9.100000	0.887714
17103.413102	1.336783	0.450145	7.697339	99.460085	9.197339	0.885214
17103.454770	0.633262	0.654084	8.197383	136.225245	9.448692	0.882714
17103.496438	0.459591	1.270586	8.051286	176.768481	9.202572	0.880214
17103.538107	0.274223	-1.162540	8.153792	145.285108	9.153792	0.877714
17103.579775	-1.623560	-0.539177	8.402484	119.562096	9.253726	0.875214
17103.621443	0.958025	1.034402	8.248780	143.439011	9.051220	0.872713
17103.663111	0.534725	0.368000	7.651198	7.583835	9.048802	0.870213
17103.704779	-1.424098	-0.233649	6.304702	0.000000	8.902351	0.867713
17103.746448	0.000451	0.248718	5.700000	0.000000	8.751153	0.865213
17103.788116	-0.312393	0.381504	6.648869	0.000000	9.197738	0.862713
17103.829784	0.289649	0.338720	7.248891	0.000000	9.448891	0.860213
17103.871452	0.177825	0.508128	7.697826	0.000000	9.697826	0.857713
17103.913121	-0.506569	0.230968	7.800000	0.000000	9.700000	0.855213
17103.954789	-0.324903	-0.124922	7.951043	0.000000	9.848957	0.852713
17103.996457	-0.524163	-0.606461	8.051020	0.000000	10.202041	0.850213
17104.038125	-0.230447	0.553074	8.100000	0.000000	9.850998	0.855719
17104.079793	-0.591812	-0.853594	8.196095	0.000000	9.954881	0.861969
17104.121462	-1.514852	-0.662969	8.000000	0.000000	9.649046	0.868219
17104.163130	-0.338779	0.221183	7.850932	0.000000	9.650932	0.874469
