t	u (m/s)	v (m/s)	Tair (°C)	Fsol (W/m2)	vap (mbar)	cloud coverage
16333.343015	-0.239239	0.352486	17.378841	239.739251	16.639421	0.695173
16333.384684	-0.731146	0.213678	18.960557	357.728806	16.839443	0.703090
16333.426352	-0.176143	-0.840625	20.981605	763.270936	17.060535	0.711007
16333.468020	-2.560790	-0.423584	20.578974	322.056357	17.600000	0.718924
16333.509688	-3.026799	-0.759866	22.820982	718.307990	18.320982	0.726841
16333.551356	-2.145267	-0.224146	22.276719	369.451670	17.697656	0.734758
16333.593025	-2.150007	-0.455685	23.058214	358.838900	18.260447	0.742675
16333.634693	-1.959156	-1.284434	22.460424	150.918841	17.337453	0.750592
16333.676361	-0.821383	-0.791340	21.385230	70.932755	18.314770	0.758509
16333.718029	0.510253	0.456262	20.339620	20.264624	18.784942	0.766426
16333.759697	1.469538	1.718976	19.281074	0.000000	18.360358	0.774342
16333.801366	-1.227127	0.056572	17.781008	0.000000	17.981008	0.782259
16333.843034	-1.405842	-0.089579	17.196863	0.000000	16.160314	0.790176
16333.884702	-0.906154	-0.108014	16.880875	0.000000	15.900000	0.798093
16333.926370	0.480369	0.669700	16.541078	0.000000	16.100000	0.806010
16333.968038	-0.154757	0.899126	16.080742	0.000000	16.618022	0.813927
16334.009707	-0.069002	-0.886207	15.720450	0.000000	16.839775	0.820388
16334.051375	-2.742666	-0.967950	15.919391	0.000000	16.501015	0.822055
16334.093043	-2.188199	-0.297045	15.841628	0.000000	16.099096	0.823722
16334.134711	0.373469	1.092888	15.379683	0.000000	16.560159	0.825388
16334.176379	2.071195	0.161889	15.339863	0.000000	16.140546	0.827055
16334.218048	-1.246252	0.731199	15.300000	0.398856	16.579771	0.828722
16334.259716	0.782131	0.192851	15.200000	52.206459	16.500000	0.830389
16334.301384	-0.861882	-0.655527	15.700000	62.586677	16.779860	0.832055
16334.343052	0.496360	0.540073	16.300000	159.811035	16.840192	0.833722
16334.384720	-0.348704	0.495237	17.120052	218.407492	16.300129	0.835389
16334.426389	-1.529249	-1.680583	18.219989	652.592655	16.260004	0.837056
16334.468057	-1.340061	-0.538919	19.219963	238.593357	15.659982	0.838722
16334.509725	-2.595031	0.253486	20.999797	519.010149	16.459756	0.840389
16334.551393	1.053937	-1.075574	18.480125	252.816940	16.540063	0.842056
16334.593061	-3.066459	0.786534	18.699576	170.000000	16.019830	0.843722
16334.634730	2.544560	1.137613	15.600000	10.000000	15.739037	0.845389
16334.676398	-1.352582	-1.552506	15.819742	23.197416	16.079612	0.847056
16334.718066	1.106806	0.608928	15.240151	4.992434	16.400000	0.848723
16334.759734	0.729998	0.772293	14.919653	0.000000	16.179480	0.850389
16334.801402	1.945154	1.339803	14.399022	0.000000	14.800978	0.852056
16334.843071	-0.218088	-1.371660	14.359782	0.000000	15.140218	0.853723
16334.884739	0.972763	-0.603277	14.219520	0.000000	15.539040	0.855390
16334.926407	0.418193	0.490617	14.200000	0.000000	15.500000	0.857056
16334.968075	2.546437	0.404287	13.500000	0.000000	14.680568	0.858723
16335.009743	1.849142	1.067603	13.440306	0.000000	14.740306	0.853959
16335.051412	1.329798	-1.314135	12.840328	0.000000	14.100000	0.828125
16335.093080	0.933572	0.970298	12.540351	0.000000	13.778948	0.802290
16335.134748	2.212103	1.250441	12.019254	0.000000	13.419254	0.776456
16335.176416	1.439375	1.550880	11.859605	0.000000	12.878815	0.750622
16335.218085	0.914794	1.028549	11.940417	0.000000	13.180834	0.724788
16335.259753	1.819696	0.260262	12.119122	4.213176	13.219122	0.698953
16335.301421	1.716930	0.681220	12.121384	74.993763	13.261845	0.673119
16335.343089	1.219484	0.377022	13.023868	215.386787	12.826285	0.647285
16335.384757	-0.982107	0.693931	13.778483	266.645507	12.578483	0.621450
16335.426426	0.299831	-1.036301	14.362111	313.484444	11.583694	0.595616
16335.468094	1.598571	-1.610120	15.559450	619.841705	11.240550	0.569782
16335.509762	-2.076280	-1.683715	15.100000	306.262705	10.440572	0.543948
16335.551430	1.884434	-0.129646	15.821783	577.772320	10.356435	0.518113
16335.593098	1.536476	-2.111194	15.278151	127.344529	10.656302	0.492279
16335.634767	1.108745	-1.513080	15.140638	52.278686	10.103192	0.466445
16335.676435	1.011692	-1.484789	14.315376	39.439638	10.284624	0.440610
16335.718103	1.673684	-0.984169	13.437269	1.186344	10.181366	0.414776
16335.759771	1.380178	0.373916	12.737180	0.000000	9.962820	0.388942
16335.801439	1.159681	0.764299	11.740727	0.000000	9.459273	0.363108
16335.843108	1.476844	1.401473	10.818502	0.000000	9.440749	0.337273
16335.884776	1.521892	1.606986	9.840771	0.000000	9.059229	0.311439
16335.926444	1.680529	0.281654	9.203968	0.000000	9.359206	0.285605
16335.968112	1.225209	0.110275	8.259184	0.000000	9.440816	0.259770
16336.009780	1.071093	0.295512	8.440838	0.000000	9.540838	0.241076
16336.051449	0.835706	0.179850	8.322580	0.000000	9.463440	0.245659
16336.093117	0.225128	-0.927648	8.640882	0.000000	9.500000	0.250243
16336.134785	0.444300	1.682209	8.459096	0.000000	9.100000	0.254826
16336.176453	0.787636	-1.194265	7.181853	0.000000	8.918147	0.259410
16336.218121	1.042358	-0.080971	7.200000	0.000000	8.959051	0.263993
16336.259790	0.307696	-1.447595	7.800000	36.735892	9.000000	0.268577
16336.301458	0.650617	1.067931	8.640993	153.347481	9.400000	0.273160
16336.343126	0.383561	-0.848184	9.646090	447.175531	9.723045	0.277744
16336.384794	0.730539	1.435964	10.558963	233.783650	9.758963	0.282327
16336.426462	2.164429	1.210909	12.741059	659.350803	10.076822	0.286911
16336.468131	-1.696792	1.753339	14.817837	699.464883	9.935674	0.291494
16336.509799	-1.863408	2.470438	16.141104	683.889648	10.271172	0.296078
16336.551467	0.431959	-1.717559	16.794372	602.419893	9.953246	0.300661
16336.593135	-0.449772	-0.779767	16.823443	477.890090	9.746887	0.305245
16336.634803	0.709902	-1.242904	15.952980	309.060712	10.323510	0.309828
16336.676472	0.389435	-1.805047	14.923576	148.701975	9.794039	0.314412
16336.718140	1.118221	1.200689	13.558786	3.939288	10.047285	0.318995
16336.759808	1.797201	2.320037	11.681454	0.000000	10.141236	0.323579
16336.801476	0.832395	1.191875	10.758741	0.000000	9.858741	0.328162
16336.843144	0.984626	1.070053	10.293597	0.000000	9.900000	0.332746
16336.884813	0.804283	0.883078	9.045669	0.000000	9.976092	0.337329
16336.926481	0.149411	0.493017	8.900000	0.000000	10.058675	0.341913
16336.968149	0.912183	0.934022	8.441347	0.000000	10.041347	0.346496
16337.009817	0.488311	0.290206	8.158631	0.000000	10.058631	0.352356
16337.051486	0.404762	0.601579	7.741391	0.000000	9.800000	0.362357
16337.093154	0.577386	0.655405	8.017173	0.000000	10.058586	0.372357
16337.134822	-0.424285	-0.469631	7.800000	0.000000	9.958564	0.382357
16337.176490	0.591032	0.547358	7.700000	0.000000	9.900000	0.392358
16337.218158	0.130798	0.064140	7.458520	0.000000	9.858520	0.402358
16337.259827	0.115200	0.211180	7.907511	84.790552	10.041502	0.412358
16337.301495	0.028488	-0.480321	10.507621	246.720096	10.641524	0.422359
16337.343163	0.043009	-0.498147	12.366186	389.217531	11.400000	0.432359
16337.384831	0.650626	-0.741666	14.041569	553.482340	11.233726	0.442359
16337.426499	1.006302	-0.835624	16.258409	587.043071	11.392047	0.452360
16337.468168	-1.519847	-1.320882	17.558387	657.712862	12.841613	0.462360
16337.509836	-1.761255	-0.223674	17.724905	495.545636	13.200000	0.472361
16337.551504	-2.667238	-0.566939	18.575029	445.927440	13.491600	0.482361
16337.593172	-1.054935	-0.410234	18.041679	138.913010	13.300000	0.492361
16337.634840	-0.148937	-0.796122	17.941701	106.995829	14.000000	0.502362
16337.676509	-1.554415	-0.366065	16.683447	17.913822	15.007935	0.512362
16337.718177	1.059738	0.341073	16.707780	0.582543	12.341746	0.522362
16337.759845	1.982077	0.118312	14.249393	0.000000	13.841768	0.532363
16337.801513	0.667712	0.657346	13.416420	0.000000	14.458210	0.542363
16337.843181	0.849996	0.557745	13.241812	0.000000	14.316376	0.552364
16337.884850	0.441149	-0.771694	13.041834	0.000000	14.441834	0.562364
16337.926518	1.671979	-0.941042	12.716287	0.000000	13.741856	0.572364
16337.968186	2.699115	-1.274876	11.841879	0.000000	12.774364	0.582365
16338.009854	1.789385	1.123720	11.300000	0.000000	12.483801	0.587339
16338.051522	-0.838265	0.759075	11.474231	0.000000	12.541923	0.576089
16338.093191	-0.450974	-0.462626	11.158055	0.000000	12.758055	0.564839
16338.134859	0.837910	1.166497	10.500000	0.000000	11.890164	0.553588
16338.176527	-0.195393	1.225622	8.900000	0.000000	10.858011	0.542338
16338.218195	-0.154670	0.875329	9.215977	0.000000	10.784023	0.531087
16338.259863	0.662591	-0.034014	9.800000	11.681343	11.400000	0.519837
16338.301532	0.795183	1.328791	10.926167	44.252261	11.984111	0.508586
16338.343200	0.994052	-0.596675	11.400000	45.049345	12.673766	0.497336
16338.384868	0.280419	-0.927828	12.384200	223.003986	12.515800	0.486086
16338.426536	0.330084	0.256609	11.826366	69.739546	12.568489	0.474835
16338.468204	0.361748	-0.686966	13.832165	460.096438	12.179299	0.463585
16338.509873	-1.280354	-0.749533	14.315667	393.170142	11.573501	0.452334
16338.551541	-1.469165	0.036670	15.331246	406.170659	11.631246	0.441084
16338.593209	-1.382213	-0.122515	15.888946	407.291530	12.009050	0.429834
16338.634877	-1.127098	0.391727	15.484466	290.466027	10.831068	0.418583
16338.676545	-1.080278	-0.057034	14.726765	122.943089	11.300000	0.407333
16338.718214	1.241599	1.545988	12.757723	2.308913	11.915446	0.396082
16338.759882	1.103135	2.031722	11.615401	0.000000	11.273102	0.384832
16338.801550	0.929795	1.527688	10.400000	0.000000	10.842321	0.373581
16338.843218	0.248743	1.132155	9.772969	0.000000	10.900000	0.362331
16338.884887	0.053267	0.562477	9.284732	0.000000	10.842366	0.351081
16338.926555	-0.063996	0.726040	8.930448	0.000000	10.657612	0.339830
16338.968223	0.147084	0.267825	8.842410	0.000000	10.700000	0.328580
16339.009891	0.325723	0.289882	8.642432	0.000000	10.600000	0.318912
16339.051559	-0.263074	0.324124	8.342454	0.000000	10.400000	0.314328
16339.093228	-0.175496	0.081990	8.072571	0.000000	10.215047	0.309745
16339.134896	0.426580	0.090672	7.700000	0.000000	10.000000	0.305161
16339.176564	-0.291216	-0.230847	7.700000	0.000000	10.042521	0.300578
16339.218232	-0.317120	0.386568	7.700000	0.000000	10.000000	0.295994
16339.259900	0.312716	0.598752	8.042565	29.276951	10.100000	0.291411
16339.301569	-0.328821	0.129493	9.570349	112.795054	10.742587	0.286827
16339.343237	-0.054927	-0.609121	10.885219	416.687027	11.185219	0.282244
16339.384905	1.424777	0.066206	12.385263	451.089205	11.742631	0.277660
16339.426573	0.895751	1.535160	13.427961	451.336593	11.757346	0.273077
16339.468241	-1.178287	-1.321272	15.426758	631.465806	12.713379	0.268493
16339.509910	0.966587	-0.878063	16.456187	651.011146	12.184281	0.263910
16339.551578	1.652561	0.273390	17.257280	570.019192	10.300000	0.259326
16339.593246	-0.634783	-0.857613	17.856453	450.024137	11.585484	0.254743
16339.634914	-2.085919	0.155859	17.228943	300.025983	12.028293	0.250159
16339.676582	-0.977217	0.278144	15.628854	120.726296	12.185573	0.245576
16339.718251	0.693860	1.454042	14.215062	2.287655	12.200000	0.240992
16339.759919	0.526005	2.386970	12.685846	0.000000	11.371508	0.236409
16339.801587	0.751215	1.637530	11.628588	0.000000	10.842853	0.231825
16339.843255	0.405903	1.315575	10.771500	0.000000	11.342875	0.227242
16339.884923	0.731743	0.788648	10.900000	0.000000	11.300000	0.222658
16339.926592	0.707388	0.538261	10.514161	0.000000	11.300000	0.218075
16339.968260	0.962623	0.840531	10.042942	0.000000	11.300000	0.213491
16340.009928	0.368242	-0.062208	9.900000	0.000000	11.242964	0.210000
16340.051596	-0.137284	-0.567206	9.442986	0.000000	11.042986	0.210000
16340.093264	0.840340	0.146699	9.313984	0.000000	11.056992	0.210000
16340.134933	0.382147	-0.385191	9.100000	0.000000	10.900000	0.210000
16340.176601	0.030894	0.589485	8.713896	0.000000	10.656948	0.210000
16340.218269	-0.850091	0.787135	8.600000	0.000000	10.556926	0.210000
16340.259937	0.473047	0.734933	9.143097	33.602547	10.856903	0.210000
16340.301605	0.702249	1.277977	10.643119	77.779664	11.743119	0.210000
16340.343274	1.149196	2.344007	11.486282	261.765344	12.043141	0.210000
16340.384942	2.329350	2.277293	12.900000	552.906071	12.400000	0.210000
16340.426610	2.101198	-0.556337	15.545481	628.318509	13.159111	0.210000
16340.468278	0.929208	1.716638	16.143207	663.296217	12.456793	0.210000
16340.509946	1.375151	0.199961	17.878129	625.380181	13.105211	0.210000
16340.551615	-0.164725	-1.253538	18.719018	565.647241	13.759509	0.210000
16340.593283	1.137597	-0.366750	19.100000	432.585163	14.000000	0.210000
16340.634951	-1.090185	-0.357132	19.370113	277.743089	13.670113	0.210000
16340.676619	-1.546597	-0.068897	17.543318	114.603691	14.500000	0.210000
16340.718288	-0.309757	0.884366	16.269980	2.266396	14.600000	0.210000
16340.759956	0.542948	1.632328	13.926551	0.000000	14.156638	0.210000
16340.801624	0.565921	0.748198	13.400000	0.000000	13.943384	0.210000
16340.843292	0.974994	0.806396	13.043407	0.000000	13.769780	0.210000
16340.884960	1.104126	0.392293	12.456571	0.000000	13.300000	0.210000
16340.926629	0.647544	0.614496	11.856549	0.000000	13.100000	0.210000
16340.968297	0.220605	0.541304	11.600000	0.000000	12.956527	0.210000
16341.009965	0.291396	0.151848	11.213010	0.000000	12.613010	0.208605
16341.051633	0.262465	0.421629	10.856483	0.000000	12.300000	0.202771
16341.093301	0.351867	0.214593	10.643539	0.000000	12.356461	0.196938
16341.134970	0.421632	0.655208	10.287123	0.000000	11.900000	0.191104
16341.176638	0.769935	0.676555	9.938498	0.000000	11.812833	0.185271
16341.218306	0.357591	0.444624	9.800000	0.000000	11.543606	0.179437
16341.259974	-0.573710	0.300119	10.187256	50.490238	12.187256	0.173604
16341.301642	0.603477	0.296043	12.156350	158.960472	13.656350	0.167770
16341.343311	-0.172781	-0.295087	13.487345	368.406717	14.243672	0.161937
16341.384979	0.923205	-0.569942	15.305861	519.468869	14.200000	0.156103
16341.426647	-2.824369	-1.147494	17.968850	641.743311	14.793984	0.150269
16341.468315	1.052805	2.783289	18.768784	596.366636	15.681307	0.144436
16341.509983	-1.384172	-0.134031	19.893848	638.376084	16.268891	0.138602
16341.551652	-1.035752	0.712064	21.068651	555.308212	16.281085	0.132769
16341.593320	-1.015567	-0.714563	21.356195	387.106256	15.487610	0.126935
16341.634988	-1.304034	-0.483479	20.943827	289.919727	15.800000	0.121102
16341.676656	-1.360873	0.118420	19.424602	106.599151	16.012301	0.115268
16341.718324	0.686676	1.561417	17.736771	1.683853	15.424514	0.109435
16341.759993	0.783278	1.306151	15.512213	0.000000	14.068319	0.103601
16341.801661	1.051808	1.069439	14.387832	0.000000	13.156084	0.097767
16341.843329	-0.068609	1.046574	13.019690	0.000000	13.187876	0.091934
16341.884997	0.233209	1.086361	13.131880	0.000000	13.168120	0.086100
16341.926665	0.878875	-0.146955	12.524071	0.000000	13.056018	0.080267
16341.968334	0.082591	0.827019	12.244004	0.000000	13.255996	0.074433
16342.010002	0.302933	0.247467	12.032080	0.000000	13.144027	0.079302
16342.051670	0.537948	0.546060	11.667854	0.000000	13.000000	0.118053
16342.093338	0.411513	0.619127	11.344071	0.000000	12.800000	0.156805
16342.135006	0.015256	0.193845	11.311814	0.000000	12.811814	0.195556
16342.176675	0.399981	0.376078	11.044115	0.000000	12.644115	0.234307
16342.218343	0.178183	-0.151239	11.044137	0.000000	12.600000	0.273059
16342.260011	-0.317146	-0.180813	11.832478	79.481454	13.088319	0.311810
16342.301679	0.851855	-0.019182	14.020908	243.487212	13.665089	0.350562
16342.343347	0.572957	-0.011410	15.932611	381.579627	13.888407	0.389313
16342.385016	1.262079	-0.231311	17.809581	487.346448	14.942259	0.428065
16342.426684	-0.739553	-1.552354	19.500000	612.964643	15.223008	0.466816
16342.468352	-1.434967	-0.965351	21.465621	667.130282	15.721351	0.505567
16342.510020	1.115734	1.095905	22.221462	620.771692	14.700000	0.544319
16342.551689	-1.010642	-0.708428	22.867057	556.591954	15.855686	0.583070
16342.593357	-1.196892	0.427495	23.044337	428.802584	13.721683	0.621822
16342.635025	0.626081	-0.715456	21.510511	246.681786	14.844359	0.660573
16342.676693	-1.120445	0.422359	20.989334	101.371471	15.744381	0.699325
16342.718361	0.557947	1.717185	18.666791	0.000000	15.977985	0.738076
16342.760030	0.256717	1.042861	17.644425	0.000000	15.044425	0.776827
16342.801698	0.386091	0.827981	16.411105	0.000000	15.744447	0.815579
16342.843366	0.670318	0.505162	16.100000	0.000000	15.044469	0.854330
16342.885034	-0.161603	0.469555	15.877966	0.000000	15.655508	0.893082
16342.926702	0.010206	0.450425	16.033541	0.000000	15.955486	0.931833
16342.968371	-0.063300	0.895074	15.855464	0.000000	16.044536	0.970585
16343.010039	0.387251	-0.035654	15.889116	0.000000	15.955442	0.997189
16343.051707	0.151317	0.191386	15.489160	0.000000	16.244580	0.985522
16343.093375	0.273598	0.486504	15.200000	0.000000	16.144602	0.973855
16343.135043	-0.308282	-0.499260	15.244624	0.000000	16.244624	0.962188
16343.176712	-0.073576	0.690536	15.510707	0.000000	16.100000	0.950521
16343.218380	0.542592	0.161523	15.400000	0.000000	16.155331	0.938854
16343.260048	-0.120873	0.212073	15.834073	59.982543	16.323455	0.927187
16343.301716	0.169520	0.095244	16.689426	84.658609	16.155287	0.915519
16343.343384	0.473804	0.024172	16.889470	88.684111	16.665794	0.903852
16343.385053	-0.939310	-0.244689	16.979029	154.084481	17.100000	0.892185
16343.426721	-0.152431	0.179512	17.279118	169.299280	17.223897	0.880518
16343.468389	-0.383960	-0.235103	17.555198	139.136114	17.534405	0.868851
16343.510057	0.804502	-0.683307	17.155176	83.414099	17.289648	0.857184
16343.551725	0.429052	-0.890583	17.134538	76.757704	17.813921	0.845517
16343.593394	-1.759358	-1.443359	16.844868	97.319653	17.500000	0.833850
16343.635062	0.149952	-1.404733	16.744890	48.653294	17.100000	0.822183
16343.676730	0.003633	-1.275433	16.144912	17.203506	17.400000	0.810516
16343.718398	-0.824726	-0.708666	15.965197	0.550655	17.144934	0.798848
16343.760066	-0.528128	-0.230427	15.610087	0.000000	17.010087	0.787181
16343.801735	-0.238752	0.220626	15.400000	0.000000	16.844979	0.775514
16343.843403	0.304031	0.650512	14.954999	0.000000	16.254999	0.763847
16343.885071	0.777750	0.732212	14.800000	0.000000	15.954977	0.752180
16343.926739	0.183952	0.642087	14.454955	0.000000	15.754955	0.740513
16343.968407	0.615340	0.482699	14.200000	0.000000	15.545067	0.728846
16344.010076	0.162825	0.695736	14.054911	0.000000	15.409821	0.721713
16344.051744	0.237155	0.059759	13.954888	0.000000	15.154888	0.728796
16344.093412	0.223247	0.754288	13.590268	0.000000	14.945134	0.735880
16344.135080	0.436825	0.169796	14.054844	0.000000	15.154844	0.742964
16344.176748	0.210405	0.124818	14.054822	0.000000	15.154822	0.750047
16344.218417	0.171350	0.252989	14.190400	0.000000	15.345200	0.757131
16344.260085	-0.407374	0.112732	14.490445	31.286658	15.645222	0.764214
16344.301753	0.022846	0.304700	15.345245	94.095110	15.954755	0.771298
16344.343421	-0.524340	0.482934	15.345267	39.284001	16.654733	0.778382
16344.385089	0.544125	0.290576	15.509422	67.170216	16.673556	0.785465
16344.426758	-0.388426	0.063983	15.909378	92.468906	16.864067	0.792549
16344.468426	0.685398	0.211904	16.200000	196.706625	17.200000	0.799632
16344.510094	-1.643448	-0.208715	16.909290	225.081971	17.709290	0.806716
16344.551762	-1.638561	-0.628985	17.100000	245.176416	17.254623	0.813800
16344.593431	-1.710893	-0.923610	18.063801	402.025429	16.936804	0.820883
16344.635099	-1.475588	-1.600125	18.109157	269.190367	17.054578	0.827967
16344.676767	-0.554133	0.455304	16.827337	102.639048	16.736331	0.835050
16344.718435	-0.285397	0.497044	15.600000	0.545340	16.309068	0.842134
16344.760103	0.126184	1.510187	15.300000	0.000000	15.918048	0.849218
16344.801772	-0.489055	0.584968	14.545510	0.000000	15.454490	0.856301
16344.843440	-0.002536	0.517368	14.454468	0.000000	15.045532	0.863385
16344.885108	0.044185	0.348134	13.991109	0.000000	15.145555	0.870468
16344.926776	0.375802	0.563410	13.500000	0.000000	14.800000	0.877552
16344.968444	-0.450435	0.193451	13.400000	0.000000	14.754401	0.884636
16345.010113	-0.072155	0.443478	12.754379	0.000000	14.208758	0.891011
16345.051781	-0.306513	0.132458	12.408714	0.000000	13.908714	0.895178
16345.093449	-0.261258	-0.158456	12.891331	0.000000	14.291331	0.899345
16345.135117	0.025236	0.744781	12.717250	0.000000	14.008625	0.903512
16345.176785	-0.287731	0.834344	13.045710	0.000000	14.345710	0.907679
16345.218454	-0.265618	0.647684	13.391463	0.000000	14.391463	0.911845
16345.260122	0.054851	0.317363	13.445754	24.745230	14.345754	0.916012
16345.301790	0.786430	0.632763	14.091552	63.035357	14.200000	0.920179
16345.343458	0.741936	-0.381741	14.500000	85.365492	14.554202	0.924346
16345.385126	0.456231	-1.741009	14.754180	152.247647	14.470899	0.928513
16345.426795	0.367614	-1.624404	15.570788	274.036132	14.287418	0.932679
16345.468463	0.425827	1.646106	15.937594	218.172910	13.845865	0.936846
16345.510131	-0.841849	0.805805	17.754113	391.873888	14.862340	0.941013
16345.551799	-2.195645	-0.254576	18.170456	440.136741	15.124547	0.945180
16345.593467	-1.784018	-0.465826	18.345931	340.233069	15.008138	0.949347
16345.635136	-1.289046	0.206966	17.545953	118.404687	15.308094	0.953514
16345.676804	-0.729863	-0.004407	16.500000	40.103709	15.754025	0.957680
16345.718472	-0.290721	0.512758	15.845997	0.540026	16.000000	0.961847
16345.760140	-0.061129	0.505160	15.907961	0.000000	16.038059	0.966014
16345.801808	1.040513	0.672655	15.500000	0.000000	16.300000	0.970181
16345.843477	0.820196	0.033072	15.453936	0.000000	15.507872	0.974348
16345.885145	0.088976	0.323240	14.546086	0.000000	15.600000	0.978514
16345.926813	0.291672	-0.956518	14.646108	0.000000	15.461676	0.982681
16345.968481	0.372936	-1.337883	14.700000	0.000000	15.053870	0.986848
16346.010149	0.331094	-1.309211	14.446152	0.000000	14.707695	0.987869
16346.051818	0.396035	-1.038135	14.200000	0.000000	14.553825	0.979118
16346.093486	0.043409	-0.797882	14.146197	0.000000	14.700000	0.970368
16346.135154	-1.161403	0.548277	14.253781	0.000000	14.600000	0.961618
16346.176822	0.290381	-1.220098	14.246241	0.000000	14.700000	0.952867
16346.218490	-0.836703	0.300087	14.207474	0.000000	14.592526	0.944117
16346.260159	0.293348	-0.861422	14.146285	15.925706	14.700000	0.935367
16346.301827	0.319398	-1.297197	14.600000	59.167669	14.746307	0.926616
16346.343495	0.492617	-0.860861	15.261011	137.220225	15.107341	0.917866
16346.385163	0.450136	1.176994	15.639055	161.463517	15.031759	0.909116
16346.426832	0.257772	1.508725	16.000000	157.391216	15.200000	0.900365
16346.468500	1.227509	0.155866	16.246396	187.783761	14.792792	0.891615
16346.510168	-0.539198	-0.305936	16.739254	198.676176	14.885673	0.882865
16346.551836	-1.318103	-0.437741	17.007119	236.640746	14.914239	0.874114
16346.593504	-1.161956	-0.276686	17.346462	241.495257	14.092925	0.865364
16346.635173	1.584992	-0.764574	17.253515	93.308544	14.300000	0.856614
16346.676841	1.202895	0.451603	16.013973	31.349326	14.653493	0.847863
16346.718509	0.248534	-1.075632	14.660413	0.000000	14.160413	0.839113
16346.760177	0.244361	-0.571602	13.660347	0.000000	14.200000	0.830363
16346.801845	0.398690	0.314197	12.739720	0.000000	13.693146	0.821612
16346.843514	0.614728	-0.248834	12.900000	0.000000	13.753405	0.812862
16346.885182	-0.007925	-0.051187	13.593235	0.000000	14.146617	0.804112
16346.926850	0.882977	1.121835	13.906721	0.000000	14.100000	0.795362
16346.968518	-1.499786	0.588547	13.400000	0.000000	13.600000	0.786611
16347.010186	-0.245644	-0.627835	12.753316	0.000000	13.500000	0.776740
16347.051855	-0.578140	-0.173552	11.940118	0.000000	13.146706	0.763407
16347.093523	0.096376	0.122038	11.253272	0.000000	12.653272	0.750073
16347.135191	0.595847	0.449515	10.846750	0.000000	12.300000	0.736739
16347.176859	0.060957	0.238755	10.553228	0.000000	12.000000	0.723405
16347.218527	-0.727791	-0.373468	10.693589	0.000000	12.193589	0.710071
16347.260196	0.926781	0.612899	11.953183	14.745340	12.793634	0.696737
16347.301864	0.192068	-0.396902	12.746839	51.089057	13.406322	0.683404
16347.343532	-0.617515	0.357684	13.000000	92.029157	13.253139	0.670070
16347.385200	0.964095	0.981492	13.500000	158.970142	13.306234	0.656736
16347.426868	1.297146	-0.549650	13.793811	179.664440	13.600000	0.643402
16347.468537	-1.580565	-2.012496	14.353073	282.419081	13.753073	0.630068
16347.510205	-2.144266	-1.180683	15.087798	367.392619	14.046950	0.616734
16347.551873	-2.136303	0.285539	17.381831	518.075364	14.675774	0.603401
16347.593541	-1.358847	-0.323969	17.187976	260.337516	14.746994	0.590067
16347.635209	-1.262091	-0.300917	16.847016	156.262041	14.817904	0.576733
16347.676878	-0.329409	0.560707	16.300000	54.296180	15.188153	0.563399
16347.718546	-0.089979	-0.337897	15.252940	0.000000	15.452940	0.550065
16347.760214	0.133129	1.024135	14.258753	0.000000	14.858753	0.536732
16347.801882	-0.234899	1.365836	13.635523	0.000000	14.100000	0.523398
16347.843550	0.272053	0.647951	12.905746	0.000000	14.052873	0.510064
16347.885219	0.451534	1.114818	12.582894	0.000000	13.647149	0.496730
16347.926887	-0.885201	-0.714050	12.447171	0.000000	13.647171	0.483396
16347.968555	-0.738175	0.641804	13.347193	0.000000	14.547193	0.470062
16348.010223	-1.899729	-0.860719	13.641646	0.000000	14.894431	0.459898
16348.051891	0.303929	-0.587229	13.900000	0.000000	15.300000	0.459481
16348.093560	-0.555410	1.123228	13.552740	0.000000	15.005481	0.459064
16348.135228	0.801953	1.502413	13.600000	0.000000	14.505436	0.458648
16348.176896	0.376972	1.122342	13.158088	0.000000	14.505392	0.458231
16348.218564	1.441033	1.775206	12.241978	0.000000	13.410696	0.457814
16348.260233	0.726160	0.582922	12.152652	24.367411	13.647348	0.457398
16348.301901	1.031208	1.774800	12.800000	186.684813	14.200000	0.456981
16348.343569	1.508779	2.302613	13.600000	276.483078	14.647393	0.456564
16348.385237	0.534753	2.660144	14.042244	327.964864	15.042244	0.456148
16348.426905	0.943902	1.990929	14.689747	404.423104	15.194874	0.455731
16348.468574	1.429440	1.473232	16.437295	517.084444	15.337295	0.455314
16348.510242	0.459345	1.176073	18.110076	589.777081	15.277708	0.454898
16348.551910	0.696748	-1.115556	18.029961	353.815538	14.580026	0.454481
16348.593578	-0.462322	0.647894	18.947525	372.614209	14.590101	0.454064
16348.635246	-1.011541	0.163285	18.562262	99.701716	14.937738	0.453648
16348.676915	-0.760006	1.020098	16.700000	18.864551	15.209721	0.453231
16348.718583	0.194262	0.605663	15.957225	0.000000	15.357225	0.452814
16348.760251	4.133403	4.051821	15.676247	0.000000	14.033405	0.452397
16348.801919	3.516026	-0.737918	14.004728	0.000000	14.190544	0.451981
16348.843587	0.168239	1.653382	13.404684	0.000000	14.185949	0.451564
16348.885256	-0.788605	0.373796	13.395361	0.000000	14.700000	0.451147
16348.926924	-0.557642	0.335646	13.152297	0.000000	14.552297	0.450731
16348.968592	0.235152	0.385290	12.947725	0.000000	14.400000	0.450314
16349.010260	0.348952	0.549458	12.304506	0.000000	13.652253	0.453591
16349.051928	-0.058137	0.531681	11.595538	0.000000	13.095538	0.468175
16349.093597	0.889502	0.943877	11.052209	0.000000	12.600000	0.482759
