         1    -136.000      -1.000         NaN
35001.0000  0.0000E+00  0.0000E+00  0.0000E+00
35001.3333  0.0000E+00 -1.1238E-06 -4.2454E-04
35001.6667  0.0000E+00  4.2902E-06  4.2436E-04
35002.0000  0.0000E+00 -1.2897E-05  4.6514E-04
35002.3333  0.0000E+00  2.0477E-05 -1.0182E-03
35002.6667  0.0000E+00 -9.7696E-06  4.8441E-04
35003.0000  0.0000E+00 -1.0774E-05 -5.0230E-04
35003.3333  0.0000E+00  2.8805E-05 -4.4534E-05
35003.6667  0.0000E+00 -3.7852E-05  4.5707E-05
35004.0000  0.0000E+00  3.5525E-05 -4.3833E-04
35004.3333  0.0000E+00 -2.4282E-05  1.9261E-04
35004.6667  0.0000E+00  7.0941E-06  1.5691E-04
35005.0000  0.0000E+00  9.6783E-06  6.9090E-05
35005.3333  0.0000E+00 -2.1232E-05  3.2652E-04
35005.6667  0.0000E+00  3.0124E-05  7.9147E-04
35006.0000  0.0000E+00 -3.8132E-05  2.3045E-03
35006.3333  0.0000E+00  2.6678E-05 -4.2166E-04
35006.6667  0.0000E+00 -4.4029E-06  4.7475E-04
35007.0000  0.0000E+00 -9.9810E-06 -1.8354E-04
35007.3333  0.0000E+00  1.4315E-05 -1.3900E-04
35007.6667  0.0000E+00 -3.4213E-06 -4.1591E-04
35008.0000  0.0000E+00 -1.5020E-05 -1.0401E-04
35008.3333  0.0000E+00  3.6043E-05  5.8222E-04
35008.6667  0.0000E+00 -6.2209E-05 -1.6280E-03
35009.0000  0.0000E+00  1.0865E-04  1.2387E-03
35009.3333  0.0000E+00 -1.8349E-04 -1.1824E-03
35009.6667  0.0000E+00  2.7042E-04  1.7340E-03
35010.0000  0.0000E+00 -3.6862E-04 -1.4107E-03
35010.3333  0.0000E+00  5.4539E-04  1.1650E-03
35010.6667  0.0000E+00 -6.1854E-04 -8.7041E-04
35011.0000  0.0000E+00  6.5469E-04  6.0786E-04
35011.3333  0.0000E+00 -6.7381E-04 -7.6427E-04
35011.6667  0.0000E+00  6.8603E-04  1.2268E-03
35012.0000  0.0000E+00 -6.9700E-04 -1.6426E-03
35012.3333  0.0000E+00  6.5597E-04  7.1742E-04
35012.6667  0.0000E+00 -6.6960E-04 -4.2319E-04
35013.0000  0.0000E+00  5.7863E-04  5.6943E-04
35013.3333  0.0000E+00 -5.9395E-04 -6.2908E-04
35013.6667  0.0000E+00  1.5690E-03  1.5498E-03
35014.0000  0.0000E+00 -1.1897E-03 -1.1928E-03
35014.3333  0.0000E+00  1.0645E-03  1.0600E-03
35014.6667  0.0000E+00 -1.0200E-03 -8.6439E-04
35015.0000  0.0000E+00  9.6786E-04  1.0699E-03
35015.3333  0.0000E+00 -9.6720E-04 -1.0449E-03
35015.6667  0.0000E+00  9.2298E-04  1.1068E-03
35016.0000  0.0000E+00 -8.7776E-04 -6.8213E-04
35016.3333  0.0000E+00  9.4207E-04  9.5533E-04
35016.6667  0.0000E+00 -9.2002E-04 -1.2333E-03
