         1    -136.000      -1.000         NaN
35001.0000  4.4000E+00  5.0000E+00  5.0000E+00
35001.3333  4.4038E+00  5.0348E+00  7.9206E+00
35001.6667  4.4056E+00  5.2811E+00  1.2565E+01
35002.0000  4.4073E+00  5.2844E+00  1.3002E+01
35002.3333  4.4087E+00  5.3027E+00  1.2285E+01
35002.6667  4.4101E+00  5.4897E+00  1.2595E+01
35003.0000  4.4114E+00  5.4948E+00  1.0490E+01
35003.3333  4.4128E+00  5.5179E+00  8.9379E+00
35003.6667  4.4141E+00  5.8219E+00  1.1625E+01
35004.0000  4.4153E+00  5.8296E+00  1.0505E+01
35004.3333  4.4164E+00  5.8552E+00  1.0783E+01
35004.6667  4.4175E+00  6.0054E+00  1.3102E+01
35005.0000  4.4186E+00  6.0149E+00  1.3254E+01
35005.3333  4.4197E+00  6.0291E+00  1.2326E+01
35005.6667  4.4208E+00  6.0726E+00  1.1031E+01
35006.0000  4.4218E+00  6.0837E+00  9.3832E+00
35006.3333  4.4228E+00  6.1044E+00  9.5947E+00
35006.6667  4.4238E+00  6.2117E+00  1.0974E+01
35007.0000  4.4247E+00  6.2268E+00  1.0661E+01
35007.3333  4.4256E+00  6.2522E+00  1.0179E+01
35007.6667  4.4265E+00  6.4375E+00  1.1346E+01
35008.0000  4.4274E+00  6.4522E+00  1.1034E+01
35008.3333  4.4283E+00  6.4700E+00  1.0266E+01
35008.6667  4.4291E+00  6.5262E+00  9.3214E+00
35009.0000  4.4299E+00  6.5440E+00  9.1138E+00
35009.3333  4.4307E+00  6.5713E+00  8.4874E+00
35009.6667  4.4315E+00  6.6864E+00  8.4737E+00
35010.0000  4.4323E+00  6.7022E+00  7.8914E+00
35010.3333  4.4331E+00  6.7573E+00  7.5186E+00
35010.6667  4.4338E+00  7.0135E+00  9.5114E+00
35011.0000  4.4345E+00  7.0210E+00  8.5807E+00
35011.3333  4.4352E+00  7.0297E+00  8.3128E+00
35011.6667  4.4360E+00  7.0937E+00  8.1376E+00
35012.0000  4.4367E+00  7.0971E+00  7.2939E+00
35012.3333  4.4374E+00  6.9937E+00  7.1011E+00
35012.6667  4.4380E+00  7.0663E+00  7.0565E+00
35013.0000  4.4387E+00  6.9739E+00  6.9954E+00
35013.3333  4.4394E+00  6.8253E+00  6.8162E+00
35013.6667  4.4400E+00  6.6673E+00  6.6563E+00
35014.0000  4.4407E+00  6.4920E+00  6.4861E+00
35014.3333  4.4414E+00  6.3605E+00  6.3570E+00
35014.6667  4.4420E+00  6.5507E+00  7.4787E+00
35015.0000  4.4426E+00  6.5529E+00  6.6056E+00
35015.3333  4.4432E+00  6.5454E+00  6.5467E+00
35015.6667  4.4439E+00  6.6216E+00  6.7349E+00
35016.0000  4.4445E+00  6.6221E+00  6.1913E+00
35016.3333  4.4451E+00  6.3200E+00  6.3124E+00
35016.6667  4.4457E+00  6.3620E+00  6.3758E+00
35017.0000  4.4463E+00  6.3645E+00  6.2936E+00
35017.3333  4.4469E+00  6.2180E+00  6.2087E+00
35017.6667  4.4475E+00  5.9438E+00  5.9287E+00
35018.0000  4.4481E+00  5.6996E+00  5.6890E+00
35018.3333  4.4487E+00  5.6097E+00  5.6032E+00
35018.6667  4.4493E+00  5.7277E+00  6.3716E+00
35019.0000  4.4499E+00  5.7300E+00  5.0344E+00
35019.3333  4.4505E+00  5.5281E+00  5.4881E+00
35019.6667  4.4511E+00  5.5924E+00  5.5852E+00
35020.0000  4.4517E+00  5.4259E+00  5.4136E+00
35020.3333  4.4523E+00  5.2657E+00  5.2535E+00
35020.6667  4.4530E+00  5.3721E+00  5.4142E+00
35021.0000  4.4536E+00  5.3744E+00  4.9154E+00
35021.3333  4.4543E+00  5.1272E+00  5.1138E+00
35021.6667  4.4549E+00  5.2611E+00  4.9620E+00
35022.0000  4.4556E+00  5.0349E+00  5.0152E+00
35022.3333  4.4563E+00  4.8377E+00  4.8111E+00
35022.6667  4.4570E+00  5.0832E+00  4.8784E+00
35023.0000  4.4578E+00  4.7326E+00  4.7096E+00
35023.3333  4.4587E+00  4.7422E+00  4.7119E+00
35023.6667  4.4598E+00  4.7276E+00  4.6813E+00
35024.0000  4.4609E+00  4.6978E+00  4.6812E+00
35024.3333  4.4621E+00  4.6750E+00  4.6614E+00
35024.6667  4.4632E+00  4.6925E+00  4.6803E+00
35025.0000  4.4644E+00  4.6707E+00  4.6596E+00
35025.3333  4.4656E+00  4.6727E+00  4.6598E+00
35025.6667  4.4667E+00  4.7207E+00  4.7090E+00
35026.0000  4.4678E+00  4.7053E+00  4.6991E+00
35026.3333  4.4688E+00  4.7133E+00  4.7314E+00
35026.6667  4.4698E+00  4.8639E+00  5.9824E+00
35027.0000  4.4706E+00  4.8670E+00  4.8864E+00
35027.3333  4.4713E+00  4.8792E+00  4.3215E+00
35027.6667  4.4720E+00  4.9688E+00  4.6402E+00
35028.0000  4.4727E+00  4.9712E+00  2.6400E+00
35028.3333  4.4733E+00  4.9583E+00  1.9250E+00
35028.6667  4.4739E+00  5.0552E+00  2.7663E+00
35029.0000  4.4744E+00  5.0240E+00  2.0227E+00
35029.3333  4.4750E+00  4.9964E+00  5.1404E-01
35029.6667  4.4755E+00  5.2511E+00  2.4810E+00
35030.0000  4.4760E+00  5.2462E+00  1.3504E+00
35030.3333  4.4765E+00  5.2071E+00  8.9575E-02
35030.6667  4.4770E+00  5.4283E+00  1.4567E+00
35031.0000  4.4775E+00  5.3968E+00  3.7213E-01
35031.3333  4.4779E+00  5.3440E+00  2.1023E-01
35031.6667  4.4784E+00  5.4500E+00  1.3338E+00
35032.0000  4.4788E+00  5.3979E+00  5.8470E-01
35032.3333  4.4792E+00  5.3536E+00  6.9711E-04
35032.6667  4.4797E+00  5.5683E+00  1.4853E+00
35033.0000  4.4801E+00  5.5277E+00  5.5497E-01
35033.3333  4.4805E+00  5.4821E+00  2.3311E-01
35033.6667  4.4809E+00  5.7137E+00  4.9865E+00
35034.0000  4.4813E+00  5.2591E+00  5.2538E+00
35034.3333  4.4817E+00  5.2384E+00  5.2788E+00
35034.6667  4.4822E+00  5.3355E+00  6.7939E+00
35035.0000  4.4826E+00  5.3379E+00  6.2907E+00
35035.3333  4.4830E+00  5.3548E+00  5.4143E+00
35035.6667  4.4834E+00  5.6155E+00  7.3073E+00
35036.0000  4.4838E+00  5.6187E+00  5.7106E+00
35036.3333  4.4841E+00  5.6355E+00  6.0732E+00
35036.6667  4.4845E+00  5.7951E+00  7.7137E+00
35037.0000  4.4849E+00  5.8022E+00  6.5410E+00
35037.3333  4.4853E+00  5.8101E+00  4.0446E+00
35037.6667  4.4856E+00  5.6160E+00  5.5993E+00
35038.0000  4.4860E+00  5.3117E+00  5.2961E+00
35038.3333  4.4864E+00  5.0913E+00  5.0832E+00
35038.6667  4.4868E+00  5.2886E+00  5.0355E+00
35039.0000  4.4872E+00  4.9735E+00  4.9277E+00
35039.3333  4.4876E+00  4.8506E+00  4.8353E+00
35039.6667  4.4880E+00  5.0918E+00  5.3221E+00
35040.0000  4.4884E+00  5.0955E+00  4.6366E+00
35040.3333  4.4888E+00  5.0261E+00  5.5167E+00
35040.6667  4.4892E+00  5.1625E+00  7.4369E+00
35041.0000  4.4896E+00  5.1655E+00  6.6637E+00
35041.3333  4.4900E+00  5.1779E+00  5.3515E+00
35041.6667  4.4904E+00  5.3019E+00  6.2904E+00
35042.0000  4.4907E+00  5.3065E+00  5.8667E+00
35042.3333  4.4911E+00  5.3119E+00  5.9878E+00
35042.6667  4.4914E+00  5.3750E+00  5.8379E+00
35043.0000  4.4918E+00  5.3788E+00  4.9177E+00
35043.3333  4.4921E+00  5.2281E+00  5.2182E+00
35043.6667  4.4925E+00  5.2051E+00  5.1955E+00
35044.0000  4.4928E+00  5.1735E+00  5.2437E+00
35044.3333  4.4932E+00  5.1801E+00  5.6428E+00
35044.6667  4.4936E+00  5.2523E+00  6.5860E+00
35045.0000  4.4939E+00  5.2549E+00  4.6354E+00
35045.3333  4.4943E+00  5.0792E+00  4.8940E+00
