         1    -136.000      -1.000         NaN
35001.0000  0.0000E+00  0.0000E+00  0.0000E+00
35001.3333  0.0000E+00 -3.2355E-07  7.6860E-06
35001.6667  0.0000E+00  6.8230E-07  4.9478E-04
35002.0000  0.0000E+00 -2.9280E-06 -8.8735E-05
35002.3333  0.0000E+00  8.8225E-06  9.1845E-04
35002.6667  0.0000E+00 -2.1731E-05 -8.2371E-04
35003.0000  0.0000E+00  4.3659E-05  8.0202E-04
35003.3333  0.0000E+00 -6.9500E-05 -4.9473E-04
35003.6667  0.0000E+00  9.5371E-05  5.4041E-04
35004.0000  0.0000E+00 -1.1657E-04 -5.7611E-04
35004.3333  0.0000E+00  1.3407E-04  3.9028E-04
35004.6667  0.0000E+00 -1.4637E-04 -1.2660E-04
35005.0000  0.0000E+00  1.5256E-04  2.0235E-04
35005.3333  0.0000E+00 -1.5275E-04  3.9878E-04
35005.6667  0.0000E+00  1.4331E-04 -1.6644E-03
35006.0000  0.0000E+00 -1.2314E-04 -3.7723E-03
35006.3333  0.0000E+00  1.0701E-04  2.3266E-03
35006.6667  0.0000E+00 -1.3442E-04 -1.8696E-03
35007.0000  0.0000E+00  1.8685E-04  2.5486E-03
35007.3333  0.0000E+00 -2.4806E-04 -1.4540E-03
35007.6667  0.0000E+00  3.0875E-04  1.8848E-03
35008.0000  0.0000E+00 -3.6164E-04 -1.5245E-03
35008.3333  0.0000E+00  4.0667E-04  1.4550E-03
35008.6667  0.0000E+00 -4.4084E-04 -1.8808E-03
35009.0000  0.0000E+00  4.6981E-04  1.7738E-03
35009.3333  0.0000E+00 -5.0086E-04 -1.3153E-03
35009.6667  0.0000E+00  5.2071E-04  1.3848E-03
35010.0000  0.0000E+00 -5.3050E-04 -9.7689E-04
35010.3333  0.0000E+00  5.3480E-04  8.4506E-04
35010.6667  0.0000E+00 -5.1089E-04 -1.1058E-03
35011.0000  0.0000E+00  4.7503E-04  1.5502E-03
35011.3333  0.0000E+00 -4.4303E-04 -6.1005E-04
35011.6667  0.0000E+00  4.1418E-04  2.0943E-03
35012.0000  0.0000E+00 -3.8923E-04  1.0322E-03
35012.3333  0.0000E+00  3.2159E-04  3.5931E-04
35012.6667  0.0000E+00 -2.6719E-04  6.7586E-04
35013.0000  0.0000E+00  2.0242E-04  2.1085E-04
35013.3333  0.0000E+00 -4.9764E-04 -5.5382E-04
35013.6667  0.0000E+00 -4.8788E-04 -5.4791E-04
35014.0000  0.0000E+00  4.4908E-04  4.4094E-04
35014.3333  0.0000E+00 -4.5861E-04 -4.5005E-04
35014.6667  0.0000E+00  4.9921E-04 -2.2263E-05
35015.0000  0.0000E+00 -5.3206E-04  6.4576E-05
35015.3333  0.0000E+00  4.7556E-04  4.2160E-04
35015.6667  0.0000E+00 -5.1129E-04 -1.0238E-03
35016.0000  0.0000E+00  5.4829E-04  4.2410E-04
35016.3333  0.0000E+00 -4.9481E-04 -5.0054E-04
35016.6667  0.0000E+00  5.6042E-04  4.2413E-04
