         1    -136.000      -1.000         NaN
35001.0000  3.0000E-06  3.0000E-06  3.0000E-06
35001.3333  2.3236E-09  3.7136E-10  1.0000E-30
35001.6667  2.5381E-09  1.0000E-30  1.0000E-30
35002.0000  3.1811E-09  1.0000E-30  1.0000E-30
35002.3333  3.4511E-09  1.0000E-30  1.0000E-30
35002.6667  3.5310E-09  1.0000E-30  1.0000E-30
35003.0000  3.6201E-09  1.0000E-30  1.0000E-30
35003.3333  3.7307E-09  1.0000E-30  1.0000E-30
35003.6667  3.8540E-09  1.0000E-30  1.0000E-30
35004.0000  4.2830E-09  1.0000E-30  1.0000E-30
35004.3333  4.3239E-09  1.0000E-30  1.0000E-30
35004.6667  4.3701E-09  1.0000E-30  1.0000E-30
35005.0000  4.4185E-09  1.0000E-30  1.0000E-30
35005.3333  4.4713E-09  1.0000E-30  1.0000E-30
35005.6667  4.5340E-09  1.0000E-30  1.0000E-30
35006.0000  4.6068E-09  1.0000E-30  1.0000E-30
35006.3333  4.8256E-09  1.0000E-30  1.0000E-30
35006.6667  4.9232E-09  1.0000E-30  1.0000E-30
35007.0000  4.9567E-09  1.0000E-30  1.0000E-30
35007.3333  4.9963E-09  1.0000E-30  1.0000E-30
35007.6667  5.0424E-09  1.0000E-30  1.0000E-30
35008.0000  5.0928E-09  1.0000E-30  1.0000E-30
35008.3333  5.2937E-09  1.0000E-30  1.0000E-30
35008.6667  5.3390E-09  1.0000E-30  1.2853E-14
35009.0000  5.3652E-09  1.0000E-30  1.1821E-06
35009.3333  5.3948E-09  1.0000E-30  2.1333E-07
35009.6667  5.4278E-09  1.0000E-30  1.4027E-16
35010.0000  5.4665E-09  1.0000E-30  5.5153E-06
35010.3333  5.5017E-09  1.3922E-15  2.9635E-08
35010.6667  5.6733E-09  1.0000E-30  1.0000E-30
35011.0000  5.6829E-09  1.0000E-30  1.0000E-30
35011.3333  5.7038E-09  1.0000E-30  1.0000E-30
35011.6667  5.7274E-09  1.0000E-30  3.1155E-30
35012.0000  5.7505E-09  1.0000E-30  2.7719E-08
35012.3333  5.7738E-09  5.9575E-07  1.6990E-06
35012.6667  5.8050E-09  1.0000E-30  1.3584E-17
35013.0000  5.8321E-09  7.3252E-07  1.7492E-06
35013.3333  5.9184E-09  1.3050E-06  2.1631E-06
35013.6667  5.9574E-09  1.6692E-06  2.4531E-06
35014.0000  5.9421E-09  9.9024E-07  1.3430E-06
35014.3333  5.9695E-09  6.1127E-07  8.2347E-07
35014.6667  6.0139E-09  1.0000E-30  1.0000E-30
35015.0000  6.0397E-09  1.0000E-30  5.1813E-25
35015.3333  6.0643E-09  1.8741E-07  6.5105E-07
35015.6667  6.0868E-09  1.0000E-30  1.0000E-30
35016.0000  6.1037E-09  1.0000E-30  2.9194E-08
35016.3333  6.1192E-09  1.5085E-06  1.8753E-06
35016.6667  6.1395E-09  1.0000E-30  1.9600E-30
35017.0000  6.1833E-09  1.0000E-30  5.7009E-07
35017.3333  6.2162E-09  1.8328E-06  2.2102E-06
35017.6667  6.2209E-09  3.2038E-06  3.6010E-06
35018.0000  6.1891E-09  2.2847E-06  2.4569E-06
35018.3333  6.1611E-09  1.1469E-06  1.3005E-06
35018.6667  6.1596E-09  1.0000E-30  1.0000E-30
35019.0000  6.1952E-09  1.0000E-30  1.3809E-16
35019.3333  6.2076E-09  2.8735E-06  1.0565E-06
35019.6667  6.1918E-09  1.3296E-06  1.4630E-06
35020.0000  6.1774E-09  2.5563E-06  2.6420E-06
35020.3333  6.1410E-09  2.3978E-06  2.4585E-06
35020.6667  6.0983E-09  8.7862E-27  1.0008E-30
35021.0000  6.1285E-09  1.0000E-30  1.1179E-06
35021.3333  6.1113E-09  3.2541E-06  2.7246E-06
35021.6667  6.0457E-09  8.7901E-24  1.3127E-09
35022.0000  6.0681E-09  4.4288E-06  4.1444E-06
35022.3333  5.9359E-09  4.0809E-06  4.6301E-06
35022.6667  5.7216E-09  1.3898E-21  4.7139E-06
35023.0000  5.7680E-09  6.6243E-06  5.8517E-06
35023.3333  5.5506E-09  4.5316E-06  3.3154E-06
35023.6667  5.6158E-09  4.2348E-06  3.2124E-06
35024.0000  5.6925E-09  3.4693E-06  3.4533E-06
35024.3333  5.6880E-09  3.9872E-06  3.9883E-06
35024.6667  5.6955E-09  2.9234E-06  2.8662E-06
35025.0000  5.7158E-09  3.1429E-06  2.7813E-06
35025.3333  5.7464E-09  2.1302E-06  1.9008E-06
35025.6667  5.5835E-09  3.8155E-09  5.0352E-16
35026.0000  5.5654E-09  9.1730E-07  8.1301E-07
35026.3333  5.8126E-09  5.2848E-07  2.5657E-07
35026.6667  5.5671E-09  1.0000E-30  1.0000E-30
35027.0000  5.9915E-09  1.0000E-30  2.8426E-30
35027.3333  6.0874E-09  1.0000E-30  2.9035E-07
35027.6667  6.1307E-09  3.1326E-17  1.3163E-23
35028.0000  6.2506E-09  1.0000E-30  9.9333E-25
35028.3333  6.3502E-09  3.0569E-07  1.1090E-24
35028.6667  6.4902E-09  3.4878E-08  1.2449E-24
35029.0000  6.5206E-09  1.9571E-07  1.9652E-08
35029.3333  6.5901E-09  1.6697E-07  5.4594E-24
35029.6667  6.7120E-09  1.0000E-30  1.4796E-29
35030.0000  6.7259E-09  6.8684E-08  1.0000E-30
35030.3333  6.7763E-09  1.8931E-07  1.0000E-30
35030.6667  6.8678E-09  2.2241E-08  1.0000E-30
35031.0000  6.8885E-09  2.3291E-07  1.0000E-30
35031.3333  6.9127E-09  2.5546E-07  1.0000E-30
35031.6667  6.9795E-09  2.0056E-07  1.0000E-30
35032.0000  7.0023E-09  3.0495E-07  3.1657E-29
35032.3333  7.0235E-09  2.7725E-07  1.0000E-30
35032.6667  7.0419E-09  3.9535E-08  1.0000E-30
35033.0000  7.0561E-09  2.6955E-07  1.0000E-30
35033.3333  7.1061E-09  2.6139E-07  1.0000E-30
35033.6667  7.1278E-09  1.0485E-14  2.5610E-10
35034.0000  7.1142E-09  9.5635E-07  9.8851E-07
35034.3333  7.0862E-09  9.7202E-08  2.0828E-08
35034.6667  7.0890E-09  1.0000E-30  1.0000E-30
35035.0000  7.1480E-09  1.0000E-30  1.0000E-30
35035.3333  7.1642E-09  1.0000E-30  8.1451E-28
35035.6667  7.1705E-09  1.0000E-30  1.0000E-30
35036.0000  7.1940E-09  1.0000E-30  2.4189E-26
35036.3333  7.2252E-09  1.0000E-30  1.2198E-18
35036.6667  7.2490E-09  1.0000E-30  1.0000E-30
35037.0000  7.2689E-09  1.0000E-30  1.0000E-30
35037.3333  7.2788E-09  1.0000E-30  7.1424E-11
35037.6667  7.2830E-09  2.1020E-06  3.0071E-06
35038.0000  7.2743E-09  2.7564E-06  2.9270E-06
35038.3333  7.2467E-09  1.7695E-06  1.7869E-06
35038.6667  7.2149E-09  3.0898E-28  2.2308E-18
35039.0000  7.2298E-09  1.9770E-06  3.0452E-06
35039.3333  7.2231E-09  2.3298E-06  2.6098E-06
35039.6667  7.1300E-09  2.5043E-28  1.0000E-30
35040.0000  7.1792E-09  1.0000E-30  6.9777E-08
35040.3333  7.1945E-09  1.2214E-08  3.4890E-27
35040.6667  7.2164E-09  1.0000E-30  1.0000E-30
35041.0000  7.2755E-09  1.0000E-30  1.0000E-30
35041.3333  7.3198E-09  1.0000E-30  1.0850E-30
35041.6667  7.3240E-09  1.0000E-30  1.0000E-30
35042.0000  7.3456E-09  1.0000E-30  1.0000E-30
35042.3333  7.3801E-09  1.0000E-30  1.0000E-30
35042.6667  7.4036E-09  1.0000E-30  1.0000E-30
35043.0000  7.4141E-09  1.0000E-30  1.2124E-13
35043.3333  7.4188E-09  7.1772E-07  1.0012E-06
35043.6667  7.4075E-09  8.1476E-07  1.0488E-06
35044.0000  7.3995E-09  2.6356E-08  7.0649E-10
35044.3333  7.4023E-09  5.2462E-09  1.0000E-30
35044.6667  7.4269E-09  1.0000E-30  2.2687E-27
35045.0000  7.4449E-09  9.8992E-30  1.9474E-16
35045.3333  7.4125E-09  5.3358E-07  1.2523E-06
35045.6667  7.3508E-09  2.1102E-07  8.2218E-07
35046.0000  7.2802E-09  1.8299E-06  1.9374E-06
35046.3333  7.1835E-09  1.2654E-07  1.9212E-08
35046.6667  7.1216E-09  2.0341E-09  1.0000E-30
35047.0000  7.1714E-09  2.6950E-09  5.3084E-23
35047.3333  7.1404E-09  1.6764E-06  1.4464E-06
35047.6667  7.0716E-09  1.4288E-06  1.4380E-06
35048.0000  7.0040E-09  2.4591E-06  2.3456E-06
35048.3333  6.8503E-09  3.1768E-06  2.7264E-06
35048.6667  6.6768E-09  4.4915E-06  4.5187E-06
35049.0000  6.6245E-09  6.1173E-06  6.4354E-06
35049.3333  6.6448E-09  5.2922E-06  4.8269E-06
35049.6667  6.6657E-09  1.8675E-06  1.9750E-06
35050.0000  6.8123E-09  2.9454E-06  2.5526E-06
35050.3333  6.8976E-09  1.1142E-06  8.3355E-07
35050.6667  7.0185E-09  1.0653E-08  3.6957E-09
35051.0000  7.2696E-09  1.7702E-08  2.7528E-17
35051.3333  7.4694E-09  1.7800E-07  1.0000E-30
35051.6667  7.6205E-09  9.1980E-23  1.0000E-30
35052.0000  7.7352E-09  3.7817E-21  1.6672E-30
35052.3333  7.8017E-09  1.5398E-12  7.9669E-15
35052.6667  7.8315E-09  2.0493E-06  2.0000E-06
35053.0000  7.8431E-09  3.5232E-06  3.7501E-06
35053.3333  7.7974E-09  5.3362E-06  5.4048E-06
35053.6667  7.7903E-09  2.2255E-06  2.3205E-06
35054.0000  7.8347E-09  4.8915E-06  4.8912E-06
35054.3333  7.8817E-09  3.4163E-06  3.0211E-06
35054.6667  7.9286E-09  1.8933E-06  1.9728E-06
35055.0000  7.9827E-09  3.3733E-06  2.5773E-06
35055.3333  8.0382E-09  2.7601E-06  2.0696E-06
35055.6667  8.0893E-09  2.7897E-08  2.9840E-07
35056.0000  8.1386E-09  1.7120E-06  1.4167E-06
35056.3333  8.1876E-09  1.0547E-06  7.7955E-07
35056.6667  8.2325E-09  2.6387E-11  1.0000E-30
35057.0000  8.2742E-09  5.2248E-14  1.0000E-30
35057.3333  8.3159E-09  6.6766E-11  1.0000E-30
35057.6667  8.3563E-09  7.0809E-12  1.0000E-30
35058.0000  8.3926E-09  2.1255E-12  8.5896E-23
35058.3333  8.4238E-09  6.2534E-09  3.0708E-12
35058.6667  8.4503E-09  1.1981E-07  1.2984E-06
35059.0000  8.4728E-09  1.5676E-07  2.3211E-12
35059.3333  8.4919E-09  2.7227E-06  1.1681E-06
35059.6667  8.5082E-09  1.3716E-07  8.5552E-09
35060.0000  8.5221E-09  1.3511E-07  5.0757E-07
35060.3333  8.5339E-09  2.2531E-06  2.5221E-06
35060.6667  8.5441E-09  1.2293E-06  1.2304E-06
35061.0000  8.5527E-09  9.5843E-07  8.2439E-07
35061.3333  8.5600E-09  1.5376E-06  1.3419E-06
35061.6667  8.5660E-09  8.9288E-07  9.4966E-07
35062.0000  8.5704E-09  2.5403E-06  2.3437E-06
35062.3333  8.5730E-09  2.5404E-06  1.9455E-06
35062.6667  8.5738E-09  1.8007E-07  2.6351E-06
35063.0000  8.5729E-09  2.8660E-06  2.4345E-06
35063.3333  8.5706E-09  2.6336E-06  2.0354E-06
35063.6667  8.5679E-09  1.1324E-06  1.1811E-06
35064.0000  8.5649E-09  1.6226E-06  1.4481E-06
35064.3333  8.5613E-09  9.0284E-07  7.5107E-07
35064.6667  8.5573E-09  2.4307E-08  2.2754E-08
35065.0000  8.5527E-09  2.5098E-08  3.4203E-08
35065.3333  8.5480E-09  1.8554E-08  1.9320E-08
35065.6667  8.5445E-09  5.0498E-09  2.1002E-16
35066.0000  8.5429E-09  5.4330E-09  6.9371E-27
35066.3333  8.5429E-09  1.9458E-08  8.0678E-25
35066.6667  8.5443E-09  2.1963E-08  1.6044E-09
