         1    -136.000      -1.000         NaN
35001.0000  1.7810-317  0.0000E+00  0.0000E+00
35001.3333 -1.8772E-08  4.3357E-06  4.2380E-03
35001.6667 -1.7890E-08  5.2251E-05  2.0163E-02
35002.0000 -2.1209E-08  5.3287E-05  2.1882E-02
35002.3333 -2.1120E-08  5.9001E-05  1.7827E-02
35002.6667 -2.1306E-08  1.1442E-04  1.8131E-02
35003.0000 -2.1424E-08  1.2201E-04  8.7725E-03
35003.3333 -2.1444E-08  1.3675E-04  3.4093E-03
35003.6667 -2.1514E-08  2.6223E-04  1.1568E-02
35004.0000 -2.3154E-08  2.7831E-04  6.8566E-03
35004.3333 -2.3126E-08  3.0297E-04  7.6598E-03
35004.6667 -2.3249E-08  3.9089E-04  1.6903E-02
35005.0000 -2.3360E-08  4.1225E-04  1.7246E-02
35005.3333 -2.3454E-08  4.3689E-04  1.2295E-02
35005.6667 -2.3526E-08  4.7898E-04  6.3901E-03
35006.0000 -2.3589E-08  5.0410E-04  6.2414E-04
35006.3333 -2.4515E-08  5.3440E-04  1.5075E-03
35006.6667 -2.4467E-08  6.1781E-04  6.0105E-03
35007.0000 -2.4556E-08  6.4530E-04  4.8071E-03
35007.3333 -2.4643E-08  6.7795E-04  3.0375E-03
35007.6667 -2.4730E-08  8.2009E-04  6.4897E-03
35008.0000 -2.4816E-08  8.4634E-04  5.1745E-03
35008.3333 -2.5464E-08  8.7350E-04  2.3729E-03
35008.6667 -2.5435E-08  9.2824E-04 -8.2574E-04
35009.0000 -2.5505E-08  9.5322E-04 -1.0796E-05
35009.3333 -2.5576E-08  9.8382E-04 -1.8664E-06
35009.6667 -2.5650E-08  1.0806E-03 -4.7688E-04
35010.0000 -2.5727E-08  1.1725E-03 -2.1811E-05
35010.3333 -2.5807E-08  9.8537E-04  1.1345E-04
35010.6667 -2.6247E-08  1.1255E-03  4.2564E-03
35011.0000 -2.6231E-08  1.0854E-03  1.3789E-03
35011.3333 -2.6288E-08  1.0519E-03  6.4261E-04
35011.6667 -2.6349E-08  1.0654E-03 -4.7889E-05
35012.0000 -2.6405E-08  1.0371E-03 -3.9964E-05
35012.3333 -2.6452E-08  3.3122E-04 -5.1666E-06
35012.6667 -2.6523E-08  3.5057E-04 -3.3087E-04
35013.0000 -2.6588E-08  1.6043E-04 -5.3673E-06
35013.3333 -2.6868E-08 -1.6041E-06 -5.9930E-06
35013.6667 -2.6856E-08 -1.7818E-06 -6.3446E-06
35014.0000 -2.6855E-08 -9.4875E-07 -3.1473E-06
35014.3333 -2.6923E-08 -4.3268E-07 -1.9018E-06
35014.6667 -2.7029E-08  6.6958E-05  1.4156E-03
35015.0000 -2.7081E-08  6.8489E-05 -1.9173E-04
35015.3333 -2.7140E-08  2.1277E-05 -2.1010E-06
35015.6667 -2.7194E-08  4.9954E-05  1.0484E-04
35016.0000 -2.7237E-08  5.2166E-05 -3.0076E-05
35016.3333 -2.7280E-08 -1.2551E-06 -3.9398E-06
35016.6667 -2.7343E-08  1.4698E-05 -4.2794E-06
35017.0000 -2.7458E-08  1.5493E-05 -1.2099E-05
35017.3333 -2.7520E-08 -1.4242E-06 -4.5592E-06
35017.6667 -2.7521E-08 -2.3579E-06 -6.5204E-06
35018.0000 -2.7458E-08 -1.4522E-06 -3.8339E-06
35018.3333 -2.7406E-08 -7.0744E-07 -2.4387E-06
35018.6667 -2.7431E-08  2.7237E-05  7.2864E-04
35019.0000 -2.7518E-08  2.7413E-05 -6.4793E-04
35019.3333 -2.7544E-08 -5.7913E-06 -6.7023E-06
35019.6667 -2.7510E-08 -9.1645E-07 -2.4478E-06
35020.0000 -2.7476E-08 -1.4681E-06 -3.8319E-06
35020.3333 -2.7378E-08 -1.2278E-06 -3.6902E-06
35020.6667 -2.7351E-08  1.7836E-05  4.1769E-07
35021.0000 -2.7390E-08  1.7617E-05 -1.2942E-06
35021.3333 -2.7332E-08 -1.5010E-06 -3.1637E-06
35021.6667 -2.7245E-08  1.8537E-05 -2.4748E-04
35022.0000 -2.7249E-08 -2.2064E-06 -4.2951E-06
35022.3333 -2.6709E-08 -1.5862E-06 -1.1878E-05
35022.6667 -2.6334E-08  2.7451E-05 -7.8869E-05
35023.0000 -2.6132E-08 -1.7851E-06 -2.4099E-06
35023.3333 -2.4470E-08 -1.2534E-06 -2.2304E-06
35023.6667 -2.3185E-08 -1.3496E-06 -8.2178E-06
35024.0000 -2.2591E-08 -9.5112E-07 -5.6587E-06
35024.3333 -2.2379E-08 -1.2445E-06 -2.9518E-06
35024.6667 -2.2335E-08 -8.2684E-07 -3.2697E-06
35025.0000 -2.2379E-08 -8.3863E-07 -1.2128E-06
35025.3333 -2.2494E-08 -5.3017E-07 -2.9129E-06
35025.6667 -2.3791E-08  2.8672E-06  1.2086E-05
35026.0000 -2.4124E-08 -3.0160E-07 -6.9178E-07
35026.3333 -2.3333E-08  2.8648E-07  6.6973E-06
35026.6667 -2.6182E-08  1.8217E-05  9.5577E-04
35027.0000 -2.7372E-08  1.7783E-05 -1.9667E-05
35027.3333 -2.7517E-08  1.8676E-05 -1.6798E-06
