"",0.160,0.480,0.800,1.120,1.440,1.760,2.080,2.400,2.720,3.040,3.360,3.680,4.000,4.320,4.640,4.960,5.280,5.600,5.920,6.240,6.560,6.880,7.200,7.520,7.840,8.160,8.480,8.800,9.120,9.440,9.760,10.080,10.400,10.720,11.040,11.360,11.680,12.000,12.320,12.640,12.960,13.280,13.600,13.920,14.240,14.560,14.880,15.200,15.520,15.840
16072.4000,2.506264-160,1.690687-152,2.136883-148,2.838674-144,3.100204-140,1.406071-137,5.969956-135,2.477256-132,1.032354-129,6.061969-127,3.024100-123,4.245364-119,6.105305-115,8.960144-111,2.318998-106,6.338984-102,1.814948E-97,1.949277E-93,8.193650E-91,3.283246E-88,1.311290E-85,5.181726E-83,2.024488E-80,7.814157E-78,2.977204E-75,1.118655E-72,4.156674E-70,1.519699E-67,5.460231E-65,1.925431E-62,6.653664E-60,2.249471E-57,7.426731E-55,2.389121E-52,7.469578E-50,2.263075E-47,6.621406E-45,1.863255E-42,5.017368E-40,1.285863E-37,3.251498E-35,2.587292E-32,2.317299E-28,2.077500E-24,1.705536E-20,6.369962E-17,9.735873E-15,3.638487E-12,1.382828E-08,4.741893E-05
16072.4500,1.058333-159,7.019104-152,8.720992-148,1.138522-143,1.221483-139,5.470904-137,2.280949-134,9.291141-132,3.803247-129,2.232107-126,1.092111-122,1.503217-118,2.118925-114,3.046995-110,7.724599-106,2.067534-101,5.793909E-97,6.086833E-93,2.510131E-90,9.830890E-88,3.835682E-85,1.479985E-82,5.643043E-80,2.124527E-77,7.890901E-75,2.888663E-72,1.045108E-69,3.717960E-67,1.298945E-64,4.450642E-62,1.493245E-59,4.897360E-57,1.567107E-54,4.881285E-52,1.476137E-49,4.320802E-47,1.219856E-44,3.307789E-42,8.570815E-40,2.110582E-37,5.146503E-35,4.036371E-32,3.456882E-28,2.959279E-24,2.315266E-20,8.222774E-17,1.201456E-14,4.378430E-12,1.571182E-08,5.094070E-05
16072.5000,1.058333-159,7.019104-152,8.720992-148,1.138522-143,1.221483-139,5.470904-137,2.280949-134,9.291141-132,3.803247-129,2.232107-126,1.092111-122,1.503217-118,2.118925-114,3.046995-110,7.724599-106,2.067534-101,5.793909E-97,6.086833E-93,2.510131E-90,9.830890E-88,3.835682E-85,1.479985E-82,5.643043E-80,2.124527E-77,7.890901E-75,2.888663E-72,1.045108E-69,3.717960E-67,1.298945E-64,4.450642E-62,1.493245E-59,4.897360E-57,1.567107E-54,4.881285E-52,1.476137E-49,4.320802E-47,1.219856E-44,3.307789E-42,8.570815E-40,2.110582E-37,5.146503E-35,4.036371E-32,3.456882E-28,2.959279E-24,2.315266E-20,8.222774E-17,1.201456E-14,4.378430E-12,1.571182E-08,5.094070E-05
16072.5500,4.243171-159,2.767676-151,3.381538-147,4.339943-143,4.575726-139,2.024544-136,8.291765-134,3.316894-131,1.334293-128,7.823370-126,3.755833-122,5.071024-118,7.009654-114,9.881326-110,2.455050-105,6.437623-101,1.766685E-96,1.816513E-92,7.353462E-90,2.816615E-87,1.074260E-84,4.049968E-82,1.508070E-79,5.541931E-77,2.008091E-74,7.167486E-72,2.526895E-69,8.754168E-67,2.976444E-64,9.917913E-62,3.233651E-59,1.029767E-56,3.196796E-54,9.651288E-52,2.826030E-49,8.000987E-47,2.182288E-44,5.709865E-42,1.425680E-39,3.378786E-37,7.959881E-35,6.152842E-32,5.049238E-28,4.136320E-24,3.091149E-20,1.046466E-16,1.465554E-14,5.212313E-12,1.770825E-08,5.400978E-05
16072.6000,4.243171-159,2.767676-151,3.381538-147,4.339943-143,4.575726-139,2.024544-136,8.291765-134,3.316894-131,1.334293-128,7.823370-126,3.755833-122,5.071024-118,7.009654-114,9.881326-110,2.455050-105,6.437623-101,1.766685E-96,1.816513E-92,7.353462E-90,2.816615E-87,1.074260E-84,4.049968E-82,1.508070E-79,5.541931E-77,2.008091E-74,7.167486E-72,2.526895E-69,8.754168E-67,2.976444E-64,9.917913E-62,3.233651E-59,1.029767E-56,3.196796E-54,9.651288E-52,2.826030E-49,8.000987E-47,2.182288E-44,5.709865E-42,1.425680E-39,3.378786E-37,7.959881E-35,6.152842E-32,5.049238E-28,4.136320E-24,3.091149E-20,1.046466E-16,1.465554E-14,5.212313E-12,1.770825E-08,5.400978E-05
16072.6500,1.622088-158,1.040883-150,1.251001-146,1.578950-142,1.636540-138,7.155221-136,2.879846-133,1.131758-130,4.476141-128,2.620943-125,1.235131-121,1.636530-117,2.219352-113,3.068377-109,7.474875-105,1.921207-100,5.165907E-96,5.201381E-92,2.067996E-89,7.751284E-87,2.891647E-84,1.065812E-81,3.878281E-79,1.392048E-76,4.924111E-74,1.714856E-71,5.895450E-69,1.990455E-66,6.591222E-64,2.137594E-61,6.778308E-59,2.097759E-56,6.323561E-54,1.852159E-51,5.256593E-49,1.441006E-46,3.801535E-44,9.609467E-42,2.315244E-39,5.288593E-37,1.205778E-34,9.186121E-32,7.236838E-28,5.684238E-24,4.065962E-20,1.314918E-16,1.769233E-14,6.145550E-12,1.982014E-08,5.714985E-05
16072.7000,1.622088-158,1.040883-150,1.251001-146,1.578950-142,1.636540-138,7.155221-136,2.879846-133,1.131758-130,4.476141-128,2.620943-125,1.235131-121,1.636530-117,2.219352-113,3.068377-109,7.474875-105,1.921207-100,5.165907E-96,5.201381E-92,2.067996E-89,7.751284E-87,2.891647E-84,1.065812E-81,3.878281E-79,1.392048E-76,4.924111E-74,1.714856E-71,5.895450E-69,1.990455E-66,6.591222E-64,2.137594E-61,6.778308E-59,2.097759E-56,6.323561E-54,1.852159E-51,5.256593E-49,1.441006E-46,3.801535E-44,9.609467E-42,2.315244E-39,5.288593E-37,1.205778E-34,9.186121E-32,7.236838E-28,5.684238E-24,4.065962E-20,1.314918E-16,1.769233E-14,6.145550E-12,1.982014E-08,5.714985E-05
16072.7500,5.934410-158,3.747478-150,4.431876-146,5.502755-142,5.608748-138,2.423924-135,9.590620-133,3.704177-130,1.440982-127,8.423104-125,3.898008-121,5.070522-117,6.749006-113,9.155378-109,2.187852-104,5.514376-100,1.453510E-95,1.433838E-91,5.601730E-89,2.055732E-86,7.505278E-84,2.706089E-81,9.628185E-79,3.377516E-76,1.167062E-73,3.968169E-71,1.331183E-68,4.383084E-66,1.414601E-63,4.468390E-61,1.379129E-58,4.151230E-56,1.216128E-53,3.458827E-51,9.523585E-49,2.530435E-46,6.463755E-44,1.580375E-41,3.678820E-39,8.110642E-37,1.792449E-34,1.345970E-31,1.019653E-27,7.692695E-24,5.276728E-20,1.633373E-16,2.115955E-14,7.183733E-12,2.205130E-08,6.039465E-05
16072.8000,5.934410-158,3.747478-150,4.431876-146,5.502755-142,5.608748-138,2.423924-135,9.590620-133,3.704177-130,1.440982-127,8.423104-125,3.898008-121,5.070522-117,6.749006-113,9.155378-109,2.187852-104,5.514376-100,1.453510E-95,1.433838E-91,5.601730E-89,2.055732E-86,7.505278E-84,2.706089E-81,9.628185E-79,3.377516E-76,1.167062E-73,3.968169E-71,1.331183E-68,4.383084E-66,1.414601E-63,4.468390E-61,1.379129E-58,4.151230E-56,1.216128E-53,3.458827E-51,9.523585E-49,2.530435E-46,6.463755E-44,1.580375E-41,3.678820E-39,8.110642E-37,1.792449E-34,1.345970E-31,1.019653E-27,7.692695E-24,5.276728E-20,1.633373E-16,2.115955E-14,7.183733E-12,2.205130E-08,6.039465E-05
16072.8500,2.084515-157,1.295768-149,1.508338-145,1.842925-141,1.847821-137,7.895690-135,3.072182-132,1.166555-129,4.465457-127,2.604980-124,1.184279-120,1.512971-116,1.977316-112,2.632968-108,6.174739-104,1.526850E-99,3.946979E-95,3.816456E-91,1.465792E-88,5.269312E-86,1.883672E-83,6.647382E-81,2.313841E-78,7.937236E-76,2.680654E-73,8.904190E-71,2.916551E-68,9.371244E-66,2.949721E-63,9.081485E-61,2.730120E-58,7.998711E-56,2.279108E-53,6.299594E-51,1.684293E-48,4.341701E-46,1.074954E-43,2.544939E-41,5.730457E-39,1.220940E-36,2.619257E-34,1.938804E-31,1.414555E-27,1.026711E-23,6.764992E-20,2.007953E-16,2.509291E-14,8.332420E-12,2.440103E-08,6.362176E-05
16072.9000,2.084515-157,1.295768-149,1.508338-145,1.842925-141,1.847821-137,7.895690-135,3.072182-132,1.166555-129,4.465457-127,2.604980-124,1.184279-120,1.512971-116,1.977316-112,2.632968-108,6.174739-104,1.526850E-99,3.946979E-95,3.816456E-91,1.465792E-88,5.269312E-86,1.883672E-83,6.647382E-81,2.313841E-78,7.937236E-76,2.680654E-73,8.904190E-71,2.916551E-68,9.371244E-66,2.949721E-63,9.081485E-61,2.730120E-58,7.998711E-56,2.279108E-53,6.299594E-51,1.684293E-48,4.341701E-46,1.074954E-43,2.544939E-41,5.730457E-39,1.220940E-36,2.619257E-34,1.938804E-31,1.414555E-27,1.026711E-23,6.764992E-20,2.007953E-16,2.509291E-14,8.332420E-12,2.440103E-08,6.362176E-05
16072.9500,7.050129-157,4.315199-149,4.945615-145,5.948042-141,5.868476-137,2.479975-134,9.492358-132,3.544795-129,1.335716-126,7.774211-124,3.473282-120,4.359560-116,5.596422-112,7.317826-108,1.684850-103,4.089012E-99,1.037095E-94,9.833743E-91,3.714557E-88,1.308666E-85,4.582899E-83,1.583691E-80,5.395801E-78,1.810936E-75,5.981166E-73,1.941962E-70,6.214354E-68,1.949714E-65,5.989026E-63,1.798349E-60,5.269460E-58,1.503768E-55,4.170566E-53,1.121209E-50,2.913350E-48,7.292456E-46,1.751711E-43,4.019842E-41,8.765222E-39,1.806935E-36,3.767874E-34,2.749632E-31,1.934829E-27,1.353047E-23,8.577110E-20,2.445165E-16,2.952909E-14,9.596935E-12,2.686446E-08,6.671881E-05
16073.0000,7.050129-157,4.315199-149,4.945615-145,5.948042-141,5.868476-137,2.479975-134,9.492358-132,3.544795-129,1.335716-126,7.774211-124,3.473282-120,4.359560-116,5.596422-112,7.317826-108,1.684850-103,4.089012E-99,1.037095E-94,9.833743E-91,3.714557E-88,1.308666E-85,4.582899E-83,1.583691E-80,5.395801E-78,1.810936E-75,5.981166E-73,1.941962E-70,6.214354E-68,1.949714E-65,5.989026E-63,1.798349E-60,5.269460E-58,1.503768E-55,4.170566E-53,1.121209E-50,2.913350E-48,7.292456E-46,1.751711E-43,4.019842E-41,8.765222E-39,1.806935E-36,3.767874E-34,2.749632E-31,1.934829E-27,1.353047E-23,8.577110E-20,2.445165E-16,2.952909E-14,9.596935E-12,2.686446E-08,6.671881E-05
16073.0500,2.301731-156,1.387574-148,1.566185-144,1.854662-140,1.801117-136,7.529466-134,2.835927-131,1.041860-128,3.865939-126,2.244357-123,9.857286-120,1.216009-115,1.533848-111,1.970227-107,4.455189-103,1.061628E-98,2.642894E-94,2.458469E-90,9.136998E-88,3.156144E-85,1.083239E-82,3.667259E-80,1.223595E-77,4.019864E-75,1.299055E-72,4.124899E-70,1.290288E-67,3.955085E-65,1.186313E-62,3.476377E-60,9.934973E-58,2.763455E-55,7.465275E-53,1.953483E-50,4.937010E-48,1.201031E-45,2.801529E-43,6.237646E-41,1.318450E-38,2.632680E-36,5.342643E-34,3.844323E-31,2.612366E-27,1.762526E-23,1.076453E-19,2.951899E-16,3.450573E-14,1.098260E-11,2.944163E-08,6.981837E-05
16073.1000,2.301731-156,1.387574-148,1.566185-144,1.854662-140,1.801117-136,7.529466-134,2.835927-131,1.041860-128,3.865939-126,2.244357-123,9.857286-120,1.216009-115,1.533848-111,1.970227-107,4.455189-103,1.061628E-98,2.642894E-94,2.458469E-90,9.136998E-88,3.156144E-85,1.083239E-82,3.667259E-80,1.223595E-77,4.019864E-75,1.299055E-72,4.124899E-70,1.290288E-67,3.955085E-65,1.186313E-62,3.476377E-60,9.934973E-58,2.763455E-55,7.465275E-53,1.953483E-50,4.937010E-48,1.201031E-45,2.801529E-43,6.237646E-41,1.318450E-38,2.632680E-36,5.342643E-34,3.844323E-31,2.612366E-27,1.762526E-23,1.076453E-19,2.951899E-16,3.450573E-14,1.098260E-11,2.944163E-08,6.981837E-05
16073.1500,7.270437-156,4.317887-148,4.801095-144,5.599479-140,5.353917-136,2.214611-133,8.210327-131,2.968274-128,1.084988-125,6.281431-123,2.712975-119,3.290373-115,4.079585-111,5.149487-107,1.144039-102,2.677671E-98,6.545406E-94,5.975531E-90,2.185901E-87,7.406200E-85,2.492322E-82,8.269880E-80,2.703354E-77,8.697733E-75,2.751475E-72,8.548685E-70,2.615266E-67,7.836338E-65,2.296459E-62,6.571286E-60,1.832754E-57,4.972109E-55,1.309206E-52,3.336991E-50,8.208954E-48,1.942390E-45,4.403533E-43,9.521388E-41,1.952769E-38,3.780838E-36,7.475578E-34,5.304727E-31,3.485338E-27,2.271550E-23,1.338406E-19,3.535427E-16,4.006131E-14,1.249455E-11,3.212838E-08,7.280648E-05
16073.2000,7.270437-156,4.317887-148,4.801095-144,5.599479-140,5.353917-136,2.214611-133,8.210327-131,2.968274-128,1.084988-125,6.281431-123,2.712975-119,3.290373-115,4.079585-111,5.149487-107,1.144039-102,2.677671E-98,6.545406E-94,5.975531E-90,2.185901E-87,7.406200E-85,2.492322E-82,8.269880E-80,2.703354E-77,8.697733E-75,2.751475E-72,8.548685E-70,2.615266E-67,7.836338E-65,2.296459E-62,6.571286E-60,1.832754E-57,4.972109E-55,1.309206E-52,3.336991E-50,8.208954E-48,1.942390E-45,4.403533E-43,9.521388E-41,1.952769E-38,3.780838E-36,7.475578E-34,5.304727E-31,3.485338E-27,2.271550E-23,1.338406E-19,3.535427E-16,4.006131E-14,1.249455E-11,3.212838E-08,7.280648E-05
16073.2500,2.226370-155,1.302939-147,1.427529-143,1.640177-139,1.544463-135,6.322734-133,2.307927-130,8.213359-128,2.958438-125,1.707671-122,7.255154-119,8.653709-115,1.054966-110,1.309016-106,2.858229-102,6.573178E-98,1.578279E-93,1.414620E-89,5.095236E-87,1.693994E-84,5.591612E-82,1.819242E-79,5.828920E-77,1.837440E-74,5.692659E-72,1.731422E-69,5.182948E-67,1.518884E-64,4.351149E-62,1.216471E-59,3.313013E-57,8.771559E-55,2.252675E-52,5.596607E-50,1.341061E-47,3.088778E-45,6.811233E-43,1.431426E-40,2.851144E-38,5.357703E-36,1.033221E-33,7.231676E-31,4.599097E-27,2.898884E-23,1.649817E-19,4.203405E-16,4.623522E-14,1.413801E-11,3.492713E-08,7.586180E-05
16073.3000,2.226370-155,1.302939-147,1.427529-143,1.640177-139,1.544463-135,6.322734-133,2.307927-130,8.213359-128,2.958438-125,1.707671-122,7.255154-119,8.653709-115,1.054966-110,1.309016-106,2.858229-102,6.573178E-98,1.578279E-93,1.414620E-89,5.095236E-87,1.693994E-84,5.591612E-82,1.819242E-79,5.828920E-77,1.837440E-74,5.692659E-72,1.731422E-69,5.182948E-67,1.518884E-64,4.351149E-62,1.216471E-59,3.313013E-57,8.771559E-55,2.252675E-52,5.596607E-50,1.341061E-47,3.088778E-45,6.811233E-43,1.431426E-40,2.851144E-38,5.357703E-36,1.033221E-33,7.231676E-31,4.599097E-27,2.898884E-23,1.649817E-19,4.203405E-16,4.623522E-14,1.413801E-11,3.492713E-08,7.586180E-05
16073.3500,6.621562-155,3.819494-147,4.124426-143,4.669559-139,4.331479-135,1.755329-132,6.310248-130,2.211163-127,7.850949-125,4.517429-122,1.888498-118,2.215942-114,2.657014-110,3.241868-106,6.959269-102,1.573074E-97,3.711380E-93,3.267087E-89,1.159052E-86,3.782644E-84,1.225190E-81,3.910094E-79,1.228445E-76,3.795650E-74,1.152178E-71,3.432087E-69,1.005757E-66,2.884054E-64,8.080489E-62,2.208375E-59,5.876296E-57,1.519247E-54,3.807777E-52,9.226954E-50,2.155113E-47,4.835162E-45,1.037899E-42,2.121738E-40,4.107805E-38,7.498676E-36,1.411835E-33,9.748401E-31,6.007165E-27,3.665884E-23,2.017527E-19,4.963869E-16,5.306786E-14,1.591847E-11,3.784316E-08,7.906127E-05
16073.4000,6.621562-155,3.819494-147,4.124426-143,4.669559-139,4.331479-135,1.755329-132,6.310248-130,2.211163-127,7.850949-125,4.517429-122,1.888498-118,2.215942-114,2.657014-110,3.241868-106,6.959269-102,1.573074E-97,3.711380E-93,3.267087E-89,1.159052E-86,3.782644E-84,1.225190E-81,3.910094E-79,1.228445E-76,3.795650E-74,1.152178E-71,3.432087E-69,1.005757E-66,2.884054E-64,8.080489E-62,2.208375E-59,5.876296E-57,1.519247E-54,3.807777E-52,9.226954E-50,2.155113E-47,4.835162E-45,1.037899E-42,2.121738E-40,4.107805E-38,7.498676E-36,1.411835E-33,9.748401E-31,6.007165E-27,3.665884E-23,2.017527E-19,4.963869E-16,5.306786E-14,1.591847E-11,3.784316E-08,7.906127E-05
16073.4500,1.915887-154,1.089513-146,1.159813-142,1.294227-138,1.182907-134,4.746312-132,1.680843-129,5.800855-127,2.030887-124,1.164688-121,4.792245-118,5.533390-114,6.527592-110,7.833947-106,1.653863-101,3.675616E-97,8.523859E-93,7.371855E-89,2.576776E-86,8.257886E-84,2.625540E-81,8.222352E-79,2.533989E-76,7.677411E-74,2.284341E-71,6.667109E-69,1.913498E-66,5.371601E-64,1.472666E-61,3.936383E-59,1.023926E-56,2.586466E-54,6.330326E-52,1.497067E-49,3.410536E-47,7.458708E-45,1.559644E-42,3.103737E-40,5.845441E-38,1.037473E-35,1.908797E-33,1.300439E-30,7.772305E-27,4.596730E-23,2.448997E-19,5.825240E-16,6.060054E-14,1.784123E-11,4.087252E-08,8.215513E-05
16073.5000,1.915887-154,1.089513-146,1.159813-142,1.294227-138,1.182907-134,4.746312-132,1.680843-129,5.800855-127,2.030887-124,1.164688-121,4.792245-118,5.533390-114,6.527592-110,7.833947-106,1.653863-101,3.675616E-97,8.523859E-93,7.371855E-89,2.576776E-86,8.257886E-84,2.625540E-81,8.222352E-79,2.533989E-76,7.677411E-74,2.284341E-71,6.667109E-69,1.913498E-66,5.371601E-64,1.472666E-61,3.936383E-59,1.023926E-56,2.586466E-54,6.330326E-52,1.497067E-49,3.410536E-47,7.458708E-45,1.559644E-42,3.103737E-40,5.845441E-38,1.037473E-35,1.908797E-33,1.300439E-30,7.772305E-27,4.596730E-23,2.448997E-19,5.825240E-16,6.060054E-14,1.784123E-11,4.087252E-08,8.215513E-05
16073.5500,5.401079-154,3.028688-146,3.179108-142,3.497334-138,3.150352-134,1.251794-131,4.368106-129,1.485112-126,5.128289-124,2.930788-121,1.187229-117,1.349322-113,1.566483-109,1.849713-105,3.841512-101,8.396725E-97,1.914571E-92,1.627296E-88,5.606054E-86,1.764806E-83,5.509855E-81,1.693822E-78,5.122453E-76,1.522421E-73,4.441878E-71,1.270752E-68,3.573497E-66,9.824902E-64,2.636920E-61,6.896989E-59,1.754658E-56,4.332866E-54,1.036128E-51,2.392831E-49,5.320242E-47,1.134891E-44,2.313289E-42,4.484591E-40,8.222353E-38,1.419999E-35,2.555215E-33,1.717977E-30,9.967698E-27,5.718666E-23,2.952338E-19,6.796320E-16,6.887541E-14,1.991146E-11,4.401269E-08,8.518222E-05
16073.6000,5.401079-154,3.028688-146,3.179108-142,3.497334-138,3.150352-134,1.251794-131,4.368106-129,1.485112-126,5.128289-124,2.930788-121,1.187229-117,1.349322-113,1.566483-109,1.849713-105,3.841512-101,8.396725E-97,1.914571E-92,1.627296E-88,5.606054E-86,1.764806E-83,5.509855E-81,1.693822E-78,5.122453E-76,1.522421E-73,4.441878E-71,1.270752E-68,3.573497E-66,9.824902E-64,2.636920E-61,6.896989E-59,1.754658E-56,4.332866E-54,1.036128E-51,2.392831E-49,5.320242E-47,1.134891E-44,2.313289E-42,4.484591E-40,8.222353E-38,1.419999E-35,2.555215E-33,1.717977E-30,9.967698E-27,5.718666E-23,2.952338E-19,6.796320E-16,6.887541E-14,1.991146E-11,4.401269E-08,8.518222E-05
16073.6500,1.485557-153,8.216109-146,8.505604-142,9.226607-138,8.193011-134,3.224527-131,1.108967-128,3.715279-126,1.265745-123,7.207521-121,2.875201-117,3.217304-113,3.676772-109,4.272837-105,8.732046-101,1.877703E-96,4.210887E-92,3.518492E-88,1.194994E-85,3.696532E-83,1.133643E-80,3.422188E-78,1.015945E-75,2.963018E-73,8.480422E-71,2.379036E-68,6.557745E-66,1.766585E-63,4.643714E-61,1.189048E-58,2.960093E-56,7.149150E-54,1.671258E-51,3.771105E-49,8.188056E-47,1.704718E-44,3.389403E-42,6.405363E-40,1.144106E-37,1.924061E-35,3.388937E-33,2.249013E-30,1.267820E-26,7.062263E-23,3.536338E-19,7.886292E-16,7.793565E-14,2.213475E-11,4.727235E-08,8.844600E-05
16073.7000,1.485557-153,8.216109-146,8.505604-142,9.226607-138,8.193011-134,3.224527-131,1.108967-128,3.715279-126,1.265745-123,7.207521-121,2.875201-117,3.217304-113,3.676772-109,4.272837-105,8.732046-101,1.877703E-96,4.210887E-92,3.518492E-88,1.194994E-85,3.696532E-83,1.133643E-80,3.422188E-78,1.015945E-75,2.963018E-73,8.480422E-71,2.379036E-68,6.557745E-66,1.766585E-63,4.643714E-61,1.189048E-58,2.960093E-56,7.149150E-54,1.671258E-51,3.771105E-49,8.188056E-47,1.704718E-44,3.389403E-42,6.405363E-40,1.144106E-37,1.924061E-35,3.388937E-33,2.249013E-30,1.267820E-26,7.062263E-23,3.536338E-19,7.886292E-16,7.793565E-14,2.213475E-11,4.727235E-08,8.844600E-05
16073.7500,3.991566-153,2.177763-145,2.223963-141,2.379366-137,2.083226-133,8.122405-131,2.753774-128,9.093047-126,3.057190-123,1.734344-120,6.814856-117,7.509867-113,8.450523-109,9.667606-105,1.944636-100,4.115036E-96,9.078828E-92,7.459827E-88,2.498493E-85,7.596818E-83,2.289240E-80,6.788328E-78,1.978948E-75,5.665769E-73,1.591302E-70,4.379161E-68,1.183687E-65,3.125651E-63,8.050439E-61,2.018920E-58,4.920400E-56,1.162860E-53,2.658819E-51,5.865059E-49,1.244286E-46,2.529855E-44,4.909385E-42,9.050112E-40,1.575857E-37,2.582504E-35,4.455726E-33,2.919203E-30,1.600171E-26,8.661678E-23,4.210491E-19,9.104721E-16,8.782531E-14,2.451639E-11,5.064540E-08,9.154552E-05
16073.8000,3.991566-153,2.177763-145,2.223963-141,2.379366-137,2.083226-133,8.122405-131,2.753774-128,9.093047-126,3.057190-123,1.734344-120,6.814856-117,7.509867-113,8.450523-109,9.667606-105,1.944636-100,4.115036E-96,9.078828E-92,7.459827E-88,2.498493E-85,7.596818E-83,2.289240E-80,6.788328E-78,1.978948E-75,5.665769E-73,1.591302E-70,4.379161E-68,1.183687E-65,3.125651E-63,8.050439E-61,2.018920E-58,4.920400E-56,1.162860E-53,2.658819E-51,5.865059E-49,1.244286E-46,2.529855E-44,4.909385E-42,9.050112E-40,1.575857E-37,2.582504E-35,4.455726E-33,2.919203E-30,1.600171E-26,8.661678E-23,4.210491E-19,9.104721E-16,8.782531E-14,2.451639E-11,5.064540E-08,9.154552E-05
16073.8500,1.048925-152,5.646596-145,5.689421-141,6.004640-137,5.184729-133,2.002969-130,6.695818-128,2.179672-125,7.233932-123,4.087996-120,1.582610-116,1.717933-112,1.903889-108,2.144732-104,4.247422-100,8.847111E-96,1.920820E-91,1.552475E-87,5.128981E-85,1.533346E-82,4.541631E-80,1.323321E-77,3.789524E-75,1.065412E-72,2.937482E-70,7.932807E-68,2.103440E-65,5.446643E-63,1.375101E-60,3.378980E-58,8.065598E-56,1.866140E-53,4.175320E-51,9.008517E-49,1.868394E-46,3.711841E-44,7.034520E-42,1.265703E-39,2.149867E-37,3.435590E-35,5.810579E-33,3.758904E-30,2.005066E-26,1.055493E-22,4.985023E-19,1.046155E-15,9.858939E-14,2.706182E-11,5.413521E-08,9.473849E-05
16073.9000,1.048925-152,5.646596-145,5.689421-141,6.004640-137,5.184729-133,2.002969-130,6.695818-128,2.179672-125,7.233932-123,4.087996-120,1.582610-116,1.717933-112,1.903889-108,2.144732-104,4.247422-100,8.847111E-96,1.920820E-91,1.552475E-87,5.128981E-85,1.533346E-82,4.541631E-80,1.323321E-77,3.789524E-75,1.065412E-72,2.937482E-70,7.932807E-68,2.103440E-65,5.446643E-63,1.375101E-60,3.378980E-58,8.065598E-56,1.866140E-53,4.175320E-51,9.008517E-49,1.868394E-46,3.711841E-44,7.034520E-42,1.265703E-39,2.149867E-37,3.435590E-35,5.810579E-33,3.758904E-30,2.005066E-26,1.055493E-22,4.985023E-19,1.046155E-15,9.858939E-14,2.706182E-11,5.413521E-08,9.473849E-05
16073.9500,2.698705-152,1.433686-144,1.425552-140,1.484474-136,1.264337-132,4.840402-130,1.595835-127,5.122429-125,1.678564-122,9.448256-120,3.604594-116,3.855191-112,4.208905-108,4.669849-104,9.107458-100,1.867781E-95,3.991678E-91,3.174319E-87,1.034729E-84,3.042403E-82,8.859912E-80,2.537454E-77,7.140077E-75,1.971908E-72,5.338944E-70,1.415381E-67,3.682922E-65,9.355162E-63,2.316088E-60,5.578743E-58,1.304798E-55,2.956824E-53,6.476763E-51,1.367455E-48,2.774063E-46,5.387822E-44,9.977292E-42,1.753201E-39,2.906634E-37,4.532361E-35,7.519230E-33,4.803847E-30,2.495354E-26,1.278419E-22,5.870923E-19,1.196712E-15,1.102737E-13,2.977632E-11,5.773826E-08,9.783732E-05
