"",0.000,0.320,0.640,0.960,1.280,1.600,1.920,2.240,2.560,2.880,3.200,3.520,3.840,4.160,4.480,4.800,5.120,5.440,5.760,6.080,6.400,6.720,7.040,7.360,7.680,8.000,8.320,8.640,8.960,9.280,9.600,9.920,10.240,10.560,10.880,11.200,11.520,11.840,12.160,12.480,12.800,13.120,13.440,13.760,14.080,14.400,14.720,15.040,15.360,15.680,16.000
0.0000,3.000000E-06,3.000000E-06,3.000000E-06,3.000000E-06,3.000000E-06,3.000000E-06,3.000000E-06,3.000000E-06,3.000000E-06,3.000000E-06,3.000000E-06,3.000000E-06,3.000000E-06,3.000000E-06,3.000000E-06,3.000000E-06,3.000000E-06,3.000000E-06,3.000000E-06,3.000000E-06,3.000000E-06,3.000000E-06,3.000000E-06,3.000000E-06,3.000000E-06,3.000000E-06,3.000000E-06,3.000000E-06,3.000000E-06,3.000000E-06,3.000000E-06,3.000000E-06,3.000000E-06,3.000000E-06,3.000000E-06,3.000000E-06,3.000000E-06,3.000000E-06,3.000000E-06,3.000000E-06,3.000000E-06,3.000000E-06,3.000000E-06,3.000000E-06,3.000000E-06,3.000000E-06,3.000000E-06,3.000000E-06,3.000000E-06,3.000000E-06,3.000000E-06
16070.9500,3.000000E-06,3.000000E-06,3.000000E-06,3.000000E-06,3.000000E-06,3.000000E-06,3.000000E-06,3.000000E-06,3.000000E-06,3.000000E-06,3.000000E-06,3.000000E-06,3.000000E-06,3.000000E-06,3.000000E-06,3.000000E-06,3.000000E-06,3.000000E-06,3.000000E-06,3.000000E-06,3.000000E-06,3.000000E-06,3.000000E-06,3.000000E-06,3.000000E-06,3.000000E-06,3.000000E-06,3.000000E-06,3.000000E-06,3.000000E-06,3.000000E-06,3.000000E-06,3.000000E-06,3.000000E-06,3.000000E-06,3.000000E-06,3.000000E-06,3.000000E-06,3.000000E-06,3.000000E-06,3.000000E-06,3.000000E-06,3.000000E-06,3.000000E-06,3.000000E-06,3.000000E-06,3.000000E-06,3.000000E-06,3.000000E-06,3.000000E-06,3.000000E-06
16071.0000,2.999950E-06,2.999950E-06,2.999950E-06,2.999950E-06,2.999950E-06,2.999950E-06,2.999950E-06,2.999950E-06,2.999950E-06,2.999950E-06,2.999950E-06,2.999950E-06,2.999950E-06,2.999950E-06,2.999950E-06,2.999950E-06,2.999950E-06,2.999950E-06,2.999950E-06,2.999950E-06,2.999950E-06,2.999950E-06,2.999950E-06,2.999950E-06,2.999950E-06,2.999950E-06,2.999950E-06,2.999950E-06,2.999950E-06,2.999950E-06,2.999950E-06,2.999950E-06,2.999950E-06,2.999950E-06,2.999950E-06,2.999950E-06,2.999950E-06,2.999950E-06,2.999950E-06,2.999950E-06,2.999950E-06,2.999950E-06,2.999950E-06,2.999950E-06,2.999950E-06,2.999950E-06,2.999950E-06,2.999950E-06,2.999950E-06,2.999950E-06,2.999950E-06
16071.0500,2.999950E-06,2.999950E-06,2.999950E-06,2.999950E-06,2.999950E-06,2.999950E-06,2.999950E-06,2.999950E-06,2.999950E-06,2.999950E-06,2.999950E-06,2.999950E-06,2.999950E-06,2.999950E-06,2.999950E-06,2.999950E-06,2.999950E-06,2.999950E-06,2.999950E-06,2.999950E-06,2.999950E-06,2.999950E-06,2.999950E-06,2.999950E-06,2.999950E-06,2.999950E-06,2.999950E-06,2.999950E-06,2.999950E-06,2.999950E-06,2.999950E-06,2.999950E-06,2.999950E-06,2.999950E-06,2.999950E-06,2.999950E-06,2.999950E-06,2.999950E-06,2.999950E-06,2.999950E-06,2.999950E-06,2.999950E-06,2.999950E-06,2.999950E-06,2.999950E-06,2.999950E-06,2.999950E-06,2.999950E-06,2.999950E-06,2.999950E-06,2.999950E-06
16071.1000,2.999730E-06,2.999730E-06,2.999723E-06,2.999767E-06,2.999900E-06,2.999900E-06,2.999900E-06,2.999900E-06,2.999900E-06,2.999867E-06,2.999712E-06,2.999705E-06,2.999699E-06,2.999494E-06,2.999464E-06,2.999437E-06,2.999763E-06,2.999900E-06,2.999900E-06,2.999900E-06,2.999900E-06,2.999900E-06,2.999900E-06,2.999900E-06,2.999900E-06,2.999900E-06,2.999900E-06,2.999900E-06,2.999900E-06,2.999900E-06,2.999900E-06,2.999900E-06,2.999900E-06,2.999900E-06,2.999900E-06,2.999900E-06,2.999900E-06,2.999900E-06,2.999900E-06,2.999900E-06,2.999900E-06,2.999662E-06,2.999637E-06,2.999632E-06,2.999790E-06,2.999900E-06,2.999900E-06,2.999695E-06,2.999624E-06,2.999510E-06,2.999510E-06
16071.1500,2.999730E-06,2.999730E-06,2.999723E-06,2.999767E-06,2.999900E-06,2.999900E-06,2.999900E-06,2.999900E-06,2.999900E-06,2.999867E-06,2.999712E-06,2.999705E-06,2.999699E-06,2.999494E-06,2.999464E-06,2.999437E-06,2.999763E-06,2.999900E-06,2.999900E-06,2.999900E-06,2.999900E-06,2.999900E-06,2.999900E-06,2.999900E-06,2.999900E-06,2.999900E-06,2.999900E-06,2.999900E-06,2.999900E-06,2.999900E-06,2.999900E-06,2.999900E-06,2.999900E-06,2.999900E-06,2.999900E-06,2.999900E-06,2.999900E-06,2.999900E-06,2.999900E-06,2.999900E-06,2.999900E-06,2.999662E-06,2.999637E-06,2.999632E-06,2.999790E-06,2.999900E-06,2.999900E-06,2.999695E-06,2.999624E-06,2.999510E-06,2.999510E-06
16071.2000,2.999511E-06,2.999511E-06,2.999497E-06,2.999583E-06,2.999850E-06,2.999850E-06,2.999850E-06,2.999850E-06,2.999849E-06,2.999784E-06,2.999474E-06,2.999461E-06,2.999448E-06,2.999038E-06,2.998979E-06,2.998923E-06,2.999577E-06,2.999850E-06,2.999850E-06,2.999850E-06,2.999850E-06,2.999850E-06,2.999850E-06,2.999850E-06,2.999850E-06,2.999850E-06,2.999850E-06,2.999850E-06,2.999850E-06,2.999850E-06,2.999850E-06,2.999850E-06,2.999850E-06,2.999850E-06,2.999850E-06,2.999850E-06,2.999850E-06,2.999850E-06,2.999850E-06,2.999850E-06,2.999843E-06,2.999375E-06,2.999325E-06,2.999315E-06,2.999629E-06,2.999850E-06,2.999844E-06,2.999441E-06,2.999297E-06,2.999070E-06,2.999070E-06
16071.2500,2.999511E-06,2.999511E-06,2.999497E-06,2.999583E-06,2.999850E-06,2.999850E-06,2.999850E-06,2.999850E-06,2.999849E-06,2.999784E-06,2.999474E-06,2.999461E-06,2.999448E-06,2.999038E-06,2.998979E-06,2.998923E-06,2.999577E-06,2.999850E-06,2.999850E-06,2.999850E-06,2.999850E-06,2.999850E-06,2.999850E-06,2.999850E-06,2.999850E-06,2.999850E-06,2.999850E-06,2.999850E-06,2.999850E-06,2.999850E-06,2.999850E-06,2.999850E-06,2.999850E-06,2.999850E-06,2.999850E-06,2.999850E-06,2.999850E-06,2.999850E-06,2.999850E-06,2.999850E-06,2.999843E-06,2.999375E-06,2.999325E-06,2.999315E-06,2.999629E-06,2.999850E-06,2.999844E-06,2.999441E-06,2.999297E-06,2.999070E-06,2.999070E-06
16071.3000,2.999292E-06,2.999292E-06,2.999271E-06,2.999400E-06,2.999800E-06,2.999800E-06,2.999800E-06,2.999800E-06,2.999798E-06,2.999701E-06,2.999236E-06,2.999216E-06,2.999197E-06,2.998583E-06,2.998494E-06,2.998410E-06,2.999390E-06,2.999800E-06,2.999800E-06,2.999800E-06,2.999800E-06,2.999800E-06,2.999800E-06,2.999800E-06,2.999800E-06,2.999800E-06,2.999800E-06,2.999800E-06,2.999800E-06,2.999800E-06,2.999800E-06,2.999800E-06,2.999800E-06,2.999800E-06,2.999800E-06,2.999800E-06,2.999800E-06,2.999800E-06,2.999800E-06,2.999800E-06,2.999784E-06,2.999088E-06,2.999011E-06,2.998997E-06,2.999469E-06,2.999800E-06,2.999787E-06,2.999187E-06,2.998970E-06,2.998630E-06,2.998630E-06
16071.3500,2.999292E-06,2.999292E-06,2.999271E-06,2.999400E-06,2.999800E-06,2.999800E-06,2.999800E-06,2.999800E-06,2.999798E-06,2.999701E-06,2.999236E-06,2.999216E-06,2.999197E-06,2.998583E-06,2.998494E-06,2.998410E-06,2.999390E-06,2.999800E-06,2.999800E-06,2.999800E-06,2.999800E-06,2.999800E-06,2.999800E-06,2.999800E-06,2.999800E-06,2.999800E-06,2.999800E-06,2.999800E-06,2.999800E-06,2.999800E-06,2.999800E-06,2.999800E-06,2.999800E-06,2.999800E-06,2.999800E-06,2.999800E-06,2.999800E-06,2.999800E-06,2.999800E-06,2.999800E-06,2.999784E-06,2.999088E-06,2.999011E-06,2.998997E-06,2.999469E-06,2.999800E-06,2.999787E-06,2.999187E-06,2.998970E-06,2.998630E-06,2.998630E-06
16071.4000,2.999072E-06,2.999072E-06,2.999044E-06,2.999216E-06,2.999749E-06,2.999750E-06,2.999750E-06,2.999750E-06,2.999747E-06,2.999618E-06,2.998999E-06,2.998971E-06,2.998946E-06,2.998127E-06,2.998008E-06,2.997897E-06,2.999203E-06,2.999749E-06,2.999750E-06,2.999750E-06,2.999750E-06,2.999750E-06,2.999750E-06,2.999750E-06,2.999750E-06,2.999750E-06,2.999750E-06,2.999750E-06,2.999750E-06,2.999750E-06,2.999750E-06,2.999750E-06,2.999750E-06,2.999750E-06,2.999750E-06,2.999750E-06,2.999750E-06,2.999750E-06,2.999750E-06,2.999750E-06,2.999725E-06,2.998802E-06,2.998698E-06,2.998680E-06,2.999309E-06,2.999749E-06,2.999728E-06,2.998934E-06,2.998644E-06,2.998191E-06,2.998191E-06
16071.4500,2.999072E-06,2.999072E-06,2.999044E-06,2.999216E-06,2.999749E-06,2.999750E-06,2.999750E-06,2.999750E-06,2.999747E-06,2.999618E-06,2.998999E-06,2.998971E-06,2.998946E-06,2.998127E-06,2.998008E-06,2.997897E-06,2.999203E-06,2.999749E-06,2.999750E-06,2.999750E-06,2.999750E-06,2.999750E-06,2.999750E-06,2.999750E-06,2.999750E-06,2.999750E-06,2.999750E-06,2.999750E-06,2.999750E-06,2.999750E-06,2.999750E-06,2.999750E-06,2.999750E-06,2.999750E-06,2.999750E-06,2.999750E-06,2.999750E-06,2.999750E-06,2.999750E-06,2.999750E-06,2.999725E-06,2.998802E-06,2.998698E-06,2.998680E-06,2.999309E-06,2.999749E-06,2.999728E-06,2.998934E-06,2.998644E-06,2.998191E-06,2.998191E-06
16071.5000,2.998853E-06,2.998853E-06,2.998818E-06,2.999033E-06,2.999699E-06,2.999700E-06,2.999700E-06,2.999700E-06,2.999694E-06,2.999535E-06,2.998761E-06,2.998727E-06,2.998695E-06,2.997671E-06,2.997523E-06,2.997384E-06,2.999017E-06,2.999699E-06,2.999700E-06,2.999700E-06,2.999700E-06,2.999700E-06,2.999700E-06,2.999700E-06,2.999700E-06,2.999700E-06,2.999700E-06,2.999700E-06,2.999700E-06,2.999700E-06,2.999700E-06,2.999700E-06,2.999700E-06,2.999700E-06,2.999700E-06,2.999700E-06,2.999700E-06,2.999700E-06,2.999700E-06,2.999700E-06,2.999665E-06,2.998516E-06,2.998385E-06,2.998362E-06,2.999149E-06,2.999699E-06,2.999669E-06,2.998681E-06,2.998317E-06,2.997751E-06,2.997751E-06
