"",0.160,0.480,0.800,1.120,1.440,1.760,2.080,2.400,2.720,3.040,3.360,3.680,4.000,4.320,4.640,4.960,5.280,5.600,5.920,6.240,6.560,6.880,7.200,7.520,7.840,8.160,8.480,8.800,9.120,9.440,9.760,10.080,10.400,10.720,11.040,11.360,11.680,12.000,12.320,12.640,12.960,13.280,13.600,13.920,14.240,14.560,14.880,15.200,15.520,15.840
16072.5500,1.071782-160,6.990361-153,8.539889-149,1.095869-144,1.155188-140,5.109949-138,2.092235-135,8.366474-133,3.364184-130,1.971542-127,9.459538-124,1.276347-119,1.762918-115,2.482902-111,6.162444-107,1.613976-102,4.423142E-98,4.540677E-94,1.834773E-91,7.013182E-89,2.668458E-86,1.003254E-83,3.724004E-81,1.363552E-78,4.920106E-76,1.747658E-73,6.126959E-71,2.108881E-68,7.116315E-66,2.350460E-63,7.584906E-61,2.386380E-58,7.303241E-56,2.167891E-53,6.221142E-51,1.719215E-48,4.554085E-46,1.149844E-43,2.747811E-41,6.166200E-39,1.356088E-36,9.610998E-34,7.113048E-30,5.102689E-26,3.216602E-22,8.806665E-19,9.775178E-17,3.057291E-14,1.322591E-10,1.015759E-06
16072.6000,1.071782-160,6.990361-153,8.539889-149,1.095869-144,1.155188-140,5.109949-138,2.092235-135,8.366474-133,3.364184-130,1.971542-127,9.459538-124,1.276347-119,1.762918-115,2.482902-111,6.162444-107,1.613976-102,4.423142E-98,4.540677E-94,1.834773E-91,7.013182E-89,2.668458E-86,1.003254E-83,3.724004E-81,1.363552E-78,4.920106E-76,1.747658E-73,6.126959E-71,2.108881E-68,7.116315E-66,2.350460E-63,7.584906E-61,2.386380E-58,7.303241E-56,2.167891E-53,6.221142E-51,1.719215E-48,4.554085E-46,1.149844E-43,2.747811E-41,6.166200E-39,1.356088E-36,9.610998E-34,7.113048E-30,5.102689E-26,3.216602E-22,8.806665E-19,9.775178E-17,3.057291E-14,1.322591E-10,1.015759E-06
16072.6500,4.096884-160,2.628470-152,3.158363-148,3.985249-144,4.129266-140,1.804691-137,7.260309-135,2.851764-132,1.127201-129,6.595576-127,3.105755-123,4.111378-119,5.569842-115,7.691577-111,1.871237-106,4.802155-102,1.289002E-97,1.295287E-93,5.138303E-91,1.921048E-88,7.145796E-86,2.625123E-83,9.516301E-81,3.401007E-78,1.197107E-75,4.145410E-73,1.415864E-70,4.744481E-68,1.557487E-65,5.000387E-63,1.567126E-60,4.783958E-58,1.419102E-55,4.078527E-53,1.131824E-50,3.020719E-48,7.716706E-46,1.876071E-43,4.309820E-41,9.282237E-39,1.966418E-36,1.367026E-33,9.670586E-30,6.631739E-26,4.005015E-22,1.059146E-18,1.170906E-16,3.884032E-14,1.742300E-10,1.130171E-06
16072.7000,4.096884-160,2.628470-152,3.158363-148,3.985249-144,4.129266-140,1.804691-137,7.260309-135,2.851764-132,1.127201-129,6.595576-127,3.105755-123,4.111378-119,5.569842-115,7.691577-111,1.871237-106,4.802155-102,1.289002E-97,1.295287E-93,5.138303E-91,1.921048E-88,7.145796E-86,2.625123E-83,9.516301E-81,3.401007E-78,1.197107E-75,4.145410E-73,1.415864E-70,4.744481E-68,1.557487E-65,5.000387E-63,1.567126E-60,4.783958E-58,1.419102E-55,4.078527E-53,1.131824E-50,3.020719E-48,7.716706E-46,1.876071E-43,4.309820E-41,9.282237E-39,1.966418E-36,1.367026E-33,9.670586E-30,6.631739E-26,4.005015E-22,1.059146E-18,1.170906E-16,3.884032E-14,1.742300E-10,1.130171E-06
16072.7500,1.498295-159,9.458667-152,1.118219-147,1.387851-143,1.413917-139,6.107192-137,2.414915-134,9.320543-132,3.622929-129,2.115815-126,9.781571-123,1.270926-118,1.689443-114,2.288459-110,5.459651-106,1.373504-101,3.612707E-97,3.555296E-93,1.385241E-90,5.068182E-88,1.844000E-85,6.622859E-83,2.346002E-80,8.188396E-78,2.813255E-75,9.503154E-73,3.164237E-70,1.032971E-67,3.301114E-65,1.030952E-62,3.140327E-60,9.308995E-58,2.678868E-55,7.461167E-53,2.004262E-50,5.171601E-48,1.275594E-45,2.990082E-43,6.613057E-41,1.369313E-38,2.800139E-36,1.910976E-33,1.295723E-29,8.522771E-26,4.952552E-22,1.272542E-18,1.410514E-16,4.923661E-14,2.191803E-10,1.210521E-06
16072.8000,1.498295-159,9.458667-152,1.118219-147,1.387851-143,1.413917-139,6.107192-137,2.414915-134,9.320543-132,3.622929-129,2.115815-126,9.781571-123,1.270926-118,1.689443-114,2.288459-110,5.459651-106,1.373504-101,3.612707E-97,3.555296E-93,1.385241E-90,5.068182E-88,1.844000E-85,6.622859E-83,2.346002E-80,8.188396E-78,2.813255E-75,9.503154E-73,3.164237E-70,1.032971E-67,3.301114E-65,1.030952E-62,3.140327E-60,9.308995E-58,2.678868E-55,7.461167E-53,2.004262E-50,5.171601E-48,1.275594E-45,2.990082E-43,6.613057E-41,1.369313E-38,2.800139E-36,1.910976E-33,1.295723E-29,8.522771E-26,4.952552E-22,1.272542E-18,1.410514E-16,4.923661E-14,2.191803E-10,1.210521E-06
16072.8500,5.259514-159,3.268010-151,3.802278-147,4.643144-143,4.652549-139,1.986607-136,7.723644-134,2.930150-131,1.120496-128,6.529108-126,2.964546-122,3.782008-118,4.934924-114,6.559622-110,1.535276-105,3.787852-101,9.767203E-97,9.417586E-93,3.605583E-90,1.291575E-87,4.598747E-85,1.615592E-82,5.595105E-80,1.908302E-77,6.403061E-75,2.111178E-72,6.857048E-70,2.182142E-67,6.793272E-65,2.065171E-62,6.118482E-60,1.762585E-57,4.924657E-55,1.330387E-52,3.462657E-50,8.647056E-48,2.061655E-45,4.665415E-43,9.948033E-41,1.983598E-38,3.923168E-36,2.630641E-33,1.714069E-29,1.084881E-25,6.091064E-22,1.528618E-18,1.705505E-16,6.194622E-14,2.680331E-10,1.315845E-06
16072.9000,5.259514-159,3.268010-151,3.802278-147,4.643144-143,4.652549-139,1.986607-136,7.723644-134,2.930150-131,1.120496-128,6.529108-126,2.964546-122,3.782008-118,4.934924-114,6.559622-110,1.535276-105,3.787852-101,9.767203E-97,9.417586E-93,3.605583E-90,1.291575E-87,4.598747E-85,1.615592E-82,5.595105E-80,1.908302E-77,6.403061E-75,2.111178E-72,6.857048E-70,2.182142E-67,6.793272E-65,2.065171E-62,6.118482E-60,1.762585E-57,4.924657E-55,1.330387E-52,3.462657E-50,8.647056E-48,2.061655E-45,4.665415E-43,9.948033E-41,1.983598E-38,3.923168E-36,2.630641E-33,1.714069E-29,1.084881E-25,6.091064E-22,1.528618E-18,1.705505E-16,6.194622E-14,2.680331E-10,1.315845E-06
16072.9500,1.777220-158,1.087179-150,1.245219-146,1.496548-142,1.475350-138,6.229150-136,2.381909-133,8.885075-131,3.343849-128,1.943520-125,8.669944-122,1.086391-117,1.391991-113,1.816337-109,4.172133-105,1.009902-100,2.553933E-96,2.413735E-92,9.084299E-90,3.187491E-87,1.111175E-84,3.820241E-82,1.294126E-79,4.315261E-77,1.414847E-74,4.555804E-72,1.444236E-69,4.483020E-67,1.360385E-64,4.028314E-62,1.161618E-59,3.254370E-57,8.835082E-55,2.316992E-52,5.848374E-50,1.414859E-47,3.264342E-45,7.140033E-43,1.469825E-40,2.826664E-38,5.417175E-36,3.572194E-33,2.242254E-29,1.369757E-25,7.459020E-22,1.836256E-18,2.064643E-16,7.698764E-14,3.172748E-10,1.326108E-06
16073.0000,1.777220-158,1.087179-150,1.245219-146,1.496548-142,1.475350-138,6.229150-136,2.381909-133,8.885075-131,3.343849-128,1.943520-125,8.669944-122,1.086391-117,1.391991-113,1.816337-109,4.172133-105,1.009902-100,2.553933E-96,2.413735E-92,9.084299E-90,3.187491E-87,1.111175E-84,3.820241E-82,1.294126E-79,4.315261E-77,1.414847E-74,4.555804E-72,1.444236E-69,4.483020E-67,1.360385E-64,4.028314E-62,1.161618E-59,3.254370E-57,8.835082E-55,2.316992E-52,5.848374E-50,1.414859E-47,3.264342E-45,7.140033E-43,1.469825E-40,2.826664E-38,5.417175E-36,3.572194E-33,2.242254E-29,1.369757E-25,7.459020E-22,1.836256E-18,2.064643E-16,7.698764E-14,3.172748E-10,1.326108E-06
16073.0500,5.795459-158,3.491262-150,3.937557-146,4.658724-142,4.519801-138,1.887427-135,7.100384-133,2.605073-130,9.652185-128,5.594391-125,2.452705-121,3.019717-117,3.800660-113,4.870069-109,1.098272-104,2.609211-100,6.473842E-96,5.999668E-92,2.220566E-89,7.635202E-87,2.607102E-84,8.775666E-82,2.909239E-79,9.488830E-77,3.041554E-74,9.569675E-72,2.962564E-69,8.975000E-67,2.656318E-64,7.666520E-62,2.153170E-59,5.870636E-57,1.549791E-54,3.948661E-52,9.674297E-50,2.269504E-47,5.072276E-45,1.073598E-42,2.136440E-40,3.968593E-38,7.382770E-36,4.792002E-33,2.904494E-29,1.717437E-25,9.102444E-22,2.205600E-18,2.497990E-16,9.473629E-14,3.744610E-10,1.540851E-06
16073.1000,5.795459-158,3.491262-150,3.937557-146,4.658724-142,4.519801-138,1.887427-135,7.100384-133,2.605073-130,9.652185-128,5.594391-125,2.452705-121,3.019717-117,3.800660-113,4.870069-109,1.098272-104,2.609211-100,6.473842E-96,5.999668E-92,2.220566E-89,7.635202E-87,2.607102E-84,8.775666E-82,2.909239E-79,9.488830E-77,3.041554E-74,9.569675E-72,2.962564E-69,8.975000E-67,2.656318E-64,7.666520E-62,2.153170E-59,5.870636E-57,1.549791E-54,3.948661E-52,9.674297E-50,2.269504E-47,5.072276E-45,1.073598E-42,2.136440E-40,3.968593E-38,7.382770E-36,4.792002E-33,2.904494E-29,1.717437E-25,9.102444E-22,2.205600E-18,2.497990E-16,9.473629E-14,3.744610E-10,1.540851E-06
16073.1500,1.827982-157,1.084698-149,1.204935-145,1.403825-141,1.340696-137,5.538561-135,2.050444-132,7.401429-130,2.700783-127,1.560627-124,6.726547-121,8.139591-117,1.006654-112,1.267125-108,2.806456-104,6.546241-100,1.594145E-95,1.449249E-91,5.276844E-89,1.778715E-86,5.951540E-84,1.962240E-81,6.368813E-79,2.032802E-76,6.373339E-74,1.960339E-71,5.929597E-69,1.754132E-66,5.066522E-64,1.426087E-61,3.903397E-59,1.036445E-56,2.662515E-54,6.595825E-52,1.569866E-49,3.574417E-47,7.746454E-45,1.588397E-42,3.059364E-40,5.497073E-38,9.943295E-36,6.358670E-33,3.729868E-29,2.140538E-25,1.107593E-21,2.648157E-18,3.016553E-16,1.155068E-13,4.383084E-10,1.720925E-06
16073.2000,1.827982-157,1.084698-149,1.204935-145,1.403825-141,1.340696-137,5.538561-135,2.050444-132,7.401429-130,2.700783-127,1.560627-124,6.726547-121,8.139591-117,1.006654-112,1.267125-108,2.806456-104,6.546241-100,1.594145E-95,1.449249E-91,5.276844E-89,1.778715E-86,5.951540E-84,1.962240E-81,6.368813E-79,2.032802E-76,6.373339E-74,1.960339E-71,5.929597E-69,1.754132E-66,5.066522E-64,1.426087E-61,3.903397E-59,1.036445E-56,2.662515E-54,6.595825E-52,1.569866E-49,3.574417E-47,7.746454E-45,1.588397E-42,3.059364E-40,5.497073E-38,9.943295E-36,6.358670E-33,3.729868E-29,2.140538E-25,1.107593E-21,2.648157E-18,3.016553E-16,1.155068E-13,4.383084E-10,1.720925E-06
16073.2500,5.588282-157,3.267088-149,3.575465-145,4.102987-141,3.858287-137,1.577144-134,5.747509-132,2.041733-129,7.339780-127,4.227481-124,1.791863-120,2.131753-116,2.591406-112,3.205364-108,6.974681-104,1.597867E-99,3.820426E-95,3.408278E-91,1.221272E-88,4.037267E-86,1.324245E-83,4.278287E-81,1.360091E-78,4.250104E-76,1.303945E-73,3.922772E-71,1.159916E-68,3.352434E-66,9.454703E-64,2.596885E-61,6.931562E-59,1.793550E-56,4.486622E-54,1.081487E-51,2.502590E-49,5.535351E-47,1.164360E-44,2.315386E-42,4.321512E-40,7.521098E-38,1.324934E-35,8.355491E-33,4.753265E-29,2.654124E-25,1.344357E-21,3.176705E-18,3.631013E-16,1.393362E-13,5.029376E-10,1.741846E-06
16073.3000,5.588282-157,3.267088-149,3.575465-145,4.102987-141,3.858287-137,1.577144-134,5.747509-132,2.041733-129,7.339780-127,4.227481-124,1.791863-120,2.131753-116,2.591406-112,3.205364-108,6.974681-104,1.597867E-99,3.820426E-95,3.408278E-91,1.221272E-88,4.037267E-86,1.324245E-83,4.278287E-81,1.360091E-78,4.250104E-76,1.303945E-73,3.922772E-71,1.159916E-68,3.352434E-66,9.454703E-64,2.596885E-61,6.931562E-59,1.793550E-56,4.486622E-54,1.081487E-51,2.502590E-49,5.535351E-47,1.164360E-44,2.315386E-42,4.321512E-40,7.521098E-38,1.324934E-35,8.355491E-33,4.753265E-29,2.654124E-25,1.344357E-21,3.176705E-18,3.631013E-16,1.393362E-13,5.029376E-10,1.741846E-06
16073.3500,1.658845-156,9.557262-149,1.030680-144,1.165237-140,1.079179-136,4.365863-134,1.566567-131,5.478185-129,1.940734-126,1.113960-123,4.644580-120,5.434086-116,6.494951-112,7.896854-108,1.688677-103,3.800904E-99,8.925640E-95,7.816644E-91,2.757329E-88,8.942658E-86,2.876536E-83,9.110051E-81,2.837834E-78,8.685534E-76,2.608762E-73,7.679562E-71,2.220838E-68,6.274291E-66,1.728705E-63,4.635914E-61,1.207400E-58,3.046384E-56,7.425765E-54,1.742931E-51,3.924289E-49,8.439100E-47,1.724585E-44,3.329234E-42,6.028265E-40,1.017535E-37,1.748406E-35,1.088335E-32,6.016469E-29,3.276098E-25,1.627977E-21,3.805064E-18,4.350813E-16,1.660401E-13,5.636639E-10,1.635851E-06
16073.4000,1.658845-156,9.557262-149,1.030680-144,1.165237-140,1.079179-136,4.365863-134,1.566567-131,5.478185-129,1.940734-126,1.113960-123,4.644580-120,5.434086-116,6.494951-112,7.896854-108,1.688677-103,3.800904E-99,8.925640E-95,7.816644E-91,2.757329E-88,8.942658E-86,2.876536E-83,9.110051E-81,2.837834E-78,8.685534E-76,2.608762E-73,7.679562E-71,2.220838E-68,6.274291E-66,1.728705E-63,4.635914E-61,1.207400E-58,3.046384E-56,7.425765E-54,1.742931E-51,3.924289E-49,8.439100E-47,1.724585E-44,3.329234E-42,6.028265E-40,1.017535E-37,1.748406E-35,1.088335E-32,6.016469E-29,3.276098E-25,1.627977E-21,3.805064E-18,4.350813E-16,1.660401E-13,5.636639E-10,1.635851E-06
16073.4500,4.789362-156,2.719857-148,2.891033-144,3.220825-140,2.938554-136,1.176781-133,4.158665-131,1.431931-128,5.000645-126,2.859953-123,1.173296-119,1.350382-115,1.587380-111,1.897682-107,3.989266-103,8.824551E-99,2.035943E-94,1.750846E-90,6.081982E-88,1.935884E-85,6.108894E-83,1.897257E-80,5.793349E-78,1.737372E-75,5.110836E-73,1.472831E-70,4.167540E-68,1.151465E-65,3.100955E-63,8.123669E-61,2.065626E-58,5.085084E-56,1.208608E-53,2.764155E-51,6.060105E-49,1.268084E-46,2.519814E-44,4.726917E-42,8.312606E-40,1.362541E-37,2.286958E-35,1.406417E-32,7.569423E-29,4.027629E-25,1.967013E-21,4.548331E-18,5.187250E-16,1.961344E-13,6.353079E-10,1.931276E-06
16073.5000,4.789362-156,2.719857-148,2.891033-144,3.220825-140,2.938554-136,1.176781-133,4.158665-131,1.431931-128,5.000645-126,2.859953-123,1.173296-119,1.350382-115,1.587380-111,1.897682-107,3.989266-103,8.824551E-99,2.035943E-94,1.750846E-90,6.081982E-88,1.935884E-85,6.108894E-83,1.897257E-80,5.793349E-78,1.737372E-75,5.110836E-73,1.472831E-70,4.167540E-68,1.151465E-65,3.100955E-63,8.123669E-61,2.065626E-58,5.085084E-56,1.208608E-53,2.764155E-51,6.060105E-49,1.268084E-46,2.519814E-44,4.726917E-42,8.312606E-40,1.362541E-37,2.286958E-35,1.406417E-32,7.569423E-29,4.027629E-25,1.967013E-21,4.548331E-18,5.187250E-16,1.961344E-13,6.353079E-10,1.931276E-06
16073.5500,1.346951-155,7.541414-148,7.902615-144,8.677709-140,7.801145-136,3.093055-133,1.076785-130,3.651616-128,1.257443-125,7.164418-123,2.892780-119,3.276039-115,3.788504-111,4.454479-107,9.208093-103,2.002435E-98,4.540311E-94,3.835370E-90,1.312397E-87,4.101121E-85,1.270040E-82,3.869459E-80,1.158654E-77,3.405962E-75,9.816935E-73,2.770636E-70,7.674412E-68,2.074631E-65,5.463696E-63,1.398974E-60,3.474803E-58,8.351074E-56,1.936557E-53,4.318519E-51,9.225764E-49,1.879931E-46,3.635514E-44,6.633371E-42,1.134127E-39,1.807386E-37,2.967440E-35,1.804491E-32,9.471656E-29,4.933614E-25,2.371233E-21,5.422690E-18,6.150596E-16,2.294756E-13,7.039107E-10,1.848566E-06
16073.6000,1.346951-155,7.541414-148,7.902615-144,8.677709-140,7.801145-136,3.093055-133,1.076785-130,3.651616-128,1.257443-125,7.164418-123,2.892780-119,3.276039-115,3.788504-111,4.454479-107,9.208093-103,2.002435E-98,4.540311E-94,3.835370E-90,1.312397E-87,4.101121E-85,1.270040E-82,3.869459E-80,1.158654E-77,3.405962E-75,9.816935E-73,2.770636E-70,7.674412E-68,2.074631E-65,5.463696E-63,1.398974E-60,3.474803E-58,8.351074E-56,1.936557E-53,4.318519E-51,9.225764E-49,1.879931E-46,3.635514E-44,6.633371E-42,1.134127E-39,1.807386E-37,2.967440E-35,1.804491E-32,9.471656E-29,4.933614E-25,2.371233E-21,5.422690E-18,6.150596E-16,2.294756E-13,7.039107E-10,1.848566E-06
16073.6500,3.695121-155,2.040098-147,2.108001-143,2.282013-139,2.021871-135,7.938311-133,2.723035-130,9.097046-128,3.089740-125,1.753525-122,6.970139-119,7.769112-115,8.840946-111,1.022663-106,2.079359-102,4.446639E-98,9.911554E-94,8.226877E-90,2.773835E-87,8.512610E-85,2.587944E-82,7.737629E-80,2.272836E-77,6.551483E-75,1.850898E-72,5.118066E-70,1.388340E-67,3.673763E-65,9.465912E-63,2.370108E-60,5.753594E-58,1.350706E-55,3.057804E-53,6.653058E-51,1.385925E-48,2.752187E-46,5.183965E-44,9.208380E-42,1.532207E-39,2.376758E-37,3.822224E-35,2.300236E-32,1.179390E-28,6.023148E-25,2.851657E-21,6.445026E-18,7.248665E-16,2.655549E-13,7.617365E-10,1.556113E-06
16073.7000,3.695121-155,2.040098-147,2.108001-143,2.282013-139,2.021871-135,7.938311-133,2.723035-130,9.097046-128,3.089740-125,1.753525-122,6.970139-119,7.769112-115,8.840946-111,1.022663-106,2.079359-102,4.446639E-98,9.911554E-94,8.226877E-90,2.773835E-87,8.512610E-85,2.587944E-82,7.737629E-80,2.272836E-77,6.551483E-75,1.850898E-72,5.118066E-70,1.388340E-67,3.673763E-65,9.465912E-63,2.370108E-60,5.753594E-58,1.350706E-55,3.057804E-53,6.653058E-51,1.385925E-48,2.752187E-46,5.183965E-44,9.208380E-42,1.532207E-39,2.376758E-37,3.822224E-35,2.300236E-32,1.179390E-28,6.023148E-25,2.851657E-21,6.445026E-18,7.248665E-16,2.655549E-13,7.617365E-10,1.556113E-06
16073.7500,9.900531-155,5.391225-147,5.494100-143,5.864713-139,5.122192-135,1.991823-132,6.733734-130,2.216634-127,7.427602-125,4.198356-122,1.643270-118,1.803193-114,2.019708-110,2.299005-106,4.599154-102,9.674180E-98,2.120462E-93,1.729907E-89,5.748811E-87,1.733170E-84,5.174293E-82,1.518692E-79,4.377617E-77,1.237805E-74,3.428986E-72,9.293515E-70,2.469865E-67,6.400238E-65,1.614177E-62,3.954109E-60,9.386237E-58,2.153565E-55,4.762326E-53,1.011596E-50,2.056206E-48,3.982157E-46,7.311501E-44,1.265491E-41,2.051269E-39,3.100627E-37,4.890234E-35,2.914851E-32,1.461990E-28,7.330042E-25,3.420649E-21,7.633374E-18,8.492611E-16,3.052433E-13,8.379974E-10,2.055381E-06
16073.8000,9.900531-155,5.391225-147,5.494100-143,5.864713-139,5.122192-135,1.991823-132,6.733734-130,2.216634-127,7.427602-125,4.198356-122,1.643270-118,1.803193-114,2.019708-110,2.299005-106,4.599154-102,9.674180E-98,2.120462E-93,1.729907E-89,5.748811E-87,1.733170E-84,5.174293E-82,1.518692E-79,4.377617E-77,1.237805E-74,3.428986E-72,9.293515E-70,2.469865E-67,6.400238E-65,1.614177E-62,3.954109E-60,9.386237E-58,2.153565E-55,4.762326E-53,1.011596E-50,2.056206E-48,3.982157E-46,7.311501E-44,1.265491E-41,2.051269E-39,3.100627E-37,4.890234E-35,2.914851E-32,1.461990E-28,7.330042E-25,3.420649E-21,7.633374E-18,8.492611E-16,3.052433E-13,8.379974E-10,2.055381E-06
16073.8500,2.593860-154,1.393365-146,1.400708-142,1.474643-138,1.269868-134,4.891539-132,1.630136-129,5.288696-127,1.748828-124,9.843892-122,3.794878-118,4.100513-114,4.521783-110,5.066269-106,9.974232-102,2.064264E-97,4.450483E-93,3.569618E-89,1.169510E-86,3.464813E-84,1.016115E-81,2.928655E-79,8.286858E-77,2.299318E-74,6.248011E-72,1.660399E-69,4.324960E-67,1.097981E-64,2.711721E-62,6.501838E-60,1.509958E-57,3.387689E-55,7.321829E-53,1.519301E-50,3.015258E-48,5.698928E-46,1.020744E-43,1.722923E-41,2.723105E-39,4.015247E-37,6.218156E-35,3.673700E-32,1.804843E-28,8.893363E-25,4.092017E-21,9.007163E-18,9.895682E-16,3.491472E-13,9.270957E-10,2.403087E-06
16073.9000,2.593860-154,1.393365-146,1.400708-142,1.474643-138,1.269868-134,4.891539-132,1.630136-129,5.288696-127,1.748828-124,9.843892-122,3.794878-118,4.100513-114,4.521783-110,5.066269-106,9.974232-102,2.064264E-97,4.450483E-93,3.569618E-89,1.169510E-86,3.464813E-84,1.016115E-81,2.928655E-79,8.286858E-77,2.299318E-74,6.248011E-72,1.660399E-69,4.324960E-67,1.097981E-64,2.711721E-62,6.501838E-60,1.509958E-57,3.387689E-55,7.321829E-53,1.519301E-50,3.015258E-48,5.698928E-46,1.020744E-43,1.722923E-41,2.723105E-39,4.015247E-37,6.218156E-35,3.673700E-32,1.804843E-28,8.893363E-25,4.092017E-21,9.007163E-18,9.895682E-16,3.491472E-13,9.270957E-10,2.403087E-06
16073.9500,6.652101-154,3.525705-146,3.496907-142,3.631585-138,3.084008-134,1.176966-131,3.867274-129,1.236828-126,4.036996-124,2.262665-121,8.593114-118,9.145296-114,9.931098-110,1.095490-105,2.123056-101,4.324228E-97,9.172579E-93,7.235144E-89,2.337597E-86,6.807465E-84,1.961703E-81,5.553936E-79,1.543184E-76,4.203089E-74,1.120711E-71,2.921331E-69,7.460962E-67,1.856406E-64,4.491626E-62,1.054591E-59,2.397206E-57,5.261824E-55,1.112094E-52,2.255554E-50,4.373462E-48,8.072420E-46,1.411504E-43,2.325300E-41,3.586768E-39,5.164331E-37,7.861835E-35,4.607028E-32,2.219555E-28,1.075803E-24,4.881112E-21,1.058713E-17,1.147079E-15,3.972886E-13,1.016658E-09,2.415372E-06
