time [d]	InflowT [°C]
1
-1	-1
32873.00000	5.3241
32873.04167	5.2400
32873.08333	5.2189
32873.12500	5.2169
32873.16667	5.1899
32873.20833	5.2266
32873.25000	5.3098
32873.29167	5.3151
32873.33333	5.2319
32873.37500	5.1658
32873.41667	5.1656
32873.45833	5.1531
32873.50000	5.1727
32873.54167	5.2281
32873.58333	5.2639
32873.62500	5.3105
32873.66667	5.3513
32873.70833	5.3889
32873.75000	5.4156
32873.79167	5.4075
32873.83333	5.3820
32873.87500	5.3629
32873.91667	5.3348
32873.95833	5.3035
32874.00000	5.2820
32874.04167	5.2838
32874.08333	5.2719
32874.12500	5.2489
32874.16667	5.2515
32874.20833	5.2414
32874.25000	5.2268
32874.29167	5.2303
32874.33333	5.2470
32874.37500	5.2612
32874.41667	5.2846
32874.45833	5.3962
32874.50000	5.5107
32874.54167	5.5698
32874.58333	5.6082
32874.62500	5.6146
32874.66667	5.5523
32874.70833	5.5008
32874.75000	5.5301
32874.79167	5.5799
32874.83333	5.5889
32874.87500	5.5702
32874.91667	5.5727
32874.95833	5.5731
32875.00000	5.6279
32875.04167	5.6135
32875.08333	5.5641
32875.12500	5.5859
32875.16667	5.6411
32875.20833	5.6926
32875.25000	5.6926
32875.29167	5.6981
32875.33333	5.6959
32875.37500	5.6979
32875.41667	5.6476
32875.45833	5.4688
32875.50000	5.4725
32875.54167	5.5103
32875.58333	5.5441
32875.62500	5.5545
32875.66667	5.5441
32875.70833	5.5315
32875.75000	5.5480
32875.79167	5.5455
32875.83333	5.5132
32875.87500	5.4604
32875.91667	5.3717
32875.95833	5.2745
32876.00000	5.2285
32876.04167	5.2496
32876.08333	5.2630
32876.12500	5.2490
32876.16667	5.2483
32876.20833	5.2582
32876.25000	5.2663
32876.29167	5.2890
32876.33333	5.3518
32876.37500	5.4375
32876.41667	5.5418
32876.45833	5.6679
32876.50000	5.7987
32876.54167	5.7081
32876.58333	5.5537
32876.62500	5.4941
32876.66667	5.4673
32876.70833	5.4750
32876.75000	5.4810
32876.79167	5.5241
32876.83333	5.5165
32876.87500	5.4822
32876.91667	5.4373
32876.95833	5.4122
32877.00000	5.4012
32877.04167	5.3765
32877.08333	5.3617
32877.12500	5.3481
32877.16667	5.3157
32877.20833	5.3129
32877.25000	5.3332
32877.29167	5.3321
32877.33333	5.3813
32877.37500	5.4308
32877.41667	5.5215
32877.45833	5.7059
32877.50000	5.8037
32877.54167	5.6359
32877.58333	5.5832
32877.62500	5.6077
32877.66667	5.6423
32877.70833	5.6686
32877.75000	5.6616
32877.79167	5.6287
32877.83333	5.5856
32877.87500	5.5808
32877.91667	5.5933
32877.95833	5.5799
32878.00000	5.5516
32878.04167	5.5320
32878.08333	5.5214
32878.12500	5.5271
32878.16667	5.5590
32878.20833	5.6014
32878.25000	5.6329
32878.29167	5.6399
32878.33333	5.6409
32878.37500	5.6622
32878.41667	5.7007
32878.45833	5.7589
32878.50000	5.8060
32878.54167	5.9034
32878.58333	5.8181
32878.62500	5.5712
32878.66667	5.5801
32878.70833	5.6401
32878.75000	5.6670
32878.79167	5.6654
32878.83333	5.6238
32878.87500	5.5665
32878.91667	5.5456
32878.95833	5.5250
32879.00000	5.4519
32879.04167	5.4486
32879.08333	5.4605
32879.12500	5.4564
32879.16667	5.4645
32879.20833	5.5401
32879.25000	5.5843
32879.29167	5.5578
32879.33333	5.4722
32879.37500	5.5413
32879.41667	5.6318
32879.45833	5.7248
32879.50000	5.9312
32879.54167	6.0732
32879.58333	5.7515
32879.62500	5.5917
32879.66667	5.5686
32879.70833	5.5841
32879.75000	5.5937
32879.79167	5.6295
32879.83333	5.6880
32879.87500	5.6705
32879.91667	5.6450
32879.95833	5.6377
32880.00000	5.6321
32880.04167	5.6403
32880.08333	5.6421
32880.12500	5.6232
32880.16667	5.5923
32880.20833	5.5987
32880.25000	5.6029
32880.29167	5.6032
32880.33333	5.5834
32880.37500	5.5459
32880.41667	5.5794
32880.45833	5.6864
32880.50000	5.7375
32880.54167	5.6981
32880.58333	5.7617
32880.62500	5.8898
32880.66667	6.0277
32880.70833	6.1724
32880.75000	6.2967
32880.79167	6.2219
32880.83333	6.0820
32880.87500	5.9609
32880.91667	5.7570
32880.95833	5.6729
32881.00000	5.6587
32881.04167	5.5829
32881.08333	5.5164
32881.12500	5.4620
32881.16667	5.4233
32881.20833	5.3751
32881.25000	5.3490
32881.29167	5.3569
32881.33333	5.3799
32881.37500	5.4279
32881.41667	5.5378
32881.45833	5.6768
32881.50000	5.7965
32881.54167	5.8800
32881.58333	5.9330
32881.62500	5.9886
32881.66667	6.0133
32881.70833	6.0604
32881.75000	6.1378
32881.79167	6.1978
32881.83333	6.2042
32881.87500	6.0299
32881.91667	6.0093
32881.95833	6.1133
32882.00000	6.1160
32882.04167	5.8072
32882.08333	5.6577
32882.12500	5.5931
32882.16667	5.5888
32882.20833	5.5870
32882.25000	5.5910
32882.29167	5.6180
32882.33333	5.7091
32882.37500	5.8980
32882.41667	6.0102
32882.45833	6.1101
32882.50000	6.2365
32882.54167	6.3450
32882.58333	6.1419
32882.62500	5.9238
32882.66667	5.8314
32882.70833	5.7904
32882.75000	5.7611
32882.79167	5.7815
32882.83333	5.7869
32882.87500	5.7586
32882.91667	5.6789
32882.95833	5.6588
32883.00000	5.6900
32883.04167	5.7761
32883.08333	5.7759
32883.12500	5.6821
32883.16667	5.6052
32883.20833	5.5881
32883.25000	5.6318
32883.29167	5.7238
32883.33333	5.8243
32883.37500	5.9168
32883.41667	6.0164
32883.45833	6.1000
32883.50000	6.1532
32883.54167	6.2794
32883.58333	6.2210
32883.62500	5.8639
32883.66667	5.7185
32883.70833	5.6626
32883.75000	5.6627
32883.79167	5.6609
32883.83333	5.6831
32883.87500	5.6579
32883.91667	5.5665
32883.95833	5.5163
32884.00000	5.5393
32884.04167	5.6453
32884.08333	5.7142
32884.12500	5.6297
32884.16667	5.5267
32884.20833	5.5044
32884.25000	5.4734
32884.29167	5.4815
32884.33333	5.5774
32884.37500	5.7913
32884.41667	5.9261
32884.45833	6.0000
32884.50000	6.0885
32884.54167	6.1413
32884.58333	6.0974
32884.62500	5.8037
32884.66667	5.6567
32884.70833	5.6023
32884.75000	5.6064
32884.79167	5.6247
32884.83333	5.6236
32884.87500	5.6379
32884.91667	5.6745
32884.95833	5.7132
32885.00000	5.6637
32885.04167	5.6178
32885.08333	5.6592
32885.12500	5.7025
32885.16667	5.5795
32885.20833	5.4884
32885.25000	5.4485
32885.29167	5.4411
32885.33333	5.4374
32885.37500	5.5089
32885.41667	5.6608
32885.45833	5.7817
32885.50000	5.8243
32885.54167	5.8482
32885.58333	5.9617
32885.62500	6.1063
32885.66667	6.1823
32885.70833	6.1373
32885.75000	5.8684
32885.79167	5.6652
32885.83333	5.4936
32885.87500	5.3789
32885.91667	5.3271
32885.95833	5.3025
32886.00000	5.2264
32886.04167	5.2027
32886.08333	5.1896
32886.12500	5.2348
32886.16667	5.1913
32886.20833	5.0988
32886.25000	5.0759
32886.29167	5.1519
32886.33333	5.2544
32886.37500	5.3941
32886.41667	5.5947
32886.45833	5.7413
32886.50000	5.8563
32886.54167	6.0337
32886.58333	6.0806
32886.62500	5.8352
32886.66667	5.7190
32886.70833	5.6104
32886.75000	5.5249
32886.79167	5.4669
32886.83333	5.4488
32886.87500	5.4352
32886.91667	5.4024
32886.95833	5.3947
32887.00000	5.3846
32887.04167	5.3578
32887.08333	5.3442
32887.12500	5.3244
32887.16667	5.2993
32887.20833	5.2646
32887.25000	5.2305
32887.29167	5.2277
32887.33333	5.2547
32887.37500	5.2864
32887.41667	5.2902
32887.45833	5.2905
32887.50000	5.3317
32887.54167	5.4156
32887.58333	5.5293
32887.62500	5.5896
32887.66667	5.6067
32887.70833	5.6256
32887.75000	5.6761
32887.79167	5.6805
32887.83333	5.6273
32887.87500	5.5604
32887.91667	5.4917
32887.95833	5.4763
32888.00000	5.5064
32888.04167	5.5043
32888.08333	5.4800
32888.12500	5.3594
32888.16667	5.3487
32888.20833	5.3853
32888.25000	5.2898
32888.29167	5.2343
32888.33333	5.2757
32888.37500	5.3226
32888.41667	5.4209
32888.45833	5.4839
32888.50000	5.5445
32888.54167	5.5724
32888.58333	5.5573
32888.62500	5.4737
32888.66667	5.2871
32888.70833	5.2396
32888.75000	5.3359
32888.79167	5.3274
32888.83333	5.2430
32888.87500	5.2334
32888.91667	5.3017
32888.95833	5.3387
32889.00000	5.2712
32889.04167	5.1447
32889.08333	5.0843
32889.12500	5.1139
32889.16667	5.1918
32889.20833	5.1991
32889.25000	5.2072
32889.29167	5.2410
32889.33333	5.3505
32889.37500	5.4638
32889.41667	5.5570
32889.45833	5.7890
32889.50000	5.9600
32889.54167	6.0308
32889.58333	5.9177
32889.62500	5.5489
32889.66667	5.2804
32889.70833	5.1825
32889.75000	5.2055
32889.79167	5.2852
32889.83333	5.3047
32889.87500	5.1550
32889.91667	4.9503
32889.95833	4.8693
32890.00000	4.8410
32890.04167	4.8066
32890.08333	4.7425
32890.12500	4.6935
32890.16667	4.6528
32890.20833	4.6256
32890.25000	4.6504
32890.29167	4.6646
32890.33333	4.5578
32890.37500	4.5492
32890.41667	4.7938
32890.45833	5.1257
32890.50000	5.3829
32890.54167	5.5512
32890.58333	5.5231
32890.62500	5.0699
32890.66667	4.9708
32890.70833	4.9587
32890.75000	4.9446
32890.79167	4.9368
32890.83333	4.8684
32890.87500	4.7350
32890.91667	4.5967
32890.95833	4.4881
32891.00000	4.3890
32891.04167	4.3157
32891.08333	4.2767
32891.12500	4.2798
32891.16667	4.2967
32891.20833	4.3116
32891.25000	4.3914
32891.29167	4.4367
32891.33333	4.4710
32891.37500	4.5316
32891.41667	4.6759
32891.45833	4.9916
32891.50000	5.2058
32891.54167	5.2455
32891.58333	4.9038
32891.62500	4.5766
32891.66667	4.5200
32891.70833	4.5321
32891.75000	4.5337
32891.79167	4.5234
32891.83333	4.4987
32891.87500	4.3873
32891.91667	4.2099
32891.95833	4.0813
32892.00000	4.0192
32892.04167	3.9991
32892.08333	4.0379
32892.12500	4.0850
32892.16667	4.1285
32892.20833	4.1659
32892.25000	4.1805
32892.29167	4.2242
32892.33333	4.3285
32892.37500	4.4297
32892.41667	4.5541
32892.45833	4.8349
32892.50000	5.1242
32892.54167	5.2215
32892.58333	5.1989
32892.62500	4.8920
32892.66667	4.6340
32892.70833	4.5748
32892.75000	4.5923
32892.79167	4.6195
32892.83333	4.6508
32892.87500	4.4598
32892.91667	4.2323
32892.95833	4.1305
32893.00000	4.0964
32893.04167	4.0867
32893.08333	4.0534
32893.12500	3.9887
32893.16667	3.9567
32893.20833	4.0360
32893.25000	4.1912
32893.29167	4.2687
32893.33333	4.3763
32893.37500	4.4444
32893.41667	4.5090
32893.45833	4.7473
32893.50000	4.9844
32893.54167	5.0693
32893.58333	5.0687
32893.62500	4.8968
32893.66667	4.6043
32893.70833	4.5006
32893.75000	4.4949
32893.79167	4.5397
32893.83333	4.5603
32893.87500	4.4832
32893.91667	4.3647
32893.95833	4.2852
32894.00000	4.1975
32894.04167	4.1437
32894.08333	4.0870
32894.12500	4.0742
32894.16667	4.0855
32894.20833	4.0365
32894.25000	3.9496
32894.29167	3.8537
32894.33333	3.7709
32894.37500	3.7319
32894.41667	3.7195
32894.45833	3.7672
32894.50000	3.9134
32894.54167	4.0545
32894.58333	4.2206
32894.62500	4.2731
32894.66667	4.2076
32894.70833	4.1588
32894.75000	4.2013
32894.79167	4.2523
32894.83333	4.2506
32894.87500	4.1534
32894.91667	3.9577
32894.95833	3.9287
32895.00000	4.0088
32895.04167	4.0701
32895.08333	4.1498
32895.12500	4.2116
32895.16667	4.1943
32895.20833	4.1438
32895.25000	4.0544
32895.29167	3.9044
32895.33333	3.7952
32895.37500	3.7505
32895.41667	3.8179
32895.45833	4.0258
32895.50000	4.1760
32895.54167	4.2337
32895.58333	4.3115
32895.62500	4.3676
32895.66667	4.4195
32895.70833	4.4400
32895.75000	4.3890
32895.79167	4.3350
32895.83333	4.3640
32895.87500	4.3473
32895.91667	4.2688
32895.95833	4.1831
32896.00000	4.0697
32896.04167	4.0082
32896.08333	4.0024
32896.12500	3.9777
32896.16667	3.9498
32896.20833	3.9402
32896.25000	4.0236
32896.29167	4.1520
32896.33333	4.1547
32896.37500	4.0947
32896.41667	4.1702
32896.45833	4.3186
32896.50000	4.4533
32896.54167	4.5646
32896.58333	4.5127
32896.62500	4.3900
32896.66667	4.1917
32896.70833	4.0726
32896.75000	4.0267
32896.79167	4.0413
32896.83333	4.0306
32896.87500	3.9718
32896.91667	3.8768
32896.95833	3.8208
32897.00000	3.8191
32897.04167	3.8249
32897.08333	3.8327
32897.12500	3.9132
32897.16667	3.9884
32897.20833	3.9848
32897.25000	4.0401
32897.29167	4.1869
32897.33333	4.2919
32897.37500	4.4041
32897.41667	4.5491
32897.45833	4.6099
32897.50000	4.6094
32897.54167	4.6832
32897.58333	4.7484
32897.62500	4.6942
32897.66667	4.5469
32897.70833	4.4511
32897.75000	4.5122
32897.79167	4.5614
32897.83333	4.5827
32897.87500	4.5413
32897.91667	4.4870
32897.95833	4.5330
32898.00000	4.5486
32898.04167	4.4160
32898.08333	4.3460
32898.12500	4.3711
32898.16667	4.4242
32898.20833	4.4674
32898.25000	4.4842
32898.29167	4.4262
32898.33333	4.3820
32898.37500	4.4324
32898.41667	4.5554
32898.45833	4.7577
32898.50000	4.9317
32898.54167	4.9378
32898.58333	4.9276
32898.62500	4.8587
32898.66667	4.7426
32898.70833	4.6326
32898.75000	4.5498
32898.79167	4.4963
32898.83333	4.4452
32898.87500	4.3890
32898.91667	4.3624
32898.95833	4.3467
32899.00000	4.2388
32899.04167	4.0890
32899.08333	3.8815
32899.12500	3.7850
32899.16667	3.8185
32899.20833	3.8293
32899.25000	3.8304
32899.29167	3.8919
32899.33333	4.0650
32899.37500	4.2622
32899.41667	4.3928
32899.45833	4.4820
32899.50000	4.5461
32899.54167	4.4395
32899.58333	4.3465
32899.62500	4.3070
32899.66667	4.2161
32899.70833	4.1683
32899.75000	4.1675
32899.79167	4.1198
32899.83333	4.0459
32899.87500	3.9607
32899.91667	3.8647
32899.95833	3.8707
32900.00000	3.8574
32900.04167	3.7581
32900.08333	3.6310
32900.12500	3.4893
32900.16667	3.3873
32900.20833	3.4296
32900.25000	3.4154
32900.29167	3.3886
32900.33333	3.4993
32900.37500	3.5937
32900.41667	3.8072
32900.45833	4.0869
32900.50000	4.2654
32900.54167	4.2441
32900.58333	4.0908
32900.62500	3.9245
32900.66667	3.8552
32900.70833	3.8064
32900.75000	3.7772
32900.79167	3.7787
32900.83333	3.7590
32900.87500	3.7346
32900.91667	3.6984
32900.95833	3.7134
32901.00000	3.7231
32901.04167	3.6842
32901.08333	3.7350
32901.12500	3.9056
32901.16667	3.9076
32901.20833	3.9450
32901.25000	3.9136
32901.29167	3.8114
32901.33333	3.8340
32901.37500	3.8132
32901.41667	3.8895
32901.45833	3.9609
32901.50000	3.8931
32901.54167	3.8291
32901.58333	3.9387
32901.62500	4.1114
32901.66667	4.2593
32901.70833	4.4144
32901.75000	4.3586
32901.79167	4.3779
32901.83333	4.4383
32901.87500	4.4808
32901.91667	4.4518
32901.95833	4.3554
32902.00000	4.2495
32902.04167	4.2022
32902.08333	4.1863
32902.12500	4.1733
32902.16667	4.1409
32902.20833	4.0867
32902.25000	4.0893
32902.29167	4.2176
32902.33333	4.3677
32902.37500	4.5173
32902.41667	4.6405
32902.45833	4.7014
32902.50000	4.7627
32902.54167	4.7834
32902.58333	4.6952
32902.62500	4.5917
32902.66667	4.6846
32902.70833	4.8553
32902.75000	4.9081
32902.79167	4.9594
32902.83333	4.9955
32902.87500	5.0420
32902.91667	5.1250
32902.95833	5.1311
32903.00000	5.0227
32903.04167	4.9181
32903.08333	4.8264
32903.12500	4.7420
32903.16667	4.6912
32903.20833	4.6812
32903.25000	4.6955
32903.29167	4.7479
32903.33333	4.8568
32903.37500	4.9823
32903.41667	5.0854
32903.45833	5.2561
32903.50000	5.3015
32903.54167	5.2463
32903.58333	5.1685
32903.62500	5.1132
32903.66667	5.1520
32903.70833	5.1370
32903.75000	5.1330
32903.79167	5.1445
32903.83333	5.1793
32903.87500	5.2006
32903.91667	5.0757
32903.95833	5.0402
32904.00000	5.1334
32904.04167	5.1904
32904.08333	5.1018
32904.12500	5.0135
32904.16667	4.9709
32904.20833	4.9078
32904.25000	4.8562
32904.29167	4.8210
32904.33333	4.8065
32904.37500	4.8739
32904.41667	5.0100
32904.45833	5.0493
32904.50000	5.0463
32904.54167	5.2376
32904.58333	5.3557
32904.62500	5.2253
32904.66667	5.1081
32904.70833	5.1077
32904.75000	5.1461
32904.79167	5.1861
32904.83333	5.2251
32904.87500	5.2344
32904.91667	5.2190
32904.95833	5.2009
32905.00000	5.1823
32905.04167	5.1745
32905.08333	5.1716
32905.12500	5.1656
32905.16667	5.1518
32905.20833	5.0984
32905.25000	5.0351
32905.29167	5.0069
32905.33333	5.0080
32905.37500	5.0554
32905.41667	5.1133
32905.45833	5.2251
32905.50000	5.4092
32905.54167	5.5753
32905.58333	5.6648
32905.62500	5.6799
32905.66667	5.6178
32905.70833	5.3821
32905.75000	5.2244
32905.79167	5.1947
32905.83333	5.1868
32905.87500	5.1677
32905.91667	5.1462
32905.95833	5.1422
32906.00000	5.1301
32906.04167	5.1070
32906.08333	5.0876
32906.12500	5.0796
32906.16667	5.0873
32906.20833	5.0979
32906.25000	5.0695
32906.29167	5.0179
32906.33333	5.0040
32906.37500	5.0640
32906.41667	5.2131
32906.45833	5.3752
32906.50000	5.5866
32906.54167	5.8280
32906.58333	5.9649
32906.62500	5.9663
32906.66667	5.7879
32906.70833	5.4553
32906.75000	5.3326
32906.79167	5.3306
32906.83333	5.3484
32906.87500	5.3336
32906.91667	5.3153
32906.95833	5.2792
32907.00000	5.2279
32907.04167	5.2070
32907.08333	5.1945
32907.12500	5.1950
32907.16667	5.2048
32907.20833	5.2238
32907.25000	5.1782
32907.29167	5.1134
32907.33333	5.0653
32907.37500	5.1191
32907.41667	5.2130
32907.45833	5.3728
32907.50000	5.6474
32907.54167	5.8915
32907.58333	6.0352
32907.62500	6.0686
32907.66667	5.8456
32907.70833	5.4643
32907.75000	5.3624
32907.79167	5.3755
32907.83333	5.3916
32907.87500	5.3949
32907.91667	5.3426
32907.95833	5.2389
32908.00000	5.1707
32908.04167	5.1322
32908.08333	5.1264
32908.12500	5.1448
32908.16667	5.1670
32908.20833	5.1443
32908.25000	5.1113
32908.29167	5.0768
32908.33333	5.0330
32908.37500	5.0125
32908.41667	5.0596
32908.45833	5.1237
32908.50000	5.2106
32908.54167	5.3449
32908.58333	5.4801
32908.62500	5.5999
32908.66667	5.7259
32908.70833	5.8539
32908.75000	5.9704
32908.79167	6.0735
32908.83333	6.1213
32908.87500	6.1150
32908.91667	6.0529
32908.95833	5.9775
32909.00000	5.8906
32909.04167	5.7474
32909.08333	5.6041
32909.12500	5.4910
32909.16667	5.4287
32909.20833	5.3614
32909.25000	5.2710
32909.29167	5.2039
32909.33333	5.1574
32909.37500	5.1486
32909.41667	5.1667
32909.45833	5.2375
32909.50000	5.2967
32909.54167	5.3572
32909.58333	5.4538
32909.62500	5.5540
32909.66667	5.6422
32909.70833	5.7163
32909.75000	5.8484
32909.79167	5.9857
32909.83333	6.0016
32909.87500	5.9557
32909.91667	5.9302
32909.95833	5.9017
32910.00000	5.9007
32910.04167	5.9319
32910.08333	5.9600
32910.12500	5.9568
32910.16667	5.9399
32910.20833	5.9156
32910.25000	5.8935
32910.29167	5.8899
32910.33333	5.9790
32910.37500	6.0976
32910.41667	6.0169
32910.45833	5.9625
32910.50000	6.1334
32910.54167	6.4195
32910.58333	6.5777
32910.62500	6.4998
32910.66667	6.3368
32910.70833	6.0249
32910.75000	5.7082
32910.79167	5.5509
32910.83333	5.5384
32910.87500	5.5106
32910.91667	5.4714
32910.95833	5.4409
32911.00000	5.4163
32911.04167	5.4302
32911.08333	5.4336
32911.12500	5.4312
32911.16667	5.4776
32911.20833	5.5077
32911.25000	5.6065
32911.29167	5.6831
32911.33333	5.6866
32911.37500	5.6602
32911.41667	5.7190
32911.45833	6.0456
32911.50000	6.3640
32911.54167	6.5509
32911.58333	6.6646
32911.62500	6.6567
32911.66667	6.4099
32911.70833	5.9073
32911.75000	5.6979
32911.79167	5.6642
32911.83333	5.6502
32911.87500	5.6624
32911.91667	5.6573
32911.95833	5.6444
32912.00000	5.6418
32912.04167	5.6281
32912.08333	5.6224
32912.12500	5.6428
32912.16667	5.6900
32912.20833	5.7107
32912.25000	5.6758
32912.29167	5.6445
32912.33333	5.6153
32912.37500	5.6568
32912.41667	5.9110
32912.45833	6.2721
32912.50000	6.6313
32912.54167	6.8695
32912.58333	6.9230
32912.62500	6.5860
32912.66667	5.9304
32912.70833	5.6954
32912.75000	5.6278
32912.79167	5.6202
32912.83333	5.6374
32912.87500	5.6928
32912.91667	5.6862
32912.95833	5.6344
32913.00000	5.6331
32913.04167	5.6218
32913.08333	5.5858
32913.12500	5.4763
32913.16667	5.4522
32913.20833	5.5257
32913.25000	5.5574
32913.29167	5.5085
32913.33333	5.4835
32913.37500	5.4718
32913.41667	5.4361
32913.45833	5.5684
32913.50000	6.0394
32913.54167	6.5172
32913.58333	6.6602
32913.62500	6.4991
32913.66667	5.8274
32913.70833	5.5912
32913.75000	5.5197
32913.79167	5.4995
32913.83333	5.5129
32913.87500	5.5672
32913.91667	5.5078
32913.95833	5.4015
32914.00000	5.3588
32914.04167	5.3936
32914.08333	5.4327
32914.12500	5.4659
32914.16667	5.4732
32914.20833	5.4291
32914.25000	5.3980
32914.29167	5.4100
32914.33333	5.4825
32914.37500	5.5828
32914.41667	5.6390
32914.45833	5.8204
32914.50000	6.2075
32914.54167	6.5690
32914.58333	6.7123
32914.62500	6.5498
32914.66667	5.9811
32914.70833	5.5839
32914.75000	5.4695
32914.79167	5.4336
32914.83333	5.3971
32914.87500	5.3940
32914.91667	5.4258
32914.95833	5.4590
32915.00000	5.6545
32915.04167	5.6465
32915.08333	5.5957
32915.12500	5.5410
32915.16667	5.4975
32915.20833	5.4901
32915.25000	5.5244
32915.29167	5.6046
32915.33333	5.6754
32915.37500	5.7296
32915.41667	5.7241
32915.45833	5.7124
32915.50000	5.7332
32915.54167	5.7635
32915.58333	5.7749
32915.62500	5.7862
32915.66667	5.8155
32915.70833	5.8345
32915.75000	5.8973
32915.79167	5.9849
32915.83333	6.0584
32915.87500	6.0930
32915.91667	6.0957
32915.95833	6.0676
32916.00000	6.0029
32916.04167	5.9274
32916.08333	5.8668
32916.12500	5.7850
32916.16667	5.7212
32916.20833	5.6848
32916.25000	5.6743
32916.29167	5.6845
32916.33333	5.7103
32916.37500	5.6503
32916.41667	5.5896
32916.45833	5.5349
32916.50000	5.5068
32916.54167	5.5108
32916.58333	5.5403
32916.62500	5.5462
32916.66667	5.5387
32916.70833	5.5800
32916.75000	5.6620
32916.79167	5.7069
32916.83333	5.7295
32916.87500	5.7277
32916.91667	5.7261
32916.95833	5.6958
32917.00000	5.6497
32917.04167	5.6042
32917.08333	5.5567
32917.12500	5.4822
32917.16667	5.3855
32917.20833	5.3491
32917.25000	5.3189
32917.29167	5.3163
32917.33333	5.3979
32917.37500	5.4045
32917.41667	5.1006
32917.45833	5.0461
32917.50000	5.4316
32917.54167	5.8118
32917.58333	5.8830
32917.62500	5.3532
32917.66667	5.0725
32917.70833	5.0190
32917.75000	5.0222
32917.79167	5.0282
32917.83333	5.0801
32917.87500	5.2375
32917.91667	5.2922
32917.95833	5.1639
32918.00000	5.0710
32918.04167	5.0232
32918.08333	4.9969
32918.12500	4.9972
32918.16667	4.9818
32918.20833	4.9787
32918.25000	5.0075
32918.29167	5.0323
32918.33333	5.0441
32918.37500	5.0738
32918.41667	5.1317
32918.45833	5.2066
32918.50000	5.3228
32918.54167	5.4560
32918.58333	5.5960
32918.62500	5.7334
32918.66667	5.8890
32918.70833	5.7986
32918.75000	5.4072
32918.79167	5.2795
32918.83333	5.1664
32918.87500	5.0736
32918.91667	5.0350
32918.95833	5.0030
32919.00000	4.9251
32919.04167	4.8713
32919.08333	4.8972
32919.12500	4.9448
32919.16667	4.9992
32919.20833	5.0512
32919.25000	5.0807
32919.29167	5.1047
32919.33333	5.1304
32919.37500	5.1414
32919.41667	5.1436
32919.45833	5.1044
32919.50000	5.1354
32919.54167	5.3047
32919.58333	5.5654
32919.62500	5.8081
32919.66667	5.9301
32919.70833	5.9428
32919.75000	5.9302
32919.79167	5.6282
32919.83333	5.3934
32919.87500	5.3722
32919.91667	5.2037
32919.95833	5.0696
32920.00000	4.9952
32920.04167	4.9645
32920.08333	4.9358
32920.12500	4.9095
32920.16667	4.9030
32920.20833	4.8941
32920.25000	4.8588
32920.29167	4.8101
32920.33333	4.7766
32920.37500	4.7682
32920.41667	4.8437
32920.45833	4.9388
32920.50000	5.1162
32920.54167	5.4310
32920.58333	5.7903
32920.62500	5.9663
32920.66667	5.8726
32920.70833	5.5189
32920.75000	5.3070
32920.79167	5.2505
32920.83333	5.1817
32920.87500	5.1060
32920.91667	5.0187
32920.95833	4.9599
32921.00000	4.9464
32921.04167	5.0085
32921.08333	5.0317
32921.12500	4.9992
32921.16667	4.9586
32921.20833	4.8930
32921.25000	4.8328
32921.29167	4.8251
32921.33333	4.8340
32921.37500	4.8733
32921.41667	4.9988
32921.45833	5.1191
32921.50000	5.0653
32921.54167	5.2136
32921.58333	5.5264
32921.62500	5.7039
32921.66667	5.7834
32921.70833	5.5901
32921.75000	5.2763
32921.79167	5.0892
32921.83333	4.9311
32921.87500	4.8515
32921.91667	4.7983
32921.95833	4.7498
32922.00000	4.7431
32922.04167	4.7844
32922.08333	4.8146
32922.12500	4.7702
32922.16667	4.7859
32922.20833	4.8312
32922.25000	4.8594
32922.29167	4.8652
32922.33333	4.8111
32922.37500	4.8335
32922.41667	4.9576
32922.45833	5.1121
32922.50000	5.1925
32922.54167	5.2840
32922.58333	5.2950
32922.62500	5.3312
32922.66667	5.3827
32922.70833	5.4262
32922.75000	5.4769
32922.79167	5.5043
32922.83333	5.5496
32922.87500	5.5775
32922.91667	5.5844
32922.95833	5.6183
32923.00000	5.6197
32923.04167	5.6038
32923.08333	5.5655
32923.12500	5.5378
32923.16667	5.4964
32923.20833	5.4504
32923.25000	5.4130
32923.29167	5.3718
32923.33333	5.3937
32923.37500	5.4364
32923.41667	5.4681
32923.45833	5.5379
32923.50000	5.6086
32923.54167	5.5722
32923.58333	5.4826
32923.62500	5.3909
32923.66667	5.3905
32923.70833	5.4324
32923.75000	5.4662
32923.79167	5.5412
32923.83333	5.6460
32923.87500	5.7172
32923.91667	5.7422
32923.95833	5.7609
32924.00000	5.7200
32924.04167	5.6805
32924.08333	5.6530
32924.12500	5.6162
32924.16667	5.5133
32924.20833	5.3973
32924.25000	5.3649
32924.29167	5.4196
32924.33333	5.5247
32924.37500	5.7679
32924.41667	5.9204
32924.45833	5.5642
32924.50000	5.6260
32924.54167	6.1076
32924.58333	6.6759
32924.62500	6.6160
32924.66667	5.9473
32924.70833	5.4379
32924.75000	5.2526
32924.79167	5.1553
32924.83333	5.0622
32924.87500	5.0323
32924.91667	5.0923
32924.95833	5.1143
32925.00000	5.1099
32925.04167	5.1198
32925.08333	5.1182
32925.12500	5.0580
32925.16667	4.9678
32925.20833	4.9120
32925.25000	4.8630
32925.29167	4.8259
32925.33333	4.8258
32925.37500	4.9124
32925.41667	5.1344
32925.45833	5.4069
32925.50000	5.4611
32925.54167	5.2571
32925.58333	5.7331
32925.62500	6.3174
32925.66667	6.7133
32925.70833	6.7590
32925.75000	6.2749
32925.79167	5.8000
32925.83333	5.5434
32925.87500	5.4854
