time [d]	InflowT [°C]
37911.08333	15.2222
37911.12500	15.3034
37911.16667	15.3838
37911.20833	15.4262
37911.25000	15.3809
37911.29167	15.2826
37911.33333	15.2121
37911.37500	14.9904
37911.41667	14.9375
37911.45833	15.4194
37911.50000	15.9686
37911.54167	15.9718
37911.58333	15.8577
37911.62500	15.5869
37911.66667	15.1950
37911.70833	14.9119
37911.75000	14.7257
37911.79167	14.5912
37911.83333	14.5124
37911.87500	14.5154
37911.91667	14.5543
37911.95833	14.5619
37912.00000	14.5869
37912.04167	14.6260
37912.08333	14.6662
37912.12500	14.7129
37912.16667	14.7207
37912.20833	14.6629
37912.25000	14.5896
37912.29167	14.3316
37912.33333	14.0569
37912.37500	13.9994
37912.41667	14.3525
37912.45833	14.8036
37912.50000	15.1516
37912.54167	15.2747
37912.58333	15.2626
37912.62500	14.7266
37912.66667	14.3021
37912.70833	14.1195
37912.75000	14.0990
37912.79167	14.0761
37912.83333	14.0245
37912.87500	13.9526
37912.91667	13.8996
37912.95833	13.8610
37913.00000	13.7891
37913.04167	13.6846
37913.08333	13.5355
37913.12500	13.4649
37913.16667	13.5269
37913.20833	13.5485
37913.25000	13.4663
37913.29167	13.5044
37913.33333	13.6381
37913.37500	13.9779
37913.41667	14.2003
37913.45833	14.4197
37913.50000	14.4875
37913.54167	14.4681
37913.58333	14.3079
37913.62500	14.0532
37913.66667	13.9635
37913.70833	13.8744
37913.75000	13.6698
37913.79167	13.5285
37913.83333	13.5069
37913.87500	13.7028
37913.91667	13.7048
37913.95833	13.6394
37914.00000	13.5396
37914.04167	13.4890
37914.08333	13.4234
37914.12500	13.2933
37914.16667	13.2218
37914.20833	13.0485
37914.25000	12.9966
37914.29167	12.9717
37914.33333	13.0079
37914.37500	13.0552
37914.41667	13.0112
37914.45833	12.9868
37914.50000	12.9762
37914.54167	13.0678
37914.58333	12.9904
37914.62500	12.9504
37914.66667	12.6936
37914.70833	12.4075
37914.75000	12.1401
37914.79167	12.1754
37914.83333	12.2921
37914.87500	12.3776
37914.91667	12.4213
37914.95833	12.4874
37915.00000	12.4295
37915.04167	12.3613
37915.08333	12.2330
37915.12500	12.1506
37915.16667	12.2306
37915.20833	12.3602
37915.25000	12.5206
37915.29167	12.3704
37915.33333	11.9771
37915.37500	12.4967
37915.41667	12.8930
37915.45833	13.2647
37915.50000	13.2317
37915.54167	13.0958
37915.58333	13.0067
37915.62500	12.9207
37915.66667	12.6139
37915.70833	12.3609
37915.75000	12.6439
37915.79167	12.8681
37915.83333	12.8963
37915.87500	12.8768
37915.91667	12.8293
37915.95833	12.7655
37916.00000	12.7070
37916.04167	12.6727
37916.08333	12.3892
37916.12500	11.9156
37916.16667	11.6346
37916.20833	11.4621
37916.25000	11.3105
37916.29167	11.2050
37916.33333	11.2751
37916.37500	11.5894
37916.41667	12.0660
37916.45833	12.3381
37916.50000	12.4896
37916.54167	12.6331
37916.58333	12.5483
37916.62500	12.4968
37916.66667	12.7588
37916.70833	12.8441
37916.75000	12.8448
37916.79167	12.8028
37916.83333	12.7429
37916.87500	12.6815
37916.91667	12.6156
37916.95833	12.5403
37917.00000	12.4780
37917.04167	12.4350
37917.08333	12.3943
37917.12500	12.3420
37917.16667	12.2870
37917.20833	12.1422
37917.25000	12.0265
37917.29167	11.9421
37917.33333	11.9361
37917.37500	12.1663
37917.41667	12.2123
37917.45833	12.2730
37917.50000	12.2770
37917.54167	12.2255
37917.58333	12.1660
37917.62500	12.0054
37917.66667	11.8152
37917.70833	11.7822
37917.75000	11.7903
37917.79167	11.7682
37917.83333	11.8110
37917.87500	11.7955
37917.91667	11.7642
37917.95833	11.9011
37918.00000	12.0053
37918.04167	11.9927
37918.08333	11.9568
37918.12500	11.7245
37918.16667	11.5585
37918.20833	11.1795
37918.25000	11.0565
37918.29167	10.7382
37918.33333	10.6307
37918.37500	10.8762
37918.41667	11.4384
37918.45833	11.6670
37918.50000	11.9650
37918.54167	12.1899
37918.58333	12.1570
37918.62500	12.1333
37918.66667	12.1197
37918.70833	12.0496
37918.75000	11.9399
37918.79167	11.8040
37918.83333	11.9301
37918.87500	12.1440
37918.91667	12.1574
37918.95833	12.1632
37919.00000	12.1882
37919.04167	12.2039
37919.08333	12.1288
37919.12500	12.0334
37919.16667	11.9545
37919.20833	11.6234
37919.25000	11.2374
37919.29167	10.9133
37919.33333	10.7785
37919.37500	11.2751
37919.41667	11.4588
37919.45833	11.6313
37919.50000	12.0448
37919.54167	12.2938
37919.58333	12.3002
37919.62500	12.1700
37919.66667	12.0617
37919.70833	12.1318
37919.75000	12.2149
37919.79167	12.2125
37919.83333	12.1805
37919.87500	12.1578
37919.91667	12.1387
37919.95833	11.9976
37920.00000	11.7549
37920.04167	11.5490
37920.08333	11.5040
37920.12500	11.4840
37920.16667	11.3139
37920.20833	11.1652
37920.25000	10.9931
37920.29167	10.7547
37920.33333	10.6038
37920.37500	10.4164
37920.41667	10.4575
37920.45833	10.6042
37920.50000	10.7999
37920.54167	11.1138
37920.58333	11.2901
37920.62500	11.4559
37920.66667	11.4461
37920.70833	11.4240
37920.75000	11.3621
37920.79167	11.2928
37920.83333	11.2856
37920.87500	11.1801
37920.91667	11.2576
37920.95833	11.3636
37921.00000	11.3519
37921.04167	11.3218
37921.08333	11.2974
37921.12500	11.3420
37921.16667	11.4066
37921.20833	11.4620
37921.25000	11.4843
37921.29167	11.5068
37921.33333	11.4669
37921.37500	11.4457
37921.41667	11.5035
37921.45833	11.4816
37921.50000	11.5457
37921.54167	11.5756
37921.58333	11.6477
37921.62500	11.6660
37921.66667	11.8003
37921.70833	11.8082
37921.75000	11.7803
37921.79167	11.7149
37921.83333	11.6395
37921.87500	11.6063
37921.91667	11.6155
37921.95833	11.6637
37922.00000	11.7036
37922.04167	11.7740
37922.08333	11.8793
37922.12500	11.9707
37922.16667	12.0219
37922.20833	12.0366
37922.25000	12.0391
37922.29167	12.0264
37922.33333	12.0288
37922.37500	11.9873
37922.41667	11.9829
37922.45833	12.2533
37922.50000	12.3892
37922.54167	12.5550
37922.58333	12.6218
37922.62500	12.6828
37922.66667	12.6981
37922.70833	12.6040
37922.75000	12.3644
37922.79167	12.1149
37922.83333	12.0321
37922.87500	12.0353
37922.91667	12.0610
37922.95833	12.0116
37923.00000	11.9739
37923.04167	11.9826
37923.08333	12.0098
37923.12500	12.0028
37923.16667	12.0251
37923.20833	11.9964
37923.25000	11.9176
37923.29167	11.8218
37923.33333	11.6263
37923.37500	11.5131
37923.41667	11.5417
37923.45833	11.8270
37923.50000	12.2596
37923.54167	12.5503
37923.58333	12.7451
37923.62500	12.7707
37923.66667	12.8019
37923.70833	12.4952
37923.75000	12.3379
37923.79167	12.2801
37923.83333	12.2323
37923.87500	12.1924
37923.91667	12.1431
37923.95833	12.0824
37924.00000	12.0147
37924.04167	11.9569
37924.08333	11.9247
37924.12500	11.8789
37924.16667	11.8458
37924.20833	11.8179
37924.25000	11.7250
37924.29167	11.6189
37924.33333	11.5466
37924.37500	11.4883
37924.41667	11.6747
37924.45833	11.9456
37924.50000	12.2407
37924.54167	12.5106
37924.58333	12.4920
37924.62500	12.4449
37924.66667	12.3432
37924.70833	12.0603
37924.75000	12.0083
37924.79167	12.0604
37924.83333	12.1224
37924.87500	12.1650
37924.91667	12.2488
37924.95833	12.2123
37925.00000	12.1153
37925.04167	12.0096
37925.08333	11.9297
37925.12500	11.7914
37925.16667	11.5304
37925.20833	11.2493
37925.25000	11.0068
37925.29167	10.8822
37925.33333	10.8402
37925.37500	10.7149
37925.41667	10.6277
37925.45833	10.7369
37925.50000	10.8970
37925.54167	11.0483
37925.58333	11.1788
37925.62500	11.3367
37925.66667	11.3486
37925.70833	11.3567
37925.75000	11.3264
37925.79167	11.2852
37925.83333	11.2410
37925.87500	11.2031
37925.91667	11.1842
37925.95833	11.1717
37926.00000	11.1533
37926.04167	11.2067
37926.08333	11.2069
37926.12500	11.1218
37926.16667	11.0629
37926.20833	11.0612
37926.25000	11.0001
37926.29167	10.9429
37926.33333	10.9779
37926.37500	11.0384
37926.41667	11.0790
37926.45833	11.0994
37926.50000	11.1228
37926.54167	11.1262
37926.58333	11.2506
37926.62500	11.1656
37926.66667	11.1611
37926.70833	11.1991
37926.75000	11.1079
37926.79167	11.1303
37926.83333	11.1551
37926.87500	11.0805
37926.91667	11.0933
37926.95833	11.1653
37927.00000	11.0814
37927.04167	11.0071
37927.08333	10.8829
37927.12500	10.8171
37927.16667	10.8208
37927.20833	10.7464
37927.25000	10.7184
37927.29167	10.7563
37927.33333	10.8335
37927.37500	10.8305
37927.41667	10.7935
37927.45833	10.8272
37927.50000	10.8344
37927.54167	10.9410
37927.58333	10.9115
37927.62500	10.9070
37927.66667	10.9060
37927.70833	10.8372
37927.75000	10.8228
37927.79167	10.9181
37927.83333	10.8018
37927.87500	10.7745
37927.91667	10.6196
37927.95833	10.6941
37928.00000	10.7111
37928.04167	10.7705
37928.08333	10.7709
37928.12500	10.6445
37928.16667	10.7578
37928.20833	10.7702
37928.25000	10.7318
37928.29167	10.7960
37928.33333	10.8529
37928.37500	10.9420
37928.41667	11.0453
37928.45833	11.2795
37928.50000	11.4498
37928.54167	11.5268
37928.58333	11.6678
37928.62500	11.6190
37928.66667	11.4099
37928.70833	11.1986
37928.75000	11.0480
37928.79167	11.0376
37928.83333	11.0443
37928.87500	11.0523
37928.91667	11.1696
37928.95833	11.2738
37929.00000	11.1916
37929.04167	11.1065
37929.08333	10.9940
37929.12500	10.9037
37929.16667	10.8018
37929.20833	10.7198
37929.25000	10.7211
37929.29167	10.7438
37929.33333	10.8954
37929.37500	11.1768
37929.41667	11.1249
37929.45833	11.2945
37929.50000	11.5684
37929.54167	11.6806
37929.58333	11.7309
37929.62500	11.7375
37929.66667	11.7094
37929.70833	11.7372
37929.75000	11.7574
37929.79167	11.7062
37929.83333	11.5743
37929.87500	11.5563
37929.91667	11.5376
37929.95833	11.5065
37930.00000	11.3665
37930.04167	11.1602
37930.08333	10.8448
37930.12500	10.6646
37930.16667	10.5395
37930.20833	10.4096
37930.25000	10.3456
37930.29167	10.3164
37930.33333	10.1184
37930.37500	10.0095
37930.41667	10.0511
37930.45833	10.0412
37930.50000	10.1898
37930.54167	10.2026
37930.58333	10.3741
37930.62500	10.3658
37930.66667	10.4825
37930.70833	10.5869
37930.75000	10.6214
37930.79167	10.7432
37930.83333	10.8177
37930.87500	10.5914
37930.91667	10.3942
37930.95833	10.1387
37931.00000	9.9995
37931.04167	9.9038
37931.08333	9.8046
37931.12500	9.7019
37931.16667	9.8636
37931.20833	10.1736
37931.25000	10.1656
37931.29167	10.0833
37931.33333	10.0506
37931.37500	10.1553
37931.41667	10.1834
37931.45833	10.3116
37931.50000	10.2105
37931.54167	10.3149
37931.58333	10.3020
37931.62500	10.2965
37931.66667	10.2175
37931.70833	10.2745
37931.75000	10.0985
37931.79167	10.1966
37931.83333	10.4777
37931.87500	10.5696
37931.91667	10.7259
37931.95833	10.3796
37932.00000	9.7899
37932.04167	9.9072
37932.08333	9.8657
37932.12500	9.6356
37932.16667	9.8401
37932.20833	9.6384
37932.25000	9.7228
37932.29167	9.9243
37932.33333	10.1365
37932.37500	10.2641
37932.41667	10.5150
37932.45833	10.6383
37932.50000	10.6724
37932.54167	10.8904
37932.58333	10.9217
37932.62500	11.0073
37932.66667	10.9643
37932.70833	10.7874
37932.75000	10.8249
37932.79167	10.7832
37932.83333	10.6773
37932.87500	10.5032
37932.91667	10.6680
37932.95833	10.5451
37933.00000	10.4119
37933.04167	10.3495
37933.08333	10.0608
37933.12500	9.8694
37933.16667	9.9998
37933.20833	10.1411
37933.25000	10.4483
37933.29167	10.6280
37933.33333	10.8289
37933.37500	11.1528
37933.41667	11.7523
37933.45833	11.9607
37933.50000	11.8277
37933.54167	11.8221
37933.58333	11.6470
37933.62500	11.4358
37933.66667	11.1863
37933.70833	11.1084
37933.75000	10.4938
37933.79167	10.1762
37933.83333	9.9813
37933.87500	9.8832
37933.91667	9.6662
37933.95833	9.9232
37934.00000	10.2478
37934.04167	10.4920
37934.08333	10.4677
37934.12500	10.3263
37934.16667	10.1354
37934.20833	10.0995
37934.25000	9.9517
37934.29167	9.8791
37934.33333	9.6942
37934.37500	9.5409
37934.41667	9.5100
37934.45833	9.3689
37934.50000	9.2694
37934.54167	9.1349
37934.58333	9.2199
37934.62500	9.2789
37934.66667	9.6461
37934.70833	9.9350
37934.75000	10.0784
37934.79167	10.1188
37934.83333	10.2421
37934.87500	10.1801
37934.91667	10.3180
37934.95833	10.4875
37935.00000	10.5179
37935.04167	10.6386
37935.08333	10.1731
37935.12500	9.8865
37935.16667	9.8655
37935.20833	9.6779
37935.25000	9.6393
37935.29167	9.5047
37935.33333	9.1535
37935.37500	9.0570
37935.41667	9.5702
37935.45833	9.6321
37935.50000	9.8339
37935.54167	9.8639
37935.58333	9.8426
37935.62500	9.5757
37935.66667	9.8181
37935.70833	9.7746
37935.75000	10.0499
37935.79167	10.2160
37935.83333	10.2314
37935.87500	9.9626
37935.91667	9.9986
37935.95833	10.2026
37936.00000	10.2453
37936.04167	10.6034
37936.08333	11.0745
37936.12500	11.0122
37936.16667	10.8717
37936.20833	10.6268
37936.25000	10.7357
37936.29167	10.5866
37936.33333	10.0861
37936.37500	9.7429
37936.41667	9.6706
37936.45833	9.8945
37936.50000	10.4367
37936.54167	10.6967
37936.58333	10.5837
37936.62500	10.6615
37936.66667	10.7183
37936.70833	10.6714
37936.75000	10.5708
37936.79167	10.8945
37936.83333	11.0789
37936.87500	10.6848
37936.91667	10.5924
37936.95833	10.5487
37937.00000	10.5790
37937.04167	10.6524
37937.08333	10.6584
37937.12500	10.5092
37937.16667	10.2166
37937.20833	9.4364
37937.25000	8.7344
37937.29167	8.4253
37937.33333	8.5892
37937.37500	8.9668
37937.41667	9.2932
37937.45833	9.3626
37937.50000	9.4664
37937.54167	9.7263
37937.58333	9.8177
37937.62500	9.9402
37937.66667	9.7858
37937.70833	9.6449
37937.75000	10.0038
37937.79167	9.9994
37937.83333	9.5336
37937.87500	9.6259
37937.91667	9.4901
37937.95833	9.1984
37938.00000	9.1470
37938.04167	9.3399
37938.08333	9.7242
37938.12500	10.2712
37938.16667	10.1807
37938.20833	10.0067
37938.25000	9.7891
37938.29167	9.6142
37938.33333	9.5542
37938.37500	9.5055
37938.41667	9.4588
37938.45833	9.5161
37938.50000	9.7305
37938.54167	10.2984
37938.58333	10.5250
37938.62500	10.6140
37938.66667	10.7718
37938.70833	10.7524
37938.75000	10.5480
37938.79167	10.2034
37938.83333	9.9470
37938.87500	10.0296
37938.91667	9.9732
37938.95833	9.9872
37939.00000	10.0232
37939.04167	10.0629
37939.08333	10.0619
37939.12500	9.9123
37939.16667	9.1694
37939.20833	8.8866
37939.25000	8.7253
37939.29167	8.5680
37939.33333	8.6050
37939.37500	8.6778
37939.41667	9.0150
37939.45833	9.4631
37939.50000	9.8741
37939.54167	10.2256
37939.58333	10.3487
37939.62500	9.7296
37939.66667	9.2934
37939.70833	9.1556
37939.75000	9.3607
37939.79167	9.5190
37939.83333	9.4931
37939.87500	9.5508
37939.91667	9.5424
37939.95833	9.3493
37940.00000	9.1981
37940.04167	9.1472
37940.08333	9.0954
37940.12500	8.9696
37940.16667	8.4273
37940.20833	7.8014
37940.25000	7.8119
37940.29167	7.6460
37940.33333	7.7034
37940.37500	7.9395
37940.41667	8.1678
37940.45833	8.4216
37940.50000	8.6690
37940.54167	9.0373
37940.58333	9.6627
37940.62500	9.8725
37940.66667	9.2321
37940.70833	8.7634
37940.75000	8.8963
37940.79167	9.0548
37940.83333	9.0607
37940.87500	9.0141
37940.91667	9.0956
37940.95833	9.0677
37941.00000	8.9621
37941.04167	8.8860
37941.08333	8.7504
37941.12500	8.0274
37941.16667	7.4890
37941.20833	7.2576
37941.25000	7.2613
37941.29167	7.3296
37941.33333	7.3366
37941.37500	7.3614
37941.41667	7.3040
37941.45833	7.2173
37941.50000	7.1225
37941.54167	7.3065
37941.58333	7.5032
37941.62500	7.5519
37941.66667	7.4978
37941.70833	7.3565
37941.75000	7.3484
37941.79167	7.4814
37941.83333	7.5954
37941.87500	7.4975
37941.91667	7.3999
37941.95833	7.5886
37942.00000	7.6241
37942.04167	7.4409
37942.08333	7.2757
37942.12500	7.1779
37942.16667	7.2220
37942.20833	7.1426
37942.25000	7.3169
37942.29167	7.2678
37942.33333	7.2048
37942.37500	6.9931
37942.41667	6.7611
37942.45833	6.7633
37942.50000	6.6952
37942.54167	6.5996
37942.58333	6.4399
37942.62500	6.3699
37942.66667	6.7932
37942.70833	6.8910
37942.75000	6.7131
37942.79167	6.6483
37942.83333	6.6332
37942.87500	6.6749
37942.91667	6.6532
37942.95833	6.4066
37943.00000	6.5014
37943.04167	6.6034
37943.08333	6.5923
37943.12500	6.5894
37943.16667	6.6631
37943.20833	6.7414
37943.25000	6.8081
37943.29167	6.8542
37943.33333	6.8750
37943.37500	6.9978
37943.41667	7.2823
37943.45833	7.7402
37943.50000	7.9023
37943.54167	7.8466
37943.58333	7.7787
37943.62500	7.7948
37943.66667	7.9765
37943.70833	7.8828
37943.75000	8.1343
37943.79167	8.3075
37943.83333	8.2787
37943.87500	8.1957
37943.91667	8.3896
37943.95833	8.4883
37944.00000	8.4595
37944.04167	8.3527
37944.08333	8.3631
37944.12500	7.8761
37944.16667	6.8193
37944.20833	6.9421
37944.25000	6.4159
37944.29167	6.2801
37944.33333	6.1892
37944.37500	6.0904
37944.41667	6.1737
37944.45833	6.8286
37944.50000	7.3624
37944.54167	7.6734
37944.58333	7.9447
37944.62500	7.9497
37944.66667	8.1858
37944.70833	8.7105
37944.75000	8.8910
37944.79167	8.6592
37944.83333	8.4204
37944.87500	8.5451
37944.91667	8.6737
37944.95833	8.7222
37945.00000	8.6376
37945.04167	8.5019
37945.08333	8.3782
37945.12500	8.2540
37945.16667	7.6890
37945.20833	7.2811
37945.25000	7.3262
37945.29167	7.3696
37945.33333	7.3865
37945.37500	7.4196
37945.41667	7.6594
37945.45833	7.7664
37945.50000	7.8902
37945.54167	8.0527
37945.58333	8.2976
37945.62500	8.4796
37945.66667	8.4023
37945.70833	8.1505
37945.75000	8.1897
37945.79167	8.0151
37945.83333	7.8764
37945.87500	7.8650
37945.91667	7.9050
37945.95833	7.8827
37946.00000	8.0356
37946.04167	7.9837
37946.08333	7.9446
37946.12500	7.8737
37946.16667	7.9493
37946.20833	7.9046
37946.25000	7.8182
37946.29167	7.7486
37946.33333	7.6298
37946.37500	7.6663
37946.41667	7.8736
37946.45833	7.9737
37946.50000	8.1067
37946.54167	8.2479
37946.58333	8.1437
37946.62500	8.0293
37946.66667	8.0079
37946.70833	8.0268
37946.75000	8.0063
37946.79167	8.1354
37946.83333	8.0025
37946.87500	8.0400
37946.91667	8.3841
37946.95833	8.5519
37947.00000	8.5480
37947.04167	8.4448
37947.08333	8.1681
37947.12500	8.0111
37947.16667	7.8747
37947.20833	7.5739
37947.25000	7.4125
37947.29167	7.4231
37947.33333	7.4543
37947.37500	7.5444
37947.41667	7.7619
37947.45833	8.0463
37947.50000	8.2453
37947.54167	8.3919
37947.58333	8.5757
37947.62500	8.6179
37947.66667	8.6388
37947.70833	8.5686
37947.75000	8.2387
37947.79167	8.1090
37947.83333	8.0851
37947.87500	8.0920
37947.91667	8.2016
37947.95833	8.3387
37948.00000	8.4732
37948.04167	8.5750
37948.08333	8.4049
37948.12500	8.1338
37948.16667	8.0488
37948.20833	8.0710
37948.25000	8.1014
37948.29167	8.1163
37948.33333	8.1782
37948.37500	8.2113
37948.41667	8.3279
37948.45833	8.3675
37948.50000	8.3338
37948.54167	8.2707
37948.58333	8.2695
37948.62500	8.2011
37948.66667	8.1594
37948.70833	8.1979
37948.75000	8.2345
37948.79167	8.2087
37948.83333	8.1853
37948.87500	8.2504
37948.91667	8.2807
37948.95833	8.3291
37949.00000	8.3513
37949.04167	8.2695
37949.08333	8.3330
37949.12500	8.3986
37949.16667	8.3865
37949.20833	8.3392
37949.25000	8.2823
37949.29167	8.2740
37949.33333	8.2289
37949.37500	8.1653
37949.41667	8.1990
37949.45833	8.2941
37949.50000	8.3606
37949.54167	8.3829
37949.58333	8.4993
37949.62500	8.4565
37949.66667	8.4431
37949.70833	8.3947
37949.75000	8.3683
37949.79167	8.3603
37949.83333	8.3761
37949.87500	8.3938
37949.91667	8.3924
37949.95833	8.3549
37950.00000	8.3043
37950.04167	8.2944
37950.08333	8.3161
37950.12500	8.2477
37950.16667	8.1036
37950.20833	8.0449
37950.25000	8.0556
37950.29167	8.0590
37950.33333	8.0550
37950.37500	8.0862
37950.41667	8.0790
37950.45833	8.0975
37950.50000	8.0874
37950.54167	8.1522
37950.58333	8.3234
37950.62500	8.2938
37950.66667	8.1348
37950.70833	8.0198
37950.75000	7.9971
37950.79167	8.4181
37950.83333	8.7459
37950.87500	8.8042
37950.91667	8.4901
37950.95833	8.0216
37951.00000	7.9030
37951.04167	7.7388
37951.08333	7.6468
37951.12500	7.4670
37951.16667	7.1742
37951.20833	7.0443
37951.25000	7.0552
37951.29167	7.0337
37951.33333	7.0182
37951.37500	6.9694
37951.41667	7.0189
37951.45833	7.0122
37951.50000	7.1129
37951.54167	7.2880
37951.58333	7.3799
37951.62500	7.4349
37951.66667	7.6211
37951.70833	7.8774
37951.75000	7.9573
37951.79167	8.0711
37951.83333	8.2050
37951.87500	8.1827
37951.91667	7.9845
37951.95833	7.7693
37952.00000	7.7375
37952.04167	7.7574
37952.08333	7.6946
37952.12500	7.6729
37952.16667	7.6509
37952.20833	7.3402
37952.25000	7.1504
37952.29167	6.8966
37952.33333	6.7123
37952.37500	6.7223
37952.41667	6.7523
37952.45833	6.7145
37952.50000	6.9650
37952.54167	7.2850
37952.58333	7.3464
37952.62500	7.1004
37952.66667	6.9224
37952.70833	6.8248
37952.75000	7.5508
37952.79167	7.8307
37952.83333	7.8363
37952.87500	7.8551
37952.91667	7.4588
37952.95833	7.5089
37953.00000	7.5187
37953.04167	7.4957
37953.08333	7.4504
37953.12500	7.3341
37953.16667	7.2530
37953.20833	6.9812
37953.25000	6.8968
37953.29167	6.8824
37953.33333	6.8168
37953.37500	6.7843
37953.41667	6.8075
37953.45833	6.8802
37953.50000	6.9019
37953.54167	6.8998
37953.58333	6.9320
37953.62500	6.9325
37953.66667	7.1038
37953.70833	7.3904
37953.75000	7.7651
37953.79167	8.0461
37953.83333	8.0204
37953.87500	7.9873
37953.91667	7.6017
37953.95833	7.1237
37954.00000	7.3785
37954.04167	7.2175
37954.08333	7.0751
37954.12500	7.2172
37954.16667	7.0351
37954.20833	6.8856
37954.25000	6.8241
37954.29167	6.8316
37954.33333	6.8927
37954.37500	6.9714
37954.41667	7.0304
37954.45833	7.1141
37954.50000	7.2616
37954.54167	7.3550
37954.58333	7.3923
37954.62500	7.3965
37954.66667	7.3963
37954.70833	7.4119
37954.75000	7.4917
37954.79167	8.0822
37954.83333	8.2888
37954.87500	8.3280
37954.91667	8.0483
37954.95833	7.6149
37955.00000	7.5112
37955.04167	7.5232
37955.08333	7.5298
37955.12500	7.6483
37955.16667	7.5979
37955.20833	7.6148
37955.25000	7.4975
37955.29167	7.3999
37955.33333	7.2848
37955.37500	7.2805
37955.41667	7.2214
37955.45833	7.1380
37955.50000	7.2118
37955.54167	7.2902
37955.58333	7.2994
37955.62500	7.3589
37955.66667	7.3944
37955.70833	7.4211
37955.75000	7.5222
37955.79167	7.6469
37955.83333	7.7630
37955.87500	7.8320
37955.91667	7.8581
37955.95833	7.8672
37956.00000	7.9048
37956.04167	7.8957
37956.08333	7.8829
37956.12500	7.8848
37956.16667	7.8081
37956.20833	7.7527
37956.25000	7.5650
37956.29167	7.3749
37956.33333	7.3494
37956.37500	7.3786
37956.41667	7.5350
37956.45833	7.7404
37956.50000	7.8681
37956.54167	7.8714
37956.58333	7.8622
37956.62500	7.8327
37956.66667	7.6154
37956.70833	7.4683
37956.75000	7.3238
37956.79167	7.3300
37956.83333	7.4148
37956.87500	7.5501
37956.91667	7.6610
37956.95833	7.6713
37957.00000	7.5677
37957.04167	7.5577
37957.08333	7.5897
37957.12500	7.7008
37957.16667	7.8211
37957.20833	7.9755
37957.25000	8.0263
37957.29167	8.0988
37957.33333	8.1450
37957.37500	8.2082
37957.41667	8.2770
37957.45833	8.4293
37957.50000	8.6318
37957.54167	8.6455
37957.58333	8.6065
37957.62500	8.5584
37957.66667	8.4934
37957.70833	8.4012
37957.75000	8.2208
37957.79167	8.0203
37957.83333	7.8433
37957.87500	7.8093
37957.91667	8.1039
37957.95833	7.7936
37958.00000	7.3801
37958.04167	7.1997
37958.08333	7.1805
37958.12500	7.2180
37958.16667	7.2389
37958.20833	7.2028
37958.25000	7.0941
37958.29167	7.0657
37958.33333	7.0208
37958.37500	7.0308
37958.41667	7.0553
37958.45833	7.0718
37958.50000	7.1015
37958.54167	7.1500
37958.58333	7.3646
37958.62500	7.5579
37958.66667	7.6612
37958.70833	7.7654
37958.75000	7.9747
37958.79167	8.1977
37958.83333	8.2581
37958.87500	8.3148
37958.91667	8.2108
37958.95833	7.6657
37959.00000	7.5098
37959.04167	7.4502
37959.08333	7.3546
37959.12500	7.2918
37959.16667	7.2773
37959.20833	7.2883
37959.25000	7.2888
37959.29167	7.2762
37959.33333	7.3291
37959.37500	7.4477
37959.41667	7.5865
37959.45833	7.7220
37959.50000	7.7798
37959.54167	7.7919
37959.58333	7.8359
37959.62500	7.7562
37959.66667	7.7179
37959.70833	7.7677
37959.75000	7.8281
37959.79167	7.9147
37959.83333	8.0225
37959.87500	8.0840
37959.91667	8.1011
37959.95833	7.9993
37960.00000	7.8913
37960.04167	7.7873
37960.08333	7.7298
37960.12500	7.6982
37960.16667	7.6493
37960.20833	7.5637
37960.25000	7.5089
37960.29167	7.5087
37960.33333	7.5464
37960.37500	7.5793
37960.41667	7.6649
37960.45833	7.8203
37960.50000	7.9433
37960.54167	7.9112
37960.58333	7.9110
37960.62500	8.0142
37960.66667	8.0814
37960.70833	8.1045
37960.75000	8.1046
37960.79167	8.0394
37960.83333	7.9669
37960.87500	7.8372
37960.91667	7.8787
37960.95833	7.9396
37961.00000	8.0406
37961.04167	8.0921
37961.08333	8.0777
37961.12500	8.0688
37961.16667	8.0430
37961.20833	7.9891
37961.25000	7.9371
37961.29167	7.8959
37961.33333	7.9670
37961.37500	8.2598
37961.41667	8.4433
37961.45833	8.5285
37961.50000	8.5710
37961.54167	8.5516
37961.58333	8.5670
37961.62500	8.5933
37961.66667	8.3978
37961.70833	8.0961
37961.75000	8.0591
37961.79167	8.1045
37961.83333	8.1690
37961.87500	8.2497
37961.91667	8.3019
37961.95833	8.2974
37962.00000	8.1766
37962.04167	7.9783
37962.08333	7.8734
37962.12500	7.8337
37962.16667	7.8669
37962.20833	7.8554
37962.25000	7.8565
37962.29167	7.8242
37962.33333	7.8137
37962.37500	7.8156
37962.41667	7.7935
37962.45833	7.8121
37962.50000	7.8103
37962.54167	7.8536
37962.58333	7.8493
37962.62500	7.7989
37962.66667	7.7986
37962.70833	7.7777
37962.75000	7.8470
37962.79167	7.7901
37962.83333	7.8546
37962.87500	7.7900
37962.91667	7.8048
37962.95833	7.7427
37963.00000	7.6641
37963.04167	7.6952
37963.08333	7.6329
37963.12500	7.5703
37963.16667	7.3627
37963.20833	7.3235
37963.25000	7.3780
37963.29167	7.4778
37963.33333	7.5942
37963.37500	7.6555
37963.41667	7.6467
37963.45833	7.6960
37963.50000	7.7603
37963.54167	7.8425
37963.58333	7.8743
37963.62500	7.8653
37963.66667	7.8764
37963.70833	7.7702
37963.75000	7.7991
37963.79167	7.7663
37963.83333	7.7339
37963.87500	7.6837
37963.91667	7.6308
37963.95833	7.5693
37964.00000	7.3593
