t	z_ga	ga1
33595	0.186133	0.186133
33596	0.186169	0.186169
33597	0.186205	0.186205
33598	0.186240	0.186240
33599	0.186276	0.186276
33600	0.186311	0.186311
33601	0.186347	0.186347
33602	0.186383	0.186383
33603	0.186418	0.186418
33604	0.186454	0.186454
33605	0.186489	0.186489
33606	0.186525	0.186525
33607	0.186561	0.186561
33608	0.186596	0.186596
33609	0.186632	0.186632
33610	0.186668	0.186668
33611	0.186703	0.186703
33612	0.186739	0.186739
33613	0.186774	0.186774
33614	0.186810	0.186810
33615	0.186846	0.186846
33616	0.186881	0.186881
33617	0.186917	0.186917
33618	0.186952	0.186952
33619	0.186988	0.186988
33620	0.187130	0.187130
33621	0.187272	0.187272
33622	0.187415	0.187415
33623	0.187557	0.187557
33624	0.187699	0.187699
33625	0.187841	0.187841
33626	0.187983	0.187983
33627	0.188126	0.188126
33628	0.188268	0.188268
33629	0.188410	0.188410
33630	0.188552	0.188552
33631	0.188695	0.188695
33632	0.188837	0.188837
33633	0.188979	0.188979
33634	0.189121	0.189121
33635	0.189263	0.189263
33636	0.189406	0.189406
33637	0.189548	0.189548
33638	0.189690	0.189690
33639	0.189832	0.189832
33640	0.189974	0.189974
33641	0.190117	0.190117
33642	0.190259	0.190259
33643	0.190401	0.190401
33644	0.190543	0.190543
33645	0.190686	0.190686
33646	0.190828	0.190828
33647	0.190970	0.190970
33648	0.191112	0.191112
33649	0.191254	0.191254
33650	0.191397	0.191397
33651	0.191539	0.191539
33652	0.191681	0.191681
33653	0.193104	0.193104
33654	0.194526	0.194526
33655	0.195949	0.195949
33656	0.197372	0.197372
33657	0.198795	0.198795
33658	0.200217	0.200217
33659	0.201640	0.201640
33660	0.203063	0.203063
33661	0.204486	0.204486
33662	0.205908	0.205908
33663	0.207331	0.207331
33664	0.208754	0.208754
33665	0.210177	0.210177
33666	0.211599	0.211599
33667	0.213022	0.213022
33668	0.214445	0.214445
33669	0.215867	0.215867
33670	0.217290	0.217290
33671	0.218713	0.218713
33672	0.220136	0.220136
33673	0.221558	0.221558
33674	0.222981	0.222981
33675	0.224404	0.224404
33676	0.225827	0.225827
33677	0.227249	0.227249
33678	0.228672	0.228672
33679	0.230095	0.230095
33680	0.231518	0.231518
33681	0.232940	0.232940
33682	0.234363	0.234363
33683	0.235547	0.235547
33684	0.236731	0.236731
33685	0.237915	0.237915
33686	0.239099	0.239099
33687	0.240283	0.240283
33688	0.241467	0.241467
33689	0.242650	0.242650
33690	0.243834	0.243834
33691	0.245018	0.245018
33692	0.246202	0.246202
33693	0.247386	0.247386
33694	0.248570	0.248570
33695	0.249754	0.249754
33696	0.250938	0.250938
33697	0.252122	0.252122
33698	0.253306	0.253306
33699	0.254490	0.254490
33700	0.255674	0.255674
33701	0.256858	0.256858
33702	0.258042	0.258042
33703	0.259225	0.259225
33704	0.260409	0.260409
33705	0.261593	0.261593
33706	0.262777	0.262777
33707	0.263961	0.263961
33708	0.265145	0.265145
33709	0.266329	0.266329
33710	0.264764	0.264764
33711	0.263199	0.263199
33712	0.261635	0.261635
33713	0.260070	0.260070
33714	0.258505	0.258505
33715	0.256940	0.256940
33716	0.255376	0.255376
33717	0.253811	0.253811
33718	0.252246	0.252246
33719	0.250681	0.250681
33720	0.249117	0.249117
33721	0.247552	0.247552
33722	0.245987	0.245987
33723	0.244422	0.244422
33724	0.242858	0.242858
33725	0.241293	0.241293
33726	0.239728	0.239728
33727	0.238163	0.238163
33728	0.236598	0.236598
33729	0.235034	0.235034
33730	0.233469	0.233469
33731	0.231904	0.231904
33732	0.230339	0.230339
33733	0.228775	0.228775
33734	0.227210	0.227210
33735	0.225645	0.225645
33736	0.224080	0.224080
33737	0.222516	0.222516
33738	0.220951	0.220951
33739	0.219386	0.219386
33740	0.220850	0.220850
33741	0.222313	0.222313
33742	0.223777	0.223777
33743	0.225240	0.225240
33744	0.226704	0.226704
33745	0.228167	0.228167
33746	0.229631	0.229631
33747	0.231094	0.231094
33748	0.232558	0.232558
33749	0.234021	0.234021
33750	0.235485	0.235485
33751	0.236949	0.236949
33752	0.238412	0.238412
33753	0.239876	0.239876
33754	0.241339	0.241339
33755	0.242803	0.242803
33756	0.244266	0.244266
33757	0.245730	0.245730
33758	0.247193	0.247193
33759	0.248657	0.248657
33760	0.250121	0.250121
33761	0.251584	0.251584
33762	0.253048	0.253048
33763	0.254511	0.254511
33764	0.255975	0.255975
33765	0.257438	0.257438
33766	0.258902	0.258902
33767	0.260365	0.260365
33768	0.261829	0.261829
33769	0.263292	0.263292
33770	0.264756	0.264756
33771	0.265732	0.265732
33772	0.266709	0.266709
33773	0.267685	0.267685
33774	0.268662	0.268662
33775	0.269638	0.269638
33776	0.270615	0.270615
33777	0.271591	0.271591
33778	0.272568	0.272568
33779	0.273544	0.273544
33780	0.274521	0.274521
33781	0.275497	0.275497
33782	0.276474	0.276474
33783	0.277450	0.277450
33784	0.278427	0.278427
33785	0.279403	0.279403
33786	0.280380	0.280380
33787	0.281356	0.281356
33788	0.282333	0.282333
33789	0.283309	0.283309
33790	0.284286	0.284286
33791	0.285262	0.285262
33792	0.286239	0.286239
33793	0.287215	0.287215
33794	0.288192	0.288192
33795	0.289168	0.289168
33796	0.290145	0.290145
33797	0.291121	0.291121
33798	0.292098	0.292098
33799	0.293074	0.293074
33800	0.291099	0.291099
33801	0.289124	0.289124
33802	0.287149	0.287149
33803	0.285173	0.285173
33804	0.283198	0.283198
33805	0.281223	0.281223
33806	0.279248	0.279248
33807	0.277273	0.277273
33808	0.275297	0.275297
33809	0.273322	0.273322
33810	0.271347	0.271347
33811	0.269372	0.269372
33812	0.267397	0.267397
33813	0.265422	0.265422
33814	0.263447	0.263447
33815	0.261471	0.261471
33816	0.259496	0.259496
33817	0.257521	0.257521
33818	0.255546	0.255546
33819	0.253571	0.253571
33820	0.251596	0.251596
33821	0.249620	0.249620
33822	0.247645	0.247645
33823	0.245670	0.245670
33824	0.243695	0.243695
33825	0.241720	0.241720
33826	0.239745	0.239745
33827	0.237769	0.237769
33828	0.235794	0.235794
33829	0.233819	0.233819
33830	0.233049	0.233049
33831	0.232278	0.232278
33832	0.231508	0.231508
33833	0.230738	0.230738
33834	0.229967	0.229967
33835	0.229197	0.229197
33836	0.228426	0.228426
33837	0.227656	0.227656
33838	0.226886	0.226886
33839	0.226115	0.226115
33840	0.225345	0.225345
33841	0.224575	0.224575
33842	0.223804	0.223804
33843	0.223034	0.223034
33844	0.222264	0.222264
33845	0.221493	0.221493
33846	0.220723	0.220723
33847	0.219952	0.219952
33848	0.219182	0.219182
33849	0.218412	0.218412
33850	0.217641	0.217641
33851	0.216871	0.216871
33852	0.216101	0.216101
33853	0.215330	0.215330
33854	0.214560	0.214560
33855	0.213789	0.213789
33856	0.213019	0.213019
33857	0.212249	0.212249
33858	0.211478	0.211478
33859	0.210708	0.210708
33860	0.209272	0.209272
33861	0.207836	0.207836
33862	0.206400	0.206400
33863	0.204964	0.204964
33864	0.203528	0.203528
33865	0.202092	0.202092
33866	0.200656	0.200656
33867	0.199220	0.199220
33868	0.197784	0.197784
33869	0.196348	0.196348
33870	0.194912	0.194912
33871	0.193476	0.193476
33872	0.192040	0.192040
33873	0.190604	0.190604
33874	0.189168	0.189168
33875	0.187733	0.187733
33876	0.186297	0.186297
33877	0.184861	0.184861
33878	0.183425	0.183425
33879	0.181989	0.181989
33880	0.180553	0.180553
33881	0.179117	0.179117
33882	0.177681	0.177681
33883	0.176245	0.176245
33884	0.174809	0.174809
33885	0.173373	0.173373
33886	0.171937	0.171937
33887	0.170501	0.170501
33888	0.169065	0.169065
33889	0.167629	0.167629
33890	0.166193	0.166193
33891	0.164973	0.164973
33892	0.163753	0.163753
33893	0.162533	0.162533
33894	0.161313	0.161313
33895	0.160093	0.160093
33896	0.158873	0.158873
33897	0.157653	0.157653
33898	0.156433	0.156433
33899	0.155213	0.155213
33900	0.153993	0.153993
33901	0.152773	0.152773
33902	0.151553	0.151553
33903	0.150333	0.150333
33904	0.149113	0.149113
33905	0.147893	0.147893
33906	0.146673	0.146673
33907	0.145453	0.145453
33908	0.144233	0.144233
33909	0.143013	0.143013
33910	0.141793	0.141793
33911	0.140573	0.140573
33912	0.139353	0.139353
33913	0.138133	0.138133
33914	0.136913	0.136913
33915	0.135693	0.135693
33916	0.134473	0.134473
33917	0.133253	0.133253
33918	0.132033	0.132033
33919	0.130813	0.130813
33920	0.129593	0.129593
33921	0.131528	0.131528
33922	0.133463	0.133463
33923	0.135398	0.135398
33924	0.137333	0.137333
33925	0.139268	0.139268
33926	0.141203	0.141203
33927	0.143138	0.143138
33928	0.145072	0.145072
33929	0.147007	0.147007
33930	0.148942	0.148942
33931	0.150877	0.150877
33932	0.152812	0.152812
33933	0.154747	0.154747
33934	0.156682	0.156682
33935	0.158617	0.158617
33936	0.160552	0.160552
33937	0.162487	0.162487
33938	0.164422	0.164422
33939	0.166357	0.166357
33940	0.168292	0.168292
33941	0.170227	0.170227
33942	0.172161	0.172161
33943	0.174096	0.174096
33944	0.176031	0.176031
33945	0.177966	0.177966
33946	0.179901	0.179901
33947	0.181836	0.181836
33948	0.183771	0.183771
33949	0.185706	0.185706
33950	0.185742	0.185742
33951	0.185777	0.185777
33952	0.185813	0.185813
33953	0.185848	0.185848
33954	0.185884	0.185884
33955	0.185920	0.185920
33956	0.185955	0.185955
33957	0.185991	0.185991
33958	0.186026	0.186026
33959	0.186062	0.186062
33960	0.186098	0.186098
33961	0.186133	0.186133
33962	0.186169	0.186169
33963	0.186205	0.186205
33964	0.186240	0.186240
33965	0.186276	0.186276
33966	0.186311	0.186311
33967	0.186347	0.186347
33968	0.186383	0.186383
33969	0.186418	0.186418
33970	0.186454	0.186454
33971	0.186489	0.186489
33972	0.186525	0.186525
33973	0.186561	0.186561
33974	0.186596	0.186596
33975	0.186632	0.186632
33976	0.186668	0.186668
33977	0.186703	0.186703
33978	0.186739	0.186739
33979	0.186774	0.186774
33980	0.186810	0.186810
33981	0.186846	0.186846
33982	0.186881	0.186881
33983	0.186917	0.186917
33984	0.186952	0.186952
33985	0.186988	0.186988
33986	0.187130	0.187130
33987	0.187272	0.187272
33988	0.187415	0.187415
33989	0.187557	0.187557
33990	0.187699	0.187699
33991	0.187841	0.187841
33992	0.187983	0.187983
33993	0.188126	0.188126
33994	0.188268	0.188268
33995	0.188410	0.188410
33996	0.188552	0.188552
33997	0.188695	0.188695
33998	0.188837	0.188837
33999	0.188979	0.188979
34000	0.189121	0.189121
34001	0.189263	0.189263
34002	0.189406	0.189406
34003	0.189548	0.189548
34004	0.189690	0.189690
34005	0.189832	0.189832
34006	0.189974	0.189974
34007	0.190117	0.190117
34008	0.190259	0.190259
34009	0.190401	0.190401
34010	0.190543	0.190543
34011	0.190686	0.190686
34012	0.190828	0.190828
34013	0.190970	0.190970
34014	0.191112	0.191112
34015	0.191254	0.191254
34016	0.191397	0.191397
34017	0.191539	0.191539
34018	0.191681	0.191681
34019	0.193153	0.193153
34020	0.194625	0.194625
34021	0.196096	0.196096
34022	0.197568	0.197568
34023	0.199040	0.199040
34024	0.200512	0.200512
34025	0.201984	0.201984
34026	0.203455	0.203455
34027	0.204927	0.204927
34028	0.206399	0.206399
34029	0.207871	0.207871
34030	0.209343	0.209343
34031	0.210814	0.210814
34032	0.212286	0.212286
34033	0.213758	0.213758
34034	0.215230	0.215230
34035	0.216701	0.216701
34036	0.218173	0.218173
34037	0.219645	0.219645
34038	0.221117	0.221117
34039	0.222589	0.222589
34040	0.224060	0.224060
34041	0.225532	0.225532
34042	0.227004	0.227004
34043	0.228476	0.228476
34044	0.229948	0.229948
34045	0.231419	0.231419
34046	0.232891	0.232891
34047	0.234363	0.234363
34048	0.235547	0.235547
34049	0.236731	0.236731
34050	0.237915	0.237915
34051	0.239099	0.239099
34052	0.240283	0.240283
34053	0.241467	0.241467
34054	0.242650	0.242650
34055	0.243834	0.243834
34056	0.245018	0.245018
34057	0.246202	0.246202
34058	0.247386	0.247386
34059	0.248570	0.248570
34060	0.249754	0.249754
34061	0.250938	0.250938
34062	0.252122	0.252122
34063	0.253306	0.253306
34064	0.254490	0.254490
34065	0.255674	0.255674
34066	0.256858	0.256858
34067	0.258042	0.258042
34068	0.259225	0.259225
34069	0.260409	0.260409
34070	0.261593	0.261593
34071	0.262777	0.262777
34072	0.263961	0.263961
34073	0.265145	0.265145
34074	0.266329	0.266329
34075	0.264764	0.264764
34076	0.263199	0.263199
34077	0.261635	0.261635
34078	0.260070	0.260070
34079	0.258505	0.258505
34080	0.256940	0.256940
34081	0.255376	0.255376
34082	0.253811	0.253811
34083	0.252246	0.252246
34084	0.250681	0.250681
34085	0.249117	0.249117
34086	0.247552	0.247552
34087	0.245987	0.245987
34088	0.244422	0.244422
34089	0.242858	0.242858
34090	0.241293	0.241293
34091	0.239728	0.239728
34092	0.238163	0.238163
34093	0.236598	0.236598
34094	0.235034	0.235034
34095	0.233469	0.233469
34096	0.231904	0.231904
34097	0.230339	0.230339
34098	0.228775	0.228775
34099	0.227210	0.227210
34100	0.225645	0.225645
34101	0.224080	0.224080
34102	0.222516	0.222516
34103	0.220951	0.220951
34104	0.219386	0.219386
34105	0.220850	0.220850
34106	0.222313	0.222313
34107	0.223777	0.223777
34108	0.225240	0.225240
34109	0.226704	0.226704
34110	0.228167	0.228167
34111	0.229631	0.229631
34112	0.231094	0.231094
34113	0.232558	0.232558
34114	0.234021	0.234021
34115	0.235485	0.235485
34116	0.236949	0.236949
34117	0.238412	0.238412
34118	0.239876	0.239876
34119	0.241339	0.241339
34120	0.242803	0.242803
34121	0.244266	0.244266
34122	0.245730	0.245730
34123	0.247193	0.247193
34124	0.248657	0.248657
34125	0.250121	0.250121
34126	0.251584	0.251584
34127	0.253048	0.253048
34128	0.254511	0.254511
34129	0.255975	0.255975
34130	0.257438	0.257438
34131	0.258902	0.258902
34132	0.260365	0.260365
34133	0.261829	0.261829
34134	0.263292	0.263292
34135	0.264756	0.264756
34136	0.265732	0.265732
34137	0.266709	0.266709
34138	0.267685	0.267685
34139	0.268662	0.268662
34140	0.269638	0.269638
34141	0.270615	0.270615
34142	0.271591	0.271591
34143	0.272568	0.272568
34144	0.273544	0.273544
34145	0.274521	0.274521
34146	0.275497	0.275497
34147	0.276474	0.276474
34148	0.277450	0.277450
34149	0.278427	0.278427
34150	0.279403	0.279403
34151	0.280380	0.280380
34152	0.281356	0.281356
34153	0.282333	0.282333
34154	0.283309	0.283309
34155	0.284286	0.284286
34156	0.285262	0.285262
34157	0.286239	0.286239
34158	0.287215	0.287215
34159	0.288192	0.288192
34160	0.289168	0.289168
34161	0.290145	0.290145
34162	0.291121	0.291121
34163	0.292098	0.292098
34164	0.293074	0.293074
34165	0.291099	0.291099
34166	0.289124	0.289124
34167	0.287149	0.287149
34168	0.285173	0.285173
34169	0.283198	0.283198
34170	0.281223	0.281223
34171	0.279248	0.279248
34172	0.277273	0.277273
34173	0.275297	0.275297
34174	0.273322	0.273322
34175	0.271347	0.271347
34176	0.269372	0.269372
34177	0.267397	0.267397
34178	0.265422	0.265422
34179	0.263447	0.263447
34180	0.261471	0.261471
34181	0.259496	0.259496
34182	0.257521	0.257521
34183	0.255546	0.255546
34184	0.253571	0.253571
34185	0.251596	0.251596
34186	0.249620	0.249620
34187	0.247645	0.247645
34188	0.245670	0.245670
34189	0.243695	0.243695
34190	0.241720	0.241720
34191	0.239745	0.239745
34192	0.237769	0.237769
34193	0.235794	0.235794
34194	0.233819	0.233819
34195	0.233049	0.233049
34196	0.232278	0.232278
34197	0.231508	0.231508
34198	0.230738	0.230738
34199	0.229967	0.229967
34200	0.229197	0.229197
34201	0.228426	0.228426
34202	0.227656	0.227656
34203	0.226886	0.226886
34204	0.226115	0.226115
34205	0.225345	0.225345
34206	0.224575	0.224575
34207	0.223804	0.223804
34208	0.223034	0.223034
34209	0.222264	0.222264
34210	0.221493	0.221493
34211	0.220723	0.220723
34212	0.219952	0.219952
34213	0.219182	0.219182
34214	0.218412	0.218412
34215	0.217641	0.217641
34216	0.216871	0.216871
34217	0.216101	0.216101
34218	0.215330	0.215330
34219	0.214560	0.214560
34220	0.213789	0.213789
34221	0.213019	0.213019
34222	0.212249	0.212249
34223	0.211478	0.211478
34224	0.210708	0.210708
34225	0.209272	0.209272
34226	0.207836	0.207836
34227	0.206400	0.206400
34228	0.204964	0.204964
34229	0.203528	0.203528
34230	0.202092	0.202092
34231	0.200656	0.200656
34232	0.199220	0.199220
34233	0.197784	0.197784
34234	0.196348	0.196348
34235	0.194912	0.194912
34236	0.193476	0.193476
34237	0.192040	0.192040
34238	0.190604	0.190604
34239	0.189168	0.189168
34240	0.187733	0.187733
34241	0.186297	0.186297
34242	0.184861	0.184861
34243	0.183425	0.183425
34244	0.181989	0.181989
34245	0.180553	0.180553
34246	0.179117	0.179117
34247	0.177681	0.177681
34248	0.176245	0.176245
34249	0.174809	0.174809
34250	0.173373	0.173373
34251	0.171937	0.171937
34252	0.170501	0.170501
34253	0.169065	0.169065
34254	0.167629	0.167629
34255	0.166193	0.166193
34256	0.164973	0.164973
34257	0.163753	0.163753
34258	0.162533	0.162533
34259	0.161313	0.161313
34260	0.160093	0.160093
34261	0.158873	0.158873
34262	0.157653	0.157653
34263	0.156433	0.156433
34264	0.155213	0.155213
34265	0.153993	0.153993
34266	0.152773	0.152773
34267	0.151553	0.151553
34268	0.150333	0.150333
34269	0.149113	0.149113
34270	0.147893	0.147893
34271	0.146673	0.146673
34272	0.145453	0.145453
34273	0.144233	0.144233
34274	0.143013	0.143013
34275	0.141793	0.141793
34276	0.140573	0.140573
34277	0.139353	0.139353
34278	0.138133	0.138133
34279	0.136913	0.136913
34280	0.135693	0.135693
34281	0.134473	0.134473
34282	0.133253	0.133253
34283	0.132033	0.132033
34284	0.130813	0.130813
34285	0.129593	0.129593
34286	0.131528	0.131528
34287	0.133463	0.133463
34288	0.135398	0.135398
34289	0.137333	0.137333
34290	0.139268	0.139268
34291	0.141203	0.141203
34292	0.143138	0.143138
34293	0.145072	0.145072
34294	0.147007	0.147007
34295	0.148942	0.148942
34296	0.150877	0.150877
34297	0.152812	0.152812
34298	0.154747	0.154747
34299	0.156682	0.156682
34300	0.158617	0.158617
34301	0.160552	0.160552
34302	0.162487	0.162487
34303	0.164422	0.164422
34304	0.166357	0.166357
34305	0.168292	0.168292
34306	0.170227	0.170227
34307	0.172161	0.172161
34308	0.174096	0.174096
34309	0.176031	0.176031
34310	0.177966	0.177966
34311	0.179901	0.179901
34312	0.181836	0.181836
34313	0.183771	0.183771
34314	0.185706	0.185706
34315	0.185742	0.185742
34316	0.185777	0.185777
34317	0.185813	0.185813
34318	0.185848	0.185848
34319	0.185884	0.185884
34320	0.185920	0.185920
34321	0.185955	0.185955
34322	0.185991	0.185991
34323	0.186026	0.186026
34324	0.186062	0.186062
34325	0.186098	0.186098
34326	0.186133	0.186133
34327	0.186169	0.186169
34328	0.186205	0.186205
34329	0.186240	0.186240
34330	0.186276	0.186276
34331	0.186311	0.186311
34332	0.186347	0.186347
34333	0.186383	0.186383
34334	0.186418	0.186418
34335	0.186454	0.186454
34336	0.186489	0.186489
34337	0.186525	0.186525
34338	0.186561	0.186561
34339	0.186596	0.186596
34340	0.186632	0.186632
34341	0.186668	0.186668
34342	0.186703	0.186703
34343	0.186739	0.186739
34344	0.186774	0.186774
34345	0.186810	0.186810
34346	0.186846	0.186846
34347	0.186881	0.186881
34348	0.186917	0.186917
34349	0.186952	0.186952
34350	0.186988	0.186988
34351	0.187130	0.187130
34352	0.187272	0.187272
34353	0.187415	0.187415
34354	0.187557	0.187557
34355	0.187699	0.187699
34356	0.187841	0.187841
34357	0.187983	0.187983
34358	0.188126	0.188126
34359	0.188268	0.188268
34360	0.188410	0.188410
34361	0.188552	0.188552
34362	0.188695	0.188695
34363	0.188837	0.188837
34364	0.188979	0.188979
34365	0.189121	0.189121
34366	0.189263	0.189263
34367	0.189406	0.189406
34368	0.189548	0.189548
34369	0.189690	0.189690
34370	0.189832	0.189832
34371	0.189974	0.189974
34372	0.190117	0.190117
34373	0.190259	0.190259
34374	0.190401	0.190401
34375	0.190543	0.190543
34376	0.190686	0.190686
34377	0.190828	0.190828
34378	0.190970	0.190970
34379	0.191112	0.191112
34380	0.191254	0.191254
34381	0.191397	0.191397
34382	0.191539	0.191539
34383	0.191681	0.191681
34384	0.193153	0.193153
34385	0.194625	0.194625
34386	0.196096	0.196096
34387	0.197568	0.197568
34388	0.199040	0.199040
34389	0.200512	0.200512
34390	0.201984	0.201984
34391	0.203455	0.203455
34392	0.204927	0.204927
34393	0.206399	0.206399
34394	0.207871	0.207871
34395	0.209343	0.209343
34396	0.210814	0.210814
34397	0.212286	0.212286
34398	0.213758	0.213758
34399	0.215230	0.215230
34400	0.216701	0.216701
34401	0.218173	0.218173
34402	0.219645	0.219645
34403	0.221117	0.221117
34404	0.222589	0.222589
34405	0.224060	0.224060
34406	0.225532	0.225532
34407	0.227004	0.227004
34408	0.228476	0.228476
34409	0.229948	0.229948
34410	0.231419	0.231419
34411	0.232891	0.232891
34412	0.234363	0.234363
34413	0.235547	0.235547
34414	0.236731	0.236731
34415	0.237915	0.237915
34416	0.239099	0.239099
34417	0.240283	0.240283
34418	0.241467	0.241467
34419	0.242650	0.242650
34420	0.243834	0.243834
34421	0.245018	0.245018
34422	0.246202	0.246202
34423	0.247386	0.247386
34424	0.248570	0.248570
34425	0.249754	0.249754
34426	0.250938	0.250938
34427	0.252122	0.252122
34428	0.253306	0.253306
34429	0.254490	0.254490
34430	0.255674	0.255674
34431	0.256858	0.256858
34432	0.258042	0.258042
34433	0.259225	0.259225
34434	0.260409	0.260409
34435	0.261593	0.261593
34436	0.262777	0.262777
34437	0.263961	0.263961
34438	0.265145	0.265145
34439	0.266329	0.266329
34440	0.264764	0.264764
34441	0.263199	0.263199
34442	0.261635	0.261635
34443	0.260070	0.260070
34444	0.258505	0.258505
34445	0.256940	0.256940
34446	0.255376	0.255376
34447	0.253811	0.253811
34448	0.252246	0.252246
34449	0.250681	0.250681
34450	0.249117	0.249117
34451	0.247552	0.247552
34452	0.245987	0.245987
34453	0.244422	0.244422
34454	0.242858	0.242858
34455	0.241293	0.241293
34456	0.239728	0.239728
34457	0.238163	0.238163
34458	0.236598	0.236598
34459	0.235034	0.235034
34460	0.233469	0.233469
34461	0.231904	0.231904
34462	0.230339	0.230339
34463	0.228775	0.228775
34464	0.227210	0.227210
34465	0.225645	0.225645
34466	0.224080	0.224080
34467	0.222516	0.222516
34468	0.220951	0.220951
34469	0.219386	0.219386
34470	0.220850	0.220850
34471	0.222313	0.222313
34472	0.223777	0.223777
34473	0.225240	0.225240
34474	0.226704	0.226704
34475	0.228167	0.228167
34476	0.229631	0.229631
34477	0.231094	0.231094
34478	0.232558	0.232558
34479	0.234021	0.234021
34480	0.235485	0.235485
34481	0.236949	0.236949
34482	0.238412	0.238412
34483	0.239876	0.239876
34484	0.241339	0.241339
34485	0.242803	0.242803
34486	0.244266	0.244266
34487	0.245730	0.245730
34488	0.247193	0.247193
34489	0.248657	0.248657
34490	0.250121	0.250121
34491	0.251584	0.251584
34492	0.253048	0.253048
34493	0.254511	0.254511
34494	0.255975	0.255975
34495	0.257438	0.257438
34496	0.258902	0.258902
34497	0.260365	0.260365
34498	0.261829	0.261829
34499	0.263292	0.263292
34500	0.264756	0.264756
34501	0.265732	0.265732
34502	0.266709	0.266709
34503	0.267685	0.267685
34504	0.268662	0.268662
34505	0.269638	0.269638
34506	0.270615	0.270615
34507	0.271591	0.271591
34508	0.272568	0.272568
34509	0.273544	0.273544
34510	0.274521	0.274521
34511	0.275497	0.275497
34512	0.276474	0.276474
34513	0.277450	0.277450
34514	0.278427	0.278427
34515	0.279403	0.279403
34516	0.280380	0.280380
34517	0.281356	0.281356
34518	0.282333	0.282333
34519	0.283309	0.283309
34520	0.284286	0.284286
34521	0.285262	0.285262
34522	0.286239	0.286239
34523	0.287215	0.287215
34524	0.288192	0.288192
34525	0.289168	0.289168
34526	0.290145	0.290145
34527	0.291121	0.291121
34528	0.292098	0.292098
34529	0.293074	0.293074
34530	0.291099	0.291099
34531	0.289124	0.289124
34532	0.287149	0.287149
34533	0.285173	0.285173
34534	0.283198	0.283198
34535	0.281223	0.281223
34536	0.279248	0.279248
34537	0.277273	0.277273
34538	0.275297	0.275297
34539	0.273322	0.273322
34540	0.271347	0.271347
34541	0.269372	0.269372
34542	0.267397	0.267397
34543	0.265422	0.265422
34544	0.263447	0.263447
34545	0.261471	0.261471
34546	0.259496	0.259496
34547	0.257521	0.257521
34548	0.255546	0.255546
34549	0.253571	0.253571
34550	0.251596	0.251596
34551	0.249620	0.249620
34552	0.247645	0.247645
34553	0.245670	0.245670
34554	0.243695	0.243695
34555	0.241720	0.241720
34556	0.239745	0.239745
34557	0.237769	0.237769
34558	0.235794	0.235794
34559	0.233819	0.233819
34560	0.233049	0.233049
34561	0.232278	0.232278
34562	0.231508	0.231508
34563	0.230738	0.230738
34564	0.229967	0.229967
34565	0.229197	0.229197
34566	0.228426	0.228426
34567	0.227656	0.227656
34568	0.226886	0.226886
34569	0.226115	0.226115
34570	0.225345	0.225345
34571	0.224575	0.224575
34572	0.223804	0.223804
34573	0.223034	0.223034
34574	0.222264	0.222264
34575	0.221493	0.221493
34576	0.220723	0.220723
34577	0.219952	0.219952
34578	0.219182	0.219182
34579	0.218412	0.218412
34580	0.217641	0.217641
34581	0.216871	0.216871
34582	0.216101	0.216101
34583	0.215330	0.215330
34584	0.214560	0.214560
34585	0.213789	0.213789
34586	0.213019	0.213019
34587	0.212249	0.212249
34588	0.211478	0.211478
34589	0.210708	0.210708
34590	0.209272	0.209272
34591	0.207836	0.207836
34592	0.206400	0.206400
34593	0.204964	0.204964
34594	0.203528	0.203528
34595	0.202092	0.202092
34596	0.200656	0.200656
34597	0.199220	0.199220
34598	0.197784	0.197784
34599	0.196348	0.196348
34600	0.194912	0.194912
34601	0.193476	0.193476
34602	0.192040	0.192040
34603	0.190604	0.190604
34604	0.189168	0.189168
34605	0.187733	0.187733
34606	0.186297	0.186297
34607	0.184861	0.184861
34608	0.183425	0.183425
34609	0.181989	0.181989
34610	0.180553	0.180553
34611	0.179117	0.179117
34612	0.177681	0.177681
34613	0.176245	0.176245
34614	0.174809	0.174809
34615	0.173373	0.173373
34616	0.171937	0.171937
34617	0.170501	0.170501
34618	0.169065	0.169065
34619	0.167629	0.167629
34620	0.166193	0.166193
34621	0.164973	0.164973
34622	0.163753	0.163753
34623	0.162533	0.162533
34624	0.161313	0.161313
34625	0.160093	0.160093
34626	0.158873	0.158873
34627	0.157653	0.157653
34628	0.156433	0.156433
34629	0.155213	0.155213
34630	0.153993	0.153993
34631	0.152773	0.152773
34632	0.151553	0.151553
34633	0.150333	0.150333
34634	0.149113	0.149113
34635	0.147893	0.147893
34636	0.146673	0.146673
34637	0.145453	0.145453
34638	0.144233	0.144233
34639	0.143013	0.143013
34640	0.141793	0.141793
34641	0.140573	0.140573
34642	0.139353	0.139353
34643	0.138133	0.138133
34644	0.136913	0.136913
34645	0.135693	0.135693
34646	0.134473	0.134473
34647	0.133253	0.133253
34648	0.132033	0.132033
34649	0.130813	0.130813
34650	0.129593	0.129593
34651	0.131528	0.131528
34652	0.133463	0.133463
34653	0.135398	0.135398
34654	0.137333	0.137333
34655	0.139268	0.139268
34656	0.141203	0.141203
34657	0.143138	0.143138
34658	0.145072	0.145072
34659	0.147007	0.147007
34660	0.148942	0.148942
34661	0.150877	0.150877
34662	0.152812	0.152812
34663	0.154747	0.154747
34664	0.156682	0.156682
34665	0.158617	0.158617
34666	0.160552	0.160552
34667	0.162487	0.162487
34668	0.164422	0.164422
34669	0.166357	0.166357
34670	0.168292	0.168292
