         1     -16.000     -15.900     -15.800     -15.700     -15.600     -15.500     -15.400     -15.300     -15.200     -15.100     -15.000     -14.900     -14.800     -14.700     -14.600     -14.500     -14.400     -14.300     -14.200     -14.100     -14.000     -13.900     -13.800     -13.700     -13.600     -13.500     -13.400     -13.300     -13.200     -13.100     -13.000     -12.900     -12.800     -12.700     -12.600     -12.500     -12.400     -12.300     -12.200     -12.100     -12.000     -11.900     -11.800     -11.700     -11.600     -11.500     -11.400     -11.300     -11.200     -11.100     -11.000     -10.900     -10.800     -10.700     -10.600     -10.500     -10.400     -10.300     -10.200     -10.100     -10.000      -9.900      -9.800      -9.700      -9.600      -9.500      -9.400      -9.300      -9.200      -9.100      -9.000      -8.900      -8.800      -8.700      -8.600      -8.500      -8.400      -8.300      -8.200      -8.100      -8.000      -7.900      -7.800      -7.700      -7.600      -7.500      -7.400      -7.300      -7.200      -7.100      -7.000      -6.900      -6.800      -6.700      -6.600      -6.500      -6.400      -6.300      -6.200      -6.100      -6.000      -5.900      -5.800      -5.700      -5.600      -5.500      -5.400      -5.300      -5.200      -5.100      -5.000      -4.900      -4.800      -4.700      -4.600      -4.500      -4.400      -4.300      -4.200      -4.100      -4.000      -3.900      -3.800      -3.700      -3.600      -3.500      -3.400      -3.300      -3.200      -3.100      -3.000      -2.900      -2.800      -2.700      -2.600      -2.500      -2.400      -2.300      -2.200      -2.100      -2.000      -1.900      -1.800      -1.700      -1.600      -1.500      -1.400      -1.300      -1.200      -1.100      -1.000      -0.900      -0.800      -0.700      -0.600      -0.500      -0.400      -0.300      -0.200      -0.100       0.000         NaN
16071.0000  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10
16071.0000  1.2930E-08  1.7557E-09  1.8117E-09  1.4672E-09  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  6.6324E-10  1.9056E-09  1.9572E-09  2.0073E-09  3.6442E-09  3.8813E-09  4.1040E-09  1.4934E-09  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  2.3046E-09  2.5009E-09  2.5399E-09  1.2820E-09  5.0000E-10  5.0000E-10  2.0402E-09  2.6114E-09  2.6487E-09  3.0308E-09
16071.1000  1.4186E-08  1.7557E-09  1.8117E-09  1.4671E-09  5.0080E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0012E-10  6.6323E-10  1.9055E-09  1.9572E-09  2.0074E-09  3.6442E-09  3.8813E-09  4.1039E-09  1.4933E-09  5.0079E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0136E-10  2.3044E-09  2.5009E-09  2.5399E-09  1.2819E-09  5.0061E-10  5.0116E-10  2.0400E-09  2.6114E-09  2.6487E-09  5.1794E-09
16071.2000  1.4184E-08  1.7557E-09  1.8117E-09  1.4670E-09  5.0160E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0024E-10  6.6326E-10  1.9054E-09  1.9572E-09  2.0075E-09  3.6442E-09  3.8814E-09  4.1039E-09  1.4932E-09  5.0157E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0001E-10  5.0271E-10  2.3042E-09  2.5010E-09  2.5398E-09  1.2819E-09  5.0122E-10  5.0232E-10  2.0398E-09  2.6114E-09  2.6487E-09  5.1790E-09
16071.3000  1.4183E-08  1.7557E-09  1.8117E-09  1.4669E-09  5.0240E-10  5.0001E-10  5.0000E-10  5.0000E-10  5.0036E-10  6.6328E-10  1.9053E-09  1.9572E-09  2.0075E-09  3.6442E-09  3.8814E-09  4.1039E-09  1.4932E-09  5.0235E-10  5.0001E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0001E-10  5.0404E-10  2.3039E-09  2.5010E-09  2.5398E-09  1.2818E-09  5.0183E-10  5.0347E-10  2.0396E-09  2.6114E-09  2.6487E-09  5.1786E-09
16071.4000  1.4182E-08  1.7558E-09  1.8117E-09  1.4667E-09  5.0318E-10  5.0001E-10  5.0000E-10  5.0000E-10  5.0048E-10  6.6331E-10  1.9052E-09  1.9572E-09  2.0076E-09  3.6442E-09  3.8815E-09  4.1038E-09  1.4931E-09  5.0312E-10  5.0001E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0002E-10  5.0535E-10  2.3036E-09  2.5010E-09  2.5398E-09  1.2817E-09  5.0244E-10  5.0460E-10  2.0394E-09  2.6114E-09  2.6488E-09  5.1783E-09
16071.5000  1.4180E-08  1.7558E-09  1.8116E-09  1.4666E-09  5.0396E-10  5.0002E-10  5.0000E-10  5.0000E-10  5.0060E-10  6.6334E-10  1.9051E-09  1.9572E-09  2.0077E-09  3.6442E-09  3.8815E-09  4.1038E-09  1.4931E-09  5.0389E-10  5.0002E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0003E-10  5.0665E-10  2.3034E-09  2.5010E-09  2.5397E-09  1.2817E-09  5.0304E-10  5.0572E-10  2.0392E-09  2.6114E-09  2.6488E-09  5.1779E-09
16071.6000  1.4179E-08  1.7558E-09  1.8116E-09  1.4665E-09  5.0473E-10  5.0003E-10  5.0000E-10  5.0000E-10  5.0072E-10  6.6337E-10  1.9050E-09  1.9572E-09  2.0077E-09  3.6442E-09  3.8816E-09  4.1037E-09  1.4930E-09  5.0464E-10  5.0002E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0004E-10  5.0793E-10  2.3031E-09  2.5010E-09  2.5397E-09  1.2816E-09  5.0364E-10  5.0682E-10  2.0390E-09  2.6114E-09  2.6488E-09  5.1775E-09
16071.7000  1.4178E-08  1.7558E-09  1.8116E-09  1.4663E-09  5.0550E-10  5.0003E-10  5.0000E-10  5.0000E-10  5.0084E-10  6.6340E-10  1.9049E-09  1.9572E-09  2.0078E-09  3.6442E-09  3.8816E-09  4.1037E-09  1.4930E-09  5.0539E-10  5.0003E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0005E-10  5.0919E-10  2.3028E-09  2.5010E-09  2.5396E-09  1.2815E-09  5.0423E-10  5.0791E-10  2.0388E-09  2.6114E-09  2.6488E-09  5.1771E-09
16071.8000  1.4176E-08  1.7558E-09  1.8116E-09  1.4662E-09  5.0625E-10  5.0004E-10  5.0000E-10  5.0001E-10  5.0096E-10  6.6343E-10  1.9048E-09  1.9573E-09  2.0078E-09  3.6442E-09  3.8817E-09  4.1036E-09  1.4929E-09  5.0614E-10  5.0004E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0000E-10  5.0007E-10  5.1043E-10  2.3026E-09  2.5010E-09  2.5396E-09  1.2814E-09  5.0482E-10  5.0899E-10  2.0386E-09  2.6114E-09  2.6488E-09  5.1767E-09
