         1     -16.000     -15.900     -15.800     -15.700     -15.600     -15.500     -15.400     -15.300     -15.200     -15.100     -15.000     -14.900     -14.800     -14.700     -14.600     -14.500     -14.400     -14.300     -14.200     -14.100     -14.000     -13.900     -13.800     -13.700     -13.600     -13.500     -13.400     -13.300     -13.200     -13.100     -13.000     -12.900     -12.800     -12.700     -12.600     -12.500     -12.400     -12.300     -12.200     -12.100     -12.000     -11.900     -11.800     -11.700     -11.600     -11.500     -11.400     -11.300     -11.200     -11.100     -11.000     -10.900     -10.800     -10.700     -10.600     -10.500     -10.400     -10.300     -10.200     -10.100     -10.000      -9.900      -9.800      -9.700      -9.600      -9.500      -9.400      -9.300      -9.200      -9.100      -9.000      -8.900      -8.800      -8.700      -8.600      -8.500      -8.400      -8.300      -8.200      -8.100      -8.000      -7.900      -7.800      -7.700      -7.600      -7.500      -7.400      -7.300      -7.200      -7.100      -7.000      -6.900      -6.800      -6.700      -6.600      -6.500      -6.400      -6.300      -6.200      -6.100      -6.000      -5.900      -5.800      -5.700      -5.600      -5.500      -5.400      -5.300      -5.200      -5.100      -5.000      -4.900      -4.800      -4.700      -4.600      -4.500      -4.400      -4.300      -4.200      -4.100      -4.000      -3.900      -3.800      -3.700      -3.600      -3.500      -3.400      -3.300      -3.200      -3.100      -3.000      -2.900      -2.800      -2.700      -2.600      -2.500      -2.400      -2.300      -2.200      -2.100      -2.000      -1.900      -1.800      -1.700      -1.600      -1.500      -1.400      -1.300      -1.200      -1.100      -1.000      -0.900      -0.800      -0.700      -0.600      -0.500      -0.400      -0.300      -0.200      -0.100       0.000         NaN
16071.0000  3.0000E-06  3.0000E-06  3.0000E-06  3.0000E-06  3.0000E-06  3.0000E-06  3.0000E-06  3.0000E-06  3.0000E-06  3.0000E-06  3.0000E-06  3.0000E-06  3.0000E-06  3.0000E-06  3.0000E-06  3.0000E-06  3.0000E-06  3.0000E-06  3.0000E-06  3.0000E-06  3.0000E-06  3.0000E-06  3.0000E-06  3.0000E-06  3.0000E-06  3.0000E-06  3.0000E-06  3.0000E-06  3.0000E-06  3.0000E-06  3.0000E-06  3.0000E-06  3.0000E-06  3.0000E-06  3.0000E-06  3.0000E-06  3.0000E-06  3.0000E-06  3.0000E-06  3.0000E-06  3.0000E-06  3.0000E-06  3.0000E-06  3.0000E-06  3.0000E-06  3.0000E-06  3.0000E-06  3.0000E-06  3.0000E-06  3.0000E-06  3.0000E-06
16071.0000  3.0000E-06  3.0000E-06  3.0000E-06  3.0000E-06  3.0000E-06  3.0000E-06  3.0000E-06  3.0000E-06  3.0000E-06  3.0000E-06  3.0000E-06  3.0000E-06  3.0000E-06  3.0000E-06  3.0000E-06  3.0000E-06  3.0000E-06  3.0000E-06  3.0000E-06  3.0000E-06  3.0000E-06  3.0000E-06  3.0000E-06  3.0000E-06  3.0000E-06  3.0000E-06  3.0000E-06  3.0000E-06  3.0000E-06  3.0000E-06  3.0000E-06  3.0000E-06  3.0000E-06  3.0000E-06  3.0000E-06  3.0000E-06  3.0000E-06  3.0000E-06  3.0000E-06  3.0000E-06  3.0000E-06  3.0000E-06  3.0000E-06  3.0000E-06  3.0000E-06  3.0000E-06  3.0000E-06  3.0000E-06  3.0000E-06  3.0000E-06  3.0000E-06
16071.1000  2.9997E-06  2.9997E-06  2.9997E-06  2.9998E-06  2.9999E-06  2.9999E-06  2.9999E-06  2.9999E-06  2.9999E-06  2.9999E-06  2.9997E-06  2.9997E-06  2.9997E-06  2.9995E-06  2.9995E-06  2.9994E-06  2.9998E-06  2.9999E-06  2.9999E-06  2.9999E-06  2.9999E-06  2.9999E-06  2.9999E-06  2.9999E-06  2.9999E-06  2.9999E-06  2.9999E-06  2.9999E-06  2.9999E-06  2.9999E-06  2.9999E-06  2.9999E-06  2.9999E-06  2.9999E-06  2.9999E-06  2.9999E-06  2.9999E-06  2.9999E-06  2.9999E-06  2.9999E-06  2.9999E-06  2.9997E-06  2.9996E-06  2.9996E-06  2.9998E-06  2.9999E-06  2.9999E-06  2.9997E-06  2.9996E-06  2.9996E-06  2.9996E-06
16071.2000  2.9995E-06  2.9995E-06  2.9995E-06  2.9996E-06  2.9998E-06  2.9999E-06  2.9999E-06  2.9999E-06  2.9998E-06  2.9998E-06  2.9995E-06  2.9995E-06  2.9994E-06  2.9990E-06  2.9990E-06  2.9989E-06  2.9996E-06  2.9998E-06  2.9999E-06  2.9999E-06  2.9999E-06  2.9999E-06  2.9999E-06  2.9999E-06  2.9999E-06  2.9999E-06  2.9999E-06  2.9999E-06  2.9999E-06  2.9999E-06  2.9999E-06  2.9999E-06  2.9999E-06  2.9999E-06  2.9999E-06  2.9999E-06  2.9999E-06  2.9999E-06  2.9999E-06  2.9999E-06  2.9998E-06  2.9994E-06  2.9993E-06  2.9993E-06  2.9996E-06  2.9998E-06  2.9998E-06  2.9994E-06  2.9993E-06  2.9993E-06  2.9993E-06
16071.3000  2.9993E-06  2.9993E-06  2.9993E-06  2.9994E-06  2.9998E-06  2.9998E-06  2.9998E-06  2.9998E-06  2.9998E-06  2.9997E-06  2.9992E-06  2.9992E-06  2.9992E-06  2.9986E-06  2.9985E-06  2.9984E-06  2.9994E-06  2.9998E-06  2.9998E-06  2.9998E-06  2.9998E-06  2.9998E-06  2.9998E-06  2.9998E-06  2.9998E-06  2.9998E-06  2.9998E-06  2.9998E-06  2.9998E-06  2.9998E-06  2.9998E-06  2.9998E-06  2.9998E-06  2.9998E-06  2.9998E-06  2.9998E-06  2.9998E-06  2.9998E-06  2.9998E-06  2.9998E-06  2.9998E-06  2.9991E-06  2.9990E-06  2.9990E-06  2.9995E-06  2.9998E-06  2.9998E-06  2.9992E-06  2.9990E-06  2.9990E-06  2.9990E-06
16071.4000  2.9991E-06  2.9991E-06  2.9990E-06  2.9992E-06  2.9997E-06  2.9997E-06  2.9998E-06  2.9998E-06  2.9997E-06  2.9996E-06  2.9990E-06  2.9990E-06  2.9989E-06  2.9981E-06  2.9980E-06  2.9979E-06  2.9992E-06  2.9997E-06  2.9997E-06  2.9998E-06  2.9998E-06  2.9998E-06  2.9998E-06  2.9998E-06  2.9998E-06  2.9998E-06  2.9998E-06  2.9998E-06  2.9998E-06  2.9998E-06  2.9998E-06  2.9998E-06  2.9998E-06  2.9998E-06  2.9998E-06  2.9998E-06  2.9998E-06  2.9998E-06  2.9998E-06  2.9997E-06  2.9997E-06  2.9988E-06  2.9987E-06  2.9987E-06  2.9993E-06  2.9997E-06  2.9997E-06  2.9989E-06  2.9986E-06  2.9986E-06  2.9986E-06
16071.5000  2.9989E-06  2.9989E-06  2.9988E-06  2.9990E-06  2.9997E-06  2.9997E-06  2.9997E-06  2.9997E-06  2.9997E-06  2.9995E-06  2.9988E-06  2.9987E-06  2.9987E-06  2.9977E-06  2.9975E-06  2.9974E-06  2.9990E-06  2.9997E-06  2.9997E-06  2.9997E-06  2.9997E-06  2.9997E-06  2.9997E-06  2.9997E-06  2.9997E-06  2.9997E-06  2.9997E-06  2.9997E-06  2.9997E-06  2.9997E-06  2.9997E-06  2.9997E-06  2.9997E-06  2.9997E-06  2.9997E-06  2.9997E-06  2.9997E-06  2.9997E-06  2.9997E-06  2.9997E-06  2.9997E-06  2.9985E-06  2.9984E-06  2.9984E-06  2.9992E-06  2.9997E-06  2.9997E-06  2.9987E-06  2.9983E-06  2.9983E-06  2.9983E-06
16071.6000  2.9986E-06  2.9986E-06  2.9986E-06  2.9989E-06  2.9996E-06  2.9996E-06  2.9997E-06  2.9996E-06  2.9996E-06  2.9995E-06  2.9985E-06  2.9985E-06  2.9984E-06  2.9972E-06  2.9970E-06  2.9969E-06  2.9988E-06  2.9996E-06  2.9996E-06  2.9997E-06  2.9997E-06  2.9997E-06  2.9997E-06  2.9997E-06  2.9997E-06  2.9997E-06  2.9997E-06  2.9997E-06  2.9997E-06  2.9997E-06  2.9997E-06  2.9997E-06  2.9997E-06  2.9997E-06  2.9997E-06  2.9997E-06  2.9997E-06  2.9997E-06  2.9997E-06  2.9996E-06  2.9996E-06  2.9982E-06  2.9981E-06  2.9980E-06  2.9990E-06  2.9996E-06  2.9996E-06  2.9984E-06  2.9980E-06  2.9980E-06  2.9980E-06
16071.7000  2.9984E-06  2.9984E-06  2.9984E-06  2.9987E-06  2.9996E-06  2.9996E-06  2.9996E-06  2.9996E-06  2.9996E-06  2.9994E-06  2.9983E-06  2.9982E-06  2.9982E-06  2.9968E-06  2.9966E-06  2.9964E-06  2.9986E-06  2.9996E-06  2.9996E-06  2.9996E-06  2.9996E-06  2.9996E-06  2.9996E-06  2.9996E-06  2.9996E-06  2.9996E-06  2.9996E-06  2.9996E-06  2.9996E-06  2.9996E-06  2.9996E-06  2.9996E-06  2.9996E-06  2.9996E-06  2.9996E-06  2.9996E-06  2.9996E-06  2.9996E-06  2.9996E-06  2.9996E-06  2.9996E-06  2.9979E-06  2.9978E-06  2.9977E-06  2.9988E-06  2.9996E-06  2.9996E-06  2.9982E-06  2.9977E-06  2.9976E-06  2.9976E-06
16071.8000  2.9982E-06  2.9982E-06  2.9981E-06  2.9985E-06  2.9995E-06  2.9995E-06  2.9996E-06  2.9995E-06  2.9995E-06  2.9993E-06  2.9980E-06  2.9980E-06  2.9979E-06  2.9963E-06  2.9961E-06  2.9958E-06  2.9985E-06  2.9995E-06  2.9995E-06  2.9996E-06  2.9996E-06  2.9996E-06  2.9996E-06  2.9996E-06  2.9996E-06  2.9996E-06  2.9996E-06  2.9996E-06  2.9996E-06  2.9996E-06  2.9996E-06  2.9996E-06  2.9996E-06  2.9996E-06  2.9996E-06  2.9996E-06  2.9996E-06  2.9996E-06  2.9996E-06  2.9995E-06  2.9995E-06  2.9977E-06  2.9974E-06  2.9974E-06  2.9987E-06  2.9995E-06  2.9995E-06  2.9979E-06  2.9973E-06  2.9973E-06  2.9973E-06
