         1     -16.000     -15.900     -15.800     -15.700     -15.600     -15.500     -15.400     -15.300     -15.200     -15.100     -15.000     -14.900     -14.800     -14.700     -14.600     -14.500     -14.400     -14.300     -14.200     -14.100     -14.000     -13.900     -13.800     -13.700     -13.600     -13.500     -13.400     -13.300     -13.200     -13.100     -13.000     -12.900     -12.800     -12.700     -12.600     -12.500     -12.400     -12.300     -12.200     -12.100     -12.000     -11.900     -11.800     -11.700     -11.600     -11.500     -11.400     -11.300     -11.200     -11.100     -11.000     -10.900     -10.800     -10.700     -10.600     -10.500     -10.400     -10.300     -10.200     -10.100     -10.000      -9.900      -9.800      -9.700      -9.600      -9.500      -9.400      -9.300      -9.200      -9.100      -9.000      -8.900      -8.800      -8.700      -8.600      -8.500      -8.400      -8.300      -8.200      -8.100      -8.000      -7.900      -7.800      -7.700      -7.600      -7.500      -7.400      -7.300      -7.200      -7.100      -7.000      -6.900      -6.800      -6.700      -6.600      -6.500      -6.400      -6.300      -6.200      -6.100      -6.000      -5.900      -5.800      -5.700      -5.600      -5.500      -5.400      -5.300      -5.200      -5.100      -5.000      -4.900      -4.800      -4.700      -4.600      -4.500      -4.400      -4.300      -4.200      -4.100      -4.000      -3.900      -3.800      -3.700      -3.600      -3.500      -3.400      -3.300      -3.200      -3.100      -3.000      -2.900      -2.800      -2.700      -2.600      -2.500      -2.400      -2.300      -2.200      -2.100      -2.000      -1.900      -1.800      -1.700      -1.600      -1.500      -1.400      -1.300      -1.200      -1.100      -1.000      -0.900      -0.800      -0.700      -0.600      -0.500      -0.400      -0.300      -0.200      -0.100       0.000         NaN
16071.0000  0.0000E+00  0.0000E+00  4.2883-319  4.2883-319  1.0361-317  1.2732-313  4.4233-319  1.0804-317  1.0804-317  6.9318-310  8.3398-321  6.9318-310  1.4822-323  1.0327-314  1.4822-323  3.4585-323  1.0028E+00  6.9318-310  6.9318-310  2.0560-314  2.4703-323  3.4585-323  6.9318-310  6.9318-310  6.9533-310  6.9533-310  6.9318-310  6.9533-310  6.9318-310  3.2125-316  6.9533-310  1.0481-314  0.0000E+00  6.9318-310  6.9318-310  6.9318-310  6.9318-310  6.9318-310  2.1220-314  2.1220-314  6.9318-310  6.9533-310  6.9533-310  6.9318-310  4.9407-324  2.8420-315  1.4822-323  6.9318-310  6.9318-310  2.0992-314  1.4822-323
16071.0000  0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00  1.4822-323
16071.1000  0.0000E+00 -4.3949E-10 -4.5354E-10 -3.6712E-10 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -1.6576E-10 -4.7712E-10 -4.9006E-10 -5.0267E-10 -9.1478E-10 -9.7462E-10 -1.0309E-09 -3.7368E-10 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -5.7737E-10 -6.2673E-10 -6.3654E-10 -3.2068E-10 -0.0000E+00 -0.0000E+00 -5.1092E-10 -6.5452E-10 -6.6388E-10  1.4822-323
16071.2000  0.0000E+00 -4.3940E-10 -4.5347E-10 -3.6707E-10 -7.1726E-13 -1.4022E-15 -0.0000E+00 -8.3682E-16 -3.7076E-13 -1.6577E-10 -4.7705E-10 -4.8998E-10 -5.0259E-10 -9.1449E-10 -9.7429E-10 -1.0305E-09 -3.7367E-10 -7.6319E-13 -1.5681E-15 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -2.5707E-15 -1.2048E-12 -5.7729E-10 -6.2659E-10 -6.3640E-10 -3.2067E-10 -6.7209E-13 -1.0735E-12 -5.1086E-10 -6.5437E-10 -6.6318E-10  1.4822-323
16071.3000  0.0000E+00 -4.3931E-10 -4.5340E-10 -3.6704E-10 -1.4204E-12 -4.1839E-15 -3.0154E-17 -2.5179E-15 -7.3745E-13 -1.6578E-10 -4.7698E-10 -4.8990E-10 -5.0251E-10 -9.1421E-10 -9.7397E-10 -1.0302E-09 -3.7366E-10 -1.5109E-12 -4.6588E-15 -1.5076E-17 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -7.5382E-18 -7.6741E-15 -2.3734E-12 -5.7723E-10 -6.2645E-10 -6.3626E-10 -3.2065E-10 -1.3343E-12 -2.1193E-12 -5.1081E-10 -6.5422E-10 -6.6258E-10  1.4822-323
16071.4000  0.0000E+00 -4.3922E-10 -4.5332E-10 -3.6701E-10 -2.1100E-12 -8.2993E-15 -4.5231E-17 -5.0204E-15 -1.1001E-12 -1.6579E-10 -4.7691E-10 -4.8981E-10 -5.0242E-10 -9.1392E-10 -9.7364E-10 -1.0298E-09 -3.7365E-10 -2.2437E-12 -9.2491E-15 -3.0153E-17 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -5.2769E-17 -1.5151E-14 -3.5081E-12 -5.7716E-10 -6.2632E-10 -6.3613E-10 -3.2063E-10 -1.9867E-12 -3.1389E-12 -5.1076E-10 -6.5407E-10 -6.6201E-10  1.4822-323
16071.5000  0.0000E+00 -4.3913E-10 -4.5325E-10 -3.6698E-10 -2.7865E-12 -1.3748E-14 -9.0457E-17 -8.2840E-15 -1.4589E-12 -1.6580E-10 -4.7685E-10 -4.8973E-10 -5.0234E-10 -9.1364E-10 -9.7332E-10 -1.0295E-09 -3.7363E-10 -2.9622E-12 -1.5301E-14 -6.0305E-17 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -9.7995E-17 -2.5015E-14 -4.6106E-12 -5.7709E-10 -6.2618E-10 -6.3599E-10 -3.2062E-10 -2.6298E-12 -4.1335E-12 -5.1071E-10 -6.5392E-10 -6.6166E-10  1.4822-323
16071.6000  0.0000E+00 -4.3904E-10 -4.5318E-10 -3.6694E-10 -3.4503E-12 -2.0462E-14 -1.6583E-16 -1.2391E-14 -1.8138E-12 -1.6580E-10 -4.7678E-10 -4.8965E-10 -5.0226E-10 -9.1335E-10 -9.7299E-10 -1.0291E-09 -3.7362E-10 -3.6668E-12 -2.2746E-14 -1.0553E-16 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -1.7337E-16 -3.7106E-14 -5.6826E-12 -5.7703E-10 -6.2605E-10 -6.3585E-10 -3.2060E-10 -3.2636E-12 -5.1042E-12 -5.1065E-10 -6.5378E-10 -6.6143E-10  1.4822-323
16071.7000  0.0000E+00 -4.3895E-10 -4.5310E-10 -3.6691E-10 -4.1020E-12 -2.8418E-14 -2.5628E-16 -1.7267E-14 -2.1649E-12 -1.6581E-10 -4.7671E-10 -4.8957E-10 -5.0218E-10 -9.1307E-10 -9.7267E-10 -1.0288E-09 -3.7361E-10 -4.3581E-12 -3.1582E-14 -1.8090E-16 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -2.9397E-16 -5.1371E-14 -6.7257E-12 -5.7696E-10 -6.2591E-10 -6.3572E-10 -3.2058E-10 -3.8884E-12 -6.0521E-12 -5.1060E-10 -6.5363E-10 -6.6112E-10  1.4822-323
16071.8000  0.0000E+00 -4.3886E-10 -4.5303E-10 -3.6688E-10 -4.7418E-12 -3.7607E-14 -3.8440E-16 -2.2887E-14 -2.5124E-12 -1.6582E-10 -4.7665E-10 -4.8948E-10 -5.0210E-10 -9.1278E-10 -9.7234E-10 -1.0284E-09 -3.7359E-10 -5.0366E-12 -4.1781E-14 -2.7135E-16 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -4.3717E-16 -6.7769E-14 -7.7413E-12 -5.7689E-10 -6.2578E-10 -6.3558E-10 -3.2057E-10 -4.5044E-12 -6.9782E-12 -5.1055E-10 -6.5348E-10 -6.6060E-10  1.4822-323
16071.9000  0.0000E+00 -4.3877E-10 -4.5296E-10 -3.6684E-10 -5.3703E-12 -4.7969E-14 -5.2759E-16 -2.9306E-14 -2.8561E-12 -1.6583E-10 -4.7658E-10 -4.8940E-10 -5.0202E-10 -9.1250E-10 -9.7202E-10 -1.0280E-09 -3.7358E-10 -5.7026E-12 -5.3302E-14 -3.6932E-16 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -0.0000E+00 -6.1804E-16 -8.6201E-14 -8.7309E-12 -5.7683E-10 -6.2564E-10 -6.3545E-10 -3.2055E-10 -5.1118E-12 -7.8835E-12 -5.1050E-10 -6.5333E-10 -6.6008E-10  1.4822-323
