z [m]   U [m/s] V [m/s] T [°C]	S [‰]	k [J/kg]	eps [W/kg]
-98	0	0	5.061237	0	3.00e-06	5.00e-10
-99	0	0	5.062900	0	3.00e-06	5.00e-10
-100	0	0	5.061810	0	3.00e-06	5.00e-10
-101	0	0	5.062100	0	3.00e-06	5.00e-10
-102	0	0	5.063500	0	3.00e-06	5.00e-10
-103	0	0	5.063500	0	3.00e-06	5.00e-10
-104	0	0	5.063275	0	3.00e-06	5.00e-10
-105	0	0	5.063062	0	3.00e-06	5.00e-10
-106	0	0	5.062985	0	3.00e-06	5.00e-10
-107	0	0	5.062292	0	3.00e-06	5.00e-10
-108	0	0	5.060817	0	3.00e-06	5.00e-10
-109	0	0	5.060692	0	3.00e-06	5.00e-10
-110	0	0	5.060330	0	3.00e-06	5.00e-10
-111	0	0	5.060342	0	3.00e-06	5.00e-10
-112	0	0	5.059625	0	3.00e-06	5.00e-10
-113	0	0	5.059407	0	3.00e-06	5.00e-10
-114	0	0	5.059362	0	3.00e-06	5.00e-10
-115	0	0	5.058886	0	3.00e-06	5.00e-10
-116	0	0	5.059262	0	3.00e-06	5.00e-10
-117	0	0	5.059254	0	3.00e-06	5.00e-10
-118	0	0	5.059343	0	3.00e-06	5.00e-10
-119	0	0	5.059231	0	3.00e-06	5.00e-10
-120	0	0	5.057808	0	3.00e-06	5.00e-10
-121	0	0	5.057300	0	3.00e-06	5.00e-10
-122	0	0	5.057285	0	3.00e-06	5.00e-10
-123	0	0	5.057042	0	3.00e-06	5.00e-10
-124	0	0	5.057425	0	3.00e-06	5.00e-10
-125	0	0	5.056223	0	3.00e-06	5.00e-10
-126	0	0	5.056192	0	3.00e-06	5.00e-10
-127	0	0	5.056055	0	3.00e-06	5.00e-10
-128	0	0	5.056115	0	3.00e-06	5.00e-10
-129	0	0	5.056092	0	3.00e-06	5.00e-10
-130	0	0	5.055950	0	3.00e-06	5.00e-10
-131	0	0	5.055946	0	3.00e-06	5.00e-10
-132	0	0	5.055583	0	3.00e-06	5.00e-10
-133	0	0	5.054833	0	3.00e-06	5.00e-10
-134	0	0	5.054085	0	3.00e-06	5.00e-10
-135	0	0	5.052450	0	3.00e-06	5.00e-10
-136	0	0	5.050150	0	3.00e-06	5.00e-10
