t	z_ga	ga1
39443	0.189881	0.189881
39444	0.191015	0.191015
39445	0.192162	0.192162
39446	0.193323	0.193323
39447	0.194498	0.194498
39448	0.195687	0.195687
39449	0.196891	0.196891
39450	0.198110	0.198110
39451	0.199344	0.199344
39452	0.200594	0.200594
39453	0.201859	0.201859
39454	0.203141	0.203141
39455	0.204438	0.204438
39456	0.205753	0.205753
39457	0.207084	0.207084
39458	0.208433	0.208433
39459	0.209800	0.209800
39460	0.211184	0.211184
39461	0.212587	0.212587
39462	0.214009	0.214009
39463	0.215450	0.215450
39464	0.216910	0.216910
39465	0.218391	0.218391
39466	0.216506	0.216506
39467	0.214653	0.214653
39468	0.212831	0.212831
39469	0.211040	0.211040
39470	0.209279	0.209279
39471	0.207547	0.207547
39472	0.205844	0.205844
39473	0.204168	0.204168
39474	0.202519	0.202519
39475	0.200897	0.200897
39476	0.199301	0.199301
39477	0.197729	0.197729
39478	0.196183	0.196183
39479	0.194660	0.194660
39480	0.193161	0.193161
39481	0.191685	0.191685
39482	0.190231	0.190231
39483	0.188799	0.188799
39484	0.187388	0.187388
39485	0.185998	0.185998
39486	0.184629	0.184629
39487	0.183280	0.183280
39488	0.181950	0.181950
39489	0.180640	0.180640
39490	0.179348	0.179348
39491	0.178074	0.178074
39492	0.176819	0.176819
39493	0.175581	0.175581
39494	0.174360	0.174360
39495	0.173157	0.173157
39496	0.171969	0.171969
39497	0.170798	0.170798
39498	0.169643	0.169643
39499	0.169094	0.169094
39500	0.168548	0.168548
39501	0.168006	0.168006
39502	0.167468	0.167468
39503	0.166933	0.166933
39504	0.166401	0.166401
39505	0.165873	0.165873
39506	0.165348	0.165348
39507	0.164826	0.164826
39508	0.164308	0.164308
39509	0.163793	0.163793
39510	0.163281	0.163281
39511	0.162773	0.162773
39512	0.162267	0.162267
39513	0.161765	0.161765
39514	0.161265	0.161265
39515	0.160769	0.160769
39516	0.160276	0.160276
39517	0.159786	0.159786
39518	0.159299	0.159299
39519	0.158815	0.158815
39520	0.158333	0.158333
39521	0.160358	0.160358
39522	0.162435	0.162435
39523	0.164567	0.164567
39524	0.166755	0.166755
39525	0.169003	0.169003
39526	0.171311	0.171311
39527	0.173684	0.173684
39528	0.176124	0.176124
39529	0.178632	0.178632
39530	0.181214	0.181214
39531	0.183871	0.183871
39532	0.186607	0.186607
39533	0.189426	0.189426
39534	0.192331	0.192331
39535	0.195327	0.195327
39536	0.198418	0.198418
39537	0.201608	0.201608
39538	0.204902	0.204902
39539	0.208306	0.208306
39540	0.211824	0.211824
39541	0.215464	0.215464
39542	0.219231	0.219231
39543	0.223132	0.223132
39544	0.227174	0.227174
39545	0.231365	0.231365
39546	0.235714	0.235714
39547	0.240230	0.240230
39548	0.244922	0.244922
39549	0.249801	0.249801
39550	0.254878	0.254878
39551	0.260166	0.260166
39552	0.265678	0.265678
39553	0.271429	0.271429
39554	0.273775	0.273775
39555	0.276163	0.276163
39556	0.278592	0.278592
39557	0.281065	0.281065
39558	0.283582	0.283582
39559	0.286145	0.286145
39560	0.288754	0.288754
39561	0.291411	0.291411
39562	0.294118	0.294118
39563	0.296875	0.296875
39564	0.299685	0.299685
39565	0.302548	0.302548
39566	0.305466	0.305466
39567	0.308442	0.308442
39568	0.311475	0.311475
39569	0.314570	0.314570
39570	0.317726	0.317726
39571	0.320946	0.320946
39572	0.324232	0.324232
39573	0.327586	0.327586
39574	0.331010	0.331010
39575	0.334507	0.334507
39576	0.338078	0.338078
39577	0.341727	0.341727
39578	0.345455	0.345455
39579	0.344075	0.344075
39580	0.342706	0.342706
39581	0.341347	0.341347
39582	0.340000	0.340000
39583	0.338663	0.338663
39584	0.337337	0.337337
39585	0.336021	0.336021
39586	0.334715	0.334715
39587	0.333419	0.333419
39588	0.332134	0.332134
39589	0.330858	0.330858
39590	0.329592	0.329592
39591	0.328335	0.328335
39592	0.327089	0.327089
39593	0.325851	0.325851
39594	0.324623	0.324623
39595	0.323404	0.323404
39596	0.322195	0.322195
39597	0.320994	0.320994
39598	0.319802	0.319802
39599	0.318619	0.318619
39600	0.317445	0.317445
39601	0.316279	0.316279
39602	0.315122	0.315122
39603	0.313973	0.313973
39604	0.312833	0.312833
39605	0.311701	0.311701
39606	0.310577	0.310577
39607	0.309461	0.309461
39608	0.308353	0.308353
39609	0.307253	0.307253
39610	0.306161	0.306161
39611	0.305077	0.305077
39612	0.304000	0.304000
39613	0.309392	0.309392
39614	0.314979	0.314979
39615	0.320772	0.320772
39616	0.326781	0.326781
39617	0.333020	0.333020
39618	0.339502	0.339502
39619	0.346241	0.346241
39620	0.353254	0.353254
39621	0.360556	0.360556
39622	0.368166	0.368166
39623	0.376105	0.376105
39624	0.384393	0.384393
39625	0.393055	0.393055
39626	0.402116	0.402116
39627	0.411605	0.411605
39628	0.421553	0.421553
39629	0.431994	0.431994
39630	0.442964	0.442964
39631	0.454507	0.454507
39632	0.466667	0.466667
39633	0.479495	0.479495
39634	0.493049	0.493049
39635	0.507392	0.507392
39636	0.522593	0.522593
39637	0.538734	0.538734
39638	0.555904	0.555904
39639	0.574204	0.574204
39640	0.593750	0.593750
39641	0.578853	0.578853
39642	0.564685	0.564685
39643	0.551195	0.551195
39644	0.538333	0.538333
39645	0.526059	0.526059
39646	0.514331	0.514331
39647	0.503115	0.503115
39648	0.492378	0.492378
39649	0.482090	0.482090
39650	0.472222	0.472222
39651	0.462751	0.462751
39652	0.453652	0.453652
39653	0.444904	0.444904
39654	0.436486	0.436486
39655	0.428382	0.428382
39656	0.420573	0.420573
39657	0.413043	0.413043
39658	0.405779	0.405779
39659	0.398765	0.398765
39660	0.391990	0.391990
39661	0.385442	0.385442
39662	0.379108	0.379108
39663	0.372979	0.372979
39664	0.367045	0.367045
39665	0.361298	0.361298
39666	0.355727	0.355727
39667	0.350325	0.350325
39668	0.345085	0.345085
39669	0.340000	0.340000
39670	0.335062	0.335062
39671	0.330266	0.330266
39672	0.325605	0.325605
39673	0.321074	0.321074
39674	0.316667	0.316667
39675	0.314235	0.314235
39676	0.311841	0.311841
39677	0.309482	0.309482
39678	0.307159	0.307159
39679	0.304871	0.304871
39680	0.302617	0.302617
39681	0.300395	0.300395
39682	0.298206	0.298206
39683	0.296049	0.296049
39684	0.293923	0.293923
39685	0.291827	0.291827
39686	0.289760	0.289760
39687	0.287723	0.287723
39688	0.285714	0.285714
39689	0.283733	0.283733
39690	0.281780	0.281780
39691	0.279853	0.279853
39692	0.277952	0.277952
39693	0.276077	0.276077
39694	0.274227	0.274227
39695	0.272401	0.272401
39696	0.270600	0.270600
39697	0.268823	0.268823
39698	0.267068	0.267068
39699	0.265337	0.265337
39700	0.263627	0.263627
39701	0.261940	0.261940
39702	0.260274	0.260274
39703	0.259386	0.259386
39704	0.258503	0.258503
39705	0.257627	0.257627
39706	0.256757	0.256757
39707	0.255892	0.255892
39708	0.255034	0.255034
39709	0.254181	0.254181
39710	0.253333	0.253333
39711	0.252492	0.252492
39712	0.251656	0.251656
39713	0.250825	0.250825
39714	0.250000	0.250000
39715	0.249180	0.249180
39716	0.248366	0.248366
39717	0.247557	0.247557
39718	0.246753	0.246753
39719	0.245955	0.245955
39720	0.245161	0.245161
39721	0.244373	0.244373
39722	0.243590	0.243590
39723	0.242812	0.242812
39724	0.242038	0.242038
39725	0.241270	0.241270
39726	0.240506	0.240506
39727	0.239748	0.239748
39728	0.238994	0.238994
39729	0.238245	0.238245
39730	0.237500	0.237500
39731	0.236760	0.236760
39732	0.236025	0.236025
39733	0.235294	0.235294
39734	0.234568	0.234568
39735	0.233846	0.233846
39736	0.233129	0.233129
39737	0.232416	0.232416
39738	0.231707	0.231707
39739	0.232653	0.232653
39740	0.233607	0.233607
39741	0.234568	0.234568
39742	0.235537	0.235537
39743	0.236515	0.236515
39744	0.237500	0.237500
39745	0.238494	0.238494
39746	0.239496	0.239496
39747	0.240506	0.240506
39748	0.241525	0.241525
39749	0.242553	0.242553
39750	0.243590	0.243590
39751	0.244635	0.244635
39752	0.245690	0.245690
39753	0.246753	0.246753
39754	0.247826	0.247826
39755	0.248908	0.248908
39756	0.250000	0.250000
39757	0.251101	0.251101
39758	0.252212	0.252212
39759	0.253333	0.253333
39760	0.254464	0.254464
39761	0.255605	0.255605
39762	0.256757	0.256757
39763	0.257919	0.257919
39764	0.259091	0.259091
39765	0.260274	0.260274
39766	0.257717	0.257717
39767	0.255211	0.255211
39768	0.252752	0.252752
39769	0.250341	0.250341
39770	0.247975	0.247975
39771	0.245653	0.245653
39772	0.243375	0.243375
39773	0.241138	0.241138
39774	0.238942	0.238942
39775	0.236786	0.236786
39776	0.234668	0.234668
39777	0.232588	0.232588
39778	0.230544	0.230544
39779	0.228536	0.228536
39780	0.226562	0.226562
39781	0.224623	0.224623
39782	0.222716	0.222716
39783	0.220842	0.220842
39784	0.218998	0.218998
39785	0.217186	0.217186
39786	0.215403	0.215403
39787	0.213649	0.213649
39788	0.211923	0.211923
39789	0.210225	0.210225
39790	0.208554	0.208554
39791	0.206910	0.206910
39792	0.205291	0.205291
39793	0.203697	0.203697
39794	0.202128	0.202128
39795	0.203209	0.203209
39796	0.204301	0.204301
39797	0.205405	0.205405
39798	0.206522	0.206522
39799	0.207650	0.207650
39800	0.208791	0.208791
39801	0.209945	0.209945
39802	0.211111	0.211111
39803	0.212291	0.212291
39804	0.213483	0.213483
39805	0.214689	0.214689
39806	0.215909	0.215909
39807	0.217143	0.217143
39808	0.218391	0.218391
39809	0.219653	0.219653
39810	0.220930	0.220930
39811	0.222222	0.222222
39812	0.223529	0.223529
39813	0.224852	0.224852
39814	0.226190	0.226190
39815	0.227545	0.227545
39816	0.228916	0.228916
39817	0.230303	0.230303
39818	0.231707	0.231707
39819	0.233129	0.233129
39820	0.234568	0.234568
39821	0.236025	0.236025
39822	0.237500	0.237500
39823	0.238994	0.238994
39824	0.240506	0.240506
39825	0.242038	0.242038
39826	0.243590	0.243590
39827	0.245161	0.245161
39828	0.246753	0.246753
39829	0.248366	0.248366
39830	0.250000	0.250000
39831	0.251656	0.251656
39832	0.253333	0.253333
39833	0.255034	0.255034
39834	0.256757	0.256757
39835	0.258503	0.258503
39836	0.260274	0.260274
39837	0.260058	0.260058
39838	0.259843	0.259843
39839	0.259627	0.259627
39840	0.259412	0.259412
39841	0.259198	0.259198
39842	0.258984	0.258984
39843	0.258770	0.258770
39844	0.258557	0.258557
39845	0.258344	0.258344
39846	0.258131	0.258131
39847	0.257919	0.257919
39848	0.257707	0.257707
39849	0.257495	0.257495
39850	0.257284	0.257284
39851	0.257073	0.257073
39852	0.256862	0.256862
39853	0.256652	0.256652
39854	0.256442	0.256442
39855	0.256232	0.256232
39856	0.256023	0.256023
39857	0.255814	0.255814
39858	0.255605	0.255605
39859	0.255397	0.255397
39860	0.255189	0.255189
39861	0.254982	0.254982
39862	0.254774	0.254774
39863	0.254568	0.254568
39864	0.254361	0.254361
39865	0.254155	0.254155
39866	0.253949	0.253949
39867	0.253743	0.253743
39868	0.253538	0.253538
39869	0.253333	0.253333
39870	0.249572	0.249572
39871	0.245920	0.245920
39872	0.242374	0.242374
39873	0.238928	0.238928
39874	0.235580	0.235580
39875	0.232323	0.232323
39876	0.229156	0.229156
39877	0.226073	0.226073
39878	0.223073	0.223073
39879	0.220151	0.220151
39880	0.217305	0.217305
39881	0.214531	0.214531
39882	0.211827	0.211827
39883	0.209191	0.209191
39884	0.206619	0.206619
39885	0.204110	0.204110
39886	0.201661	0.201661
39887	0.199270	0.199270
39888	0.196936	0.196936
39889	0.194655	0.194655
39890	0.192426	0.192426
39891	0.190248	0.190248
39892	0.188119	0.188119
39893	0.192823	0.192823
39894	0.197770	0.197770
39895	0.202976	0.202976
39896	0.208464	0.208464
39897	0.214257	0.214257
39898	0.220381	0.220381
39899	0.226866	0.226866
39900	0.233743	0.233743
39901	0.241051	0.241051
39902	0.248831	0.248831
39903	0.257129	0.257129
39904	0.266000	0.266000
39905	0.275505	0.275505
39906	0.285714	0.285714
39907	0.296709	0.296709
39908	0.308585	0.308585
39909	0.321450	0.321450
39910	0.335435	0.335435
39911	0.350692	0.350692
39912	0.367403	0.367403
39913	0.385787	0.385787
39914	0.406107	0.406107
39915	0.428687	0.428687
39916	0.453925	0.453925
39917	0.482321	0.482321
39918	0.514507	0.514507
39919	0.551295	0.551295
39920	0.593750	0.593750
39921	0.592428	0.592428
39922	0.591111	0.591111
39923	0.589800	0.589800
39924	0.588496	0.588496
39925	0.587196	0.587196
39926	0.585903	0.585903
39927	0.584615	0.584615
39928	0.583333	0.583333
39929	0.582057	0.582057
39930	0.580786	0.580786
39931	0.579521	0.579521
39932	0.578261	0.578261
39933	0.577007	0.577007
39934	0.575758	0.575758
39935	0.574514	0.574514
39936	0.573276	0.573276
39937	0.572043	0.572043
39938	0.570815	0.570815
39939	0.569593	0.569593
39940	0.568376	0.568376
39941	0.567164	0.567164
39942	0.565957	0.565957
39943	0.564756	0.564756
39944	0.563559	0.563559
39945	0.562368	0.562368
39946	0.561181	0.561181
39947	0.560000	0.560000
39948	0.558824	0.558824
39949	0.542283	0.542283
39950	0.526694	0.526694
39951	0.511976	0.511976
39952	0.498058	0.498058
39953	0.484877	0.484877
39954	0.472376	0.472376
39955	0.460503	0.460503
39956	0.449212	0.449212
39957	0.438462	0.438462
39958	0.428214	0.428214
39959	0.418434	0.418434
39960	0.409091	0.409091
39961	0.400156	0.400156
39962	0.391603	0.391603
39963	0.383408	0.383408
39964	0.375549	0.375549
39965	0.368006	0.368006
39966	0.360759	0.360759
39967	0.353793	0.353793
39968	0.347091	0.347091
39969	0.340637	0.340637
39970	0.334420	0.334420
39971	0.328425	0.328425
39972	0.322642	0.322642
39973	0.317058	0.317058
39974	0.311665	0.311665
39975	0.306452	0.306452
39976	0.308386	0.308386
39977	0.310345	0.310345
39978	0.312329	0.312329
39979	0.314338	0.314338
39980	0.316374	0.316374
39981	0.318436	0.318436
39982	0.320525	0.320525
39983	0.322642	0.322642
39984	0.324786	0.324786
39985	0.326960	0.326960
39986	0.329163	0.329163
39987	0.331395	0.331395
39988	0.333659	0.333659
39989	0.335953	0.335953
39990	0.338279	0.338279
39991	0.340637	0.340637
39992	0.343029	0.343029
39993	0.345455	0.345455
39994	0.347915	0.347915
39995	0.350410	0.350410
39996	0.352941	0.352941
39997	0.355509	0.355509
39998	0.358115	0.358115
39999	0.360759	0.360759
40000	0.363443	0.363443
40001	0.366167	0.366167
40002	0.368932	0.368932
40003	0.371739	0.371739
40004	0.374589	0.374589
40005	0.377483	0.377483
40006	0.380423	0.380423
40007	0.383408	0.383408
40008	0.386441	0.386441
40009	0.389522	0.389522
40010	0.392652	0.392652
40011	0.395833	0.395833
40012	0.391868	0.391868
40013	0.387981	0.387981
40014	0.384171	0.384171
40015	0.380435	0.380435
40016	0.376771	0.376771
40017	0.373176	0.373176
40018	0.369650	0.369650
40019	0.366189	0.366189
40020	0.362793	0.362793
40021	0.359459	0.359459
40022	0.356186	0.356186
40023	0.352972	0.352972
40024	0.349816	0.349816
40025	0.346715	0.346715
40026	0.343669	0.343669
40027	0.340676	0.340676
40028	0.337735	0.337735
40029	0.334844	0.334844
40030	0.332002	0.332002
40031	0.329208	0.329208
40032	0.326460	0.326460
40033	0.323759	0.323759
40034	0.321101	0.321101
40035	0.318487	0.318487
40036	0.315914	0.315914
40037	0.313384	0.313384
40038	0.310893	0.310893
40039	0.308442	0.308442
40040	0.306029	0.306029
40041	0.303653	0.303653
40042	0.301314	0.301314
40043	0.299011	0.299011
40044	0.296743	0.296743
40045	0.294508	0.294508
40046	0.292308	0.292308
40047	0.291086	0.291086
40048	0.289875	0.289875
40049	0.288674	0.288674
40050	0.287483	0.287483
40051	0.286301	0.286301
40052	0.285130	0.285130
40053	0.283967	0.283967
40054	0.282815	0.282815
40055	0.281671	0.281671
40056	0.280537	0.280537
40057	0.279412	0.279412
40058	0.278296	0.278296
40059	0.277188	0.277188
40060	0.276090	0.276090
40061	0.275000	0.275000
40062	0.273919	0.273919
40063	0.272846	0.272846
40064	0.271782	0.271782
40065	0.270725	0.270725
40066	0.269677	0.269677
40067	0.268638	0.268638
40068	0.267606	0.267606
40069	0.266582	0.266582
40070	0.265565	0.265565
40071	0.264557	0.264557
40072	0.263556	0.263556
40073	0.262563	0.262563
40074	0.261577	0.261577
40075	0.260599	0.260599
40076	0.259627	0.259627
40077	0.258663	0.258663
40078	0.257707	0.257707
40079	0.256757	0.256757
40080	0.255814	0.255814
40081	0.254878	0.254878
40082	0.253949	0.253949
40083	0.253027	0.253027
40084	0.252111	0.252111
40085	0.251202	0.251202
40086	0.250299	0.250299
40087	0.249403	0.249403
40088	0.248514	0.248514
40089	0.247630	0.247630
40090	0.246753	0.246753
40091	0.245882	0.245882
40092	0.245018	0.245018
40093	0.244159	0.244159
40094	0.243306	0.243306
40095	0.242459	0.242459
40096	0.241618	0.241618
40097	0.240783	0.240783
40098	0.239954	0.239954
40099	0.239130	0.239130
40100	0.238312	0.238312
40101	0.237500	0.237500
40102	0.239381	0.239381
40103	0.241292	0.241292
40104	0.243233	0.243233
40105	0.245206	0.245206
40106	0.247212	0.247212
40107	0.249250	0.249250
40108	0.251323	0.251323
40109	0.253430	0.253430
40110	0.255573	0.255573
40111	0.257752	0.257752
40112	0.259969	0.259969
40113	0.262224	0.262224
40114	0.264519	0.264519
40115	0.266854	0.266854
40116	0.269231	0.269231
40117	0.271650	0.271650
40118	0.274114	0.274114
40119	0.276622	0.276622
40120	0.279177	0.279177
40121	0.281780	0.281780
40122	0.284431	0.284431
40123	0.287133	0.287133
40124	0.289887	0.289887
40125	0.292694	0.292694
40126	0.295556	0.295556
40127	0.298474	0.298474
40128	0.301451	0.301451
40129	0.304487	0.304487
40130	0.307586	0.307586
40131	0.310748	0.310748
40132	0.313975	0.313975
40133	0.317271	0.317271
40134	0.320636	0.320636
40135	0.324074	0.324074
40136	0.327586	0.327586
40137	0.315234	0.315234
40138	0.303779	0.303779
40139	0.293128	0.293128
40140	0.283198	0.283198
40141	0.273919	0.273919
40142	0.265228	0.265228
40143	0.257073	0.257073
40144	0.249403	0.249403
40145	0.242178	0.242178
40146	0.235360	0.235360
40147	0.228916	0.228916
40148	0.222814	0.222814
40149	0.217030	0.217030
40150	0.211538	0.211538
40151	0.206318	0.206318
40152	0.201349	0.201349
40153	0.196613	0.196613
40154	0.192096	0.192096
40155	0.187781	0.187781
40156	0.183656	0.183656
40157	0.179708	0.179708
40158	0.175926	0.175926
40159	0.175231	0.175231
40160	0.174541	0.174541
40161	0.173856	0.173856
40162	0.173177	0.173177
40163	0.172503	0.172503
40164	0.171835	0.171835
40165	0.171171	0.171171
40166	0.170513	0.170513
40167	0.169860	0.169860
40168	0.169211	0.169211
40169	0.168568	0.168568
40170	0.167929	0.167929
40171	0.167296	0.167296
40172	0.166667	0.166667
40173	0.166042	0.166042
40174	0.165423	0.165423
40175	0.164808	0.164808
40176	0.164198	0.164198
40177	0.163592	0.163592
40178	0.162990	0.162990
40179	0.162393	0.162393
40180	0.161800	0.161800
40181	0.161212	0.161212
40182	0.160628	0.160628
40183	0.160048	0.160048
40184	0.159472	0.159472
40185	0.158901	0.158901
40186	0.158333	0.158333
40187	0.157770	0.157770
40188	0.157210	0.157210
40189	0.156655	0.156655
40190	0.156103	0.156103
40191	0.155556	0.155556
40192	0.155012	0.155012
40193	0.154472	0.154472
40194	0.153935	0.153935
40195	0.153403	0.153403
40196	0.152874	0.152874
40197	0.152348	0.152348
40198	0.151826	0.151826
40199	0.151308	0.151308
40200	0.150794	0.150794
40201	0.152786	0.152786
40202	0.154831	0.154831
40203	0.156932	0.156932
40204	0.159091	0.159091
40205	0.161310	0.161310
40206	0.163592	0.163592
40207	0.165939	0.165939
40208	0.168354	0.168354
40209	0.170841	0.170841
40210	0.173403	0.173403
40211	0.176042	0.176042
40212	0.178763	0.178763
40213	0.181570	0.181570
40214	0.184466	0.184466
40215	0.187456	0.187456
40216	0.190544	0.190544
40217	0.193736	0.193736
40218	0.197037	0.197037
40219	0.200452	0.200452
40220	0.203988	0.203988
40221	0.207650	0.207650
40222	0.211447	0.211447
40223	0.215385	0.215385
40224	0.219472	0.219472
40225	0.223717	0.223717
40226	0.228130	0.228130
40227	0.232721	0.232721
40228	0.237500	0.237500
40229	0.236936	0.236936
40230	0.236374	0.236374
40231	0.235816	0.235816
40232	0.235259	0.235259
40233	0.234706	0.234706
40234	0.234155	0.234155
40235	0.233607	0.233607
40236	0.233061	0.233061
40237	0.232517	0.232517
40238	0.231977	0.231977
40239	0.231439	0.231439
40240	0.230903	0.230903
40241	0.230370	0.230370
40242	0.229839	0.229839
40243	0.229310	0.229310
40244	0.228784	0.228784
40245	0.228261	0.228261
40246	0.227740	0.227740
40247	0.227221	0.227221
40248	0.226705	0.226705
40249	0.226190	0.226190
40250	0.225424	0.225424
40251	0.224662	0.224662
40252	0.223906	0.223906
40253	0.223154	0.223154
40254	0.222408	0.222408
40255	0.221667	0.221667
40256	0.220930	0.220930
40257	0.220199	0.220199
40258	0.219472	0.219472
40259	0.218750	0.218750
40260	0.218033	0.218033
40261	0.217320	0.217320
40262	0.216612	0.216612
40263	0.215909	0.215909
40264	0.215210	0.215210
40265	0.214516	0.214516
40266	0.213826	0.213826
40267	0.213141	0.213141
40268	0.212460	0.212460
40269	0.211783	0.211783
40270	0.211111	0.211111
40271	0.210443	0.210443
40272	0.209779	0.209779
40273	0.209119	0.209119
40274	0.208464	0.208464
40275	0.207813	0.207813
40276	0.207165	0.207165
40277	0.206522	0.206522
40278	0.205882	0.205882
40279	0.205247	0.205247
40280	0.204615	0.204615
40281	0.203988	0.203988
40282	0.203364	0.203364
40283	0.202744	0.202744
40284	0.202128	0.202128
40285	0.204773	0.204773
40286	0.207488	0.207488
40287	0.210277	0.210277
40288	0.213141	0.213141
40289	0.216084	0.216084
40290	0.219110	0.219110
40291	0.222222	0.222222
40292	0.225424	0.225424
40293	0.228719	0.228719
40294	0.232112	0.232112
40295	0.235607	0.235607
40296	0.239209	0.239209
40297	0.242922	0.242922
40298	0.246753	0.246753
40299	0.250707	0.250707
40300	0.254789	0.254789
40301	0.259007	0.259007
40302	0.263366	0.263366
40303	0.267875	0.267875
40304	0.272541	0.272541
40305	0.277372	0.277372
40306	0.282378	0.282378
40307	0.287568	0.287568
40308	0.292952	0.292952
40309	0.298541	0.298541
40310	0.304348	0.304348
40311	0.310385	0.310385
40312	0.316667	0.316667
40313	0.318945	0.318945
40314	0.321256	0.321256
40315	0.323601	0.323601
40316	0.325980	0.325980
40317	0.328395	0.328395
40318	0.330846	0.330846
40319	0.333333	0.333333
40320	0.335859	0.335859
40321	0.338422	0.338422
40322	0.341026	0.341026
40323	0.343669	0.343669
40324	0.346354	0.346354
40325	0.349081	0.349081
40326	0.351852	0.351852
40327	0.354667	0.354667
40328	0.357527	0.357527
40329	0.360434	0.360434
40330	0.363388	0.363388
40331	0.366391	0.366391
40332	0.369444	0.369444
40333	0.372549	0.372549
40334	0.375706	0.375706
40335	0.378917	0.378917
40336	0.382184	0.382184
40337	0.385507	0.385507
40338	0.388889	0.388889
40339	0.392330	0.392330
40340	0.395833	0.395833
40341	0.399399	0.399399
40342	0.403030	0.403030
40343	0.406728	0.406728
40344	0.410494	0.410494
40345	0.414330	0.414330
40346	0.418239	0.418239
40347	0.422222	0.422222
40348	0.420553	0.420553
40349	0.418898	0.418898
40350	0.417255	0.417255
40351	0.415625	0.415625
40352	0.414008	0.414008
40353	0.412403	0.412403
40354	0.410811	0.410811
40355	0.409231	0.409231
40356	0.407663	0.407663
40357	0.406107	0.406107
40358	0.404563	0.404563
40359	0.403030	0.403030
40360	0.401509	0.401509
40361	0.400000	0.400000
40362	0.398502	0.398502
40363	0.397015	0.397015
40364	0.395539	0.395539
40365	0.394074	0.394074
40366	0.392620	0.392620
40367	0.391176	0.391176
40368	0.389744	0.389744
40369	0.388321	0.388321
40370	0.386909	0.386909
40371	0.385507	0.385507
40372	0.384116	0.384116
40373	0.382734	0.382734
40374	0.381362	0.381362
40375	0.380000	0.380000
40376	0.380000	0.380000
40377	0.380000	0.380000
40378	0.380000	0.380000
40379	0.380000	0.380000
40380	0.380000	0.380000
40381	0.380000	0.380000
40382	0.380000	0.380000
40383	0.380000	0.380000
40384	0.380000	0.380000
40385	0.380000	0.380000
40386	0.380000	0.380000
40387	0.380000	0.380000
40388	0.380000	0.380000
40389	0.380000	0.380000
40390	0.380000	0.380000
40391	0.380000	0.380000
40392	0.380000	0.380000
40393	0.380000	0.380000
40394	0.380000	0.380000
40395	0.380000	0.380000
40396	0.380000	0.380000
40397	0.380000	0.380000
40398	0.380000	0.380000
40399	0.380000	0.380000
40400	0.380000	0.380000
40401	0.380000	0.380000
40402	0.380000	0.380000
40403	0.380000	0.380000
40404	0.380000	0.380000
40405	0.380000	0.380000
40406	0.380000	0.380000
40407	0.380000	0.380000
40408	0.380000	0.380000
40409	0.380000	0.380000
40410	0.380000	0.380000
40411	0.378598	0.378598
40412	0.377206	0.377206
40413	0.375824	0.375824
40414	0.374453	0.374453
40415	0.373091	0.373091
40416	0.371739	0.371739
40417	0.370397	0.370397
40418	0.369065	0.369065
40419	0.367742	0.367742
40420	0.366429	0.366429
40421	0.365125	0.365125
40422	0.363830	0.363830
40423	0.362544	0.362544
40424	0.361268	0.361268
40425	0.360000	0.360000
40426	0.358741	0.358741
40427	0.357491	0.357491
40428	0.356250	0.356250
40429	0.355017	0.355017
40430	0.353793	0.353793
40431	0.352577	0.352577
40432	0.351370	0.351370
40433	0.350171	0.350171
40434	0.348980	0.348980
40435	0.347797	0.347797
40436	0.346622	0.346622
40437	0.345455	0.345455
40438	0.347032	0.347032
40439	0.348624	0.348624
40440	0.350230	0.350230
40441	0.351852	0.351852
40442	0.353488	0.353488
40443	0.355140	0.355140
40444	0.356808	0.356808
40445	0.358491	0.358491
40446	0.360190	0.360190
40447	0.361905	0.361905
40448	0.363636	0.363636
40449	0.365385	0.365385
40450	0.367150	0.367150
40451	0.368932	0.368932
40452	0.370732	0.370732
40453	0.372549	0.372549
40454	0.374384	0.374384
40455	0.376238	0.376238
40456	0.378109	0.378109
40457	0.380000	0.380000
40458	0.381910	0.381910
40459	0.383838	0.383838
40460	0.385787	0.385787
40461	0.387755	0.387755
40462	0.389744	0.389744
40463	0.391753	0.391753
40464	0.393782	0.393782
40465	0.395833	0.395833
40466	0.385315	0.385315
40467	0.375341	0.375341
40468	0.365870	0.365870
40469	0.356865	0.356865
40470	0.348293	0.348293
40471	0.340123	0.340123
40472	0.332328	0.332328
40473	0.324882	0.324882
40474	0.317762	0.317762
40475	0.310948	0.310948
40476	0.304420	0.304420
40477	0.298160	0.298160
40478	0.292153	0.292153
40479	0.286383	0.286383
40480	0.280836	0.280836
40481	0.275500	0.275500
40482	0.270363	0.270363
40483	0.265414	0.265414
40484	0.260643	0.260643
40485	0.256041	0.256041
40486	0.251598	0.251598
40487	0.247307	0.247307
40488	0.243160	0.243160
40489	0.239149	0.239149
40490	0.235269	0.235269
40491	0.231513	0.231513
40492	0.227874	0.227874
40493	0.224349	0.224349
40494	0.220930	0.220930
40495	0.220381	0.220381
40496	0.219835	0.219835
40497	0.219291	0.219291
40498	0.218750	0.218750
40499	0.218212	0.218212
40500	0.217676	0.217676
40501	0.217143	0.217143
40502	0.216612	0.216612
40503	0.216084	0.216084
40504	0.215559	0.215559
40505	0.215036	0.215036
40506	0.214516	0.214516
40507	0.213998	0.213998
40508	0.213483	0.213483
40509	0.212970	0.212970
40510	0.212460	0.212460
