t	z_ga (1.row)	ga1 (rest)
1
-1	-0.1
1	0.208333
28131	0.208333
28159	0.176991
28187	0.666667
28227	0.769231
28262	0.21978
28290	0.215054
28313	0.357143
28341	0.37037
28376	0.512821
28404	0.465116
28432	0.37037
28475	0.4
28495	0.454545
28523	0.322581
28551	0.285714
28593	0.434783
28614	0.47619
28649	0.298507
28677	0.571429
28705	0.571429
28733	0.714286
28768	0.4
28796	0.327869
28831	0.185185
28859	0.222222
28894	0.210526
28922	0.235294
28957	0.363636
28978	0.769231
29013	0.540541
29041	0.37037
29076	0.714286
29104	0.625
29132	0.434783
29167	0.357143
29203	0.235294
29230	0.192308
29258	0.2
29286	0.176991
29314	0.425532
29349	0.571429
29377	0.277778
29405	0.434783
29440	0.909091
29468	0.714286
29496	0.444444
29531	0.277778
29559	0.266667
29594	0.190476
29622	0.173913
29650	0.188679
29685	0.322581
29713	0.555556
29741	0.30303
29769	0.263158
29804	0.869565
29832	0.689655
29867	0.625
29895	0.689655
29923	0.625
29958	0.178571
29986	0.206186
30012	0.273973
30049	0.277778
30082	0.869565
30105	0.25974
30140	0.307692
30168	0.952381
30196	0.588235
30231	0.555556
30259	0.571429
30287	0.465116
30322	0.327869
30355	0.217391
30378	0.25974
30413	0.327869
30441	0.833333
30469	0.377358
30504	0.294118
30532	0.512821
30567	0.571429
30595	0.392157
30623	0.444444
30658	0.350877
30686	0.210526
30714	0.28169
30749	0.25641
30778	0.444444
30805	0.571429
30840	0.338983
30868	0.487805
30897	0.625
30931	0.37037
30959	0.47619
30994	0.769231
31022	0.571429
31057	0.47619
31085	0.338983
31113	0.344828
31141	0.540541
31176	0.571429
31204	0.266667
31232	0.344828
31267	0.666667
31295	0.571429
31323	0.47619
31358	0.350877
31386	0.322581
31421	0.277778
31449	0.243902
31477	0.229885
31505	0.666667
31540	0.25641
31575	0.217391
31603	0.377358
31631	0.8
31659	0.540541
31687	0.434783
31722	0.487805
31750	0.363636
31785	0.307692
31813	0.25641
31827	0.243902
31841	0.215054
31876	0.714286
31911	0.266667
31932	0.289855
31960	0.540541
31995	0.689655
32023	0.714286
32058	0.5
32086	0.571429
32114	0.425532
32149	0.3125
32177	0.30303
32205	0.266667
32240	0.625
32268	0.689655
32296	0.298507
32331	0.512821
32359	0.444444
32394	0.465116
32422	0.526316
32458	0.555556
32492	0.37037
32513	0.285714
32541	0.25641
32569	0.243902
32604	0.392157
32632	0.263158
32667	0.444444
32695	0.540541
32723	0.740741
32758	0.408163
