t	z_ga (1.row)	ga1 (rest)
1
32786	0.47619
32814	0.444444
32849	0.338983
32877	0.246914
32912	0.263158
32940	0.273973
32969	0.434783
32996	0.689655
33031	0.740741
33059	0.526316
33094	0.645161
33122	0.769231
33150	0.47619
33185	0.512821
33213	0.425532
33248	0.273973
33276	0.229885
33304	0.277778
33332	0.344828
33365	0.327869
33396	0.232558
33423	0.4
33458	0.47619
33486	0.465116
33514	0.425532
33549	0.512821
33577	0.392157
33612	0.363636
33640	0.285714
33668	0.25
33696	0.454545
33731	0.487805
33759	0.240964
33787	0.526316
33822	0.740741
33850	0.769231
33885	0.769231
33913	0.689655
33941	0.4
33976	0.333333
34004	0.30303
34032	0.30303
34061	0.833333
34094	0.333333
34123	0.416667
34158	0.540541
34186	0.769231
34214	0.425532
34249	0.555556
34277	0.909091
34305	0.645161
34340	0.408163
34368	0.338983
34396	0.444444
34431	0.689655
34459	0.555556
34494	0.327869
34522	0.465116
34550	0.277778
34585	0.526316
34613	0.689655
34641	0.689655
34676	0.454545
34704	0.363636
34732	0.338983
34760	0.338983
34796	0.8
34823	0.47619
34858	0.512821
34886	0.454545
34914	0.689655
34949	0.444444
34977	0.645161
35005	0.833333
35040	0.740741
35068	0.384615
35103	0.363636
35131	0.327869
35159	0.606061
35194	0.307692
35222	0.27027
35250	0.465116
35285	0.606061
35313	0.555556
35341	0.714286
35376	0.714286
35404	0.740741
35439	0.5
35467	0.454545
35495	0.465116
35523	0.8
35551	0.769231
35586	0.37037
35614	0.392157
35649	0.740741
35677	0.425532
35705	0.625
35740	0.869565
35768	0.625
35803	0.338983
35831	0.307692
35859	0.350877
35894	0.740741
35929	0.285714
35950	0.512821
35985	0.425532
36013	0.740741
36041	0.5
36076	0.540541
36104	0.714286
36139	0.357143
36167	0.27027
36195	0.263158
36223	0.27027
36258	0.588235
36286	0.277778
36314	0.307692
36349	0.454545
36377	0.344828
36405	0.454545
36440	0.833333
36468	0.606061
36496	0.571429
36531	0.294118
36559	0.273973
36587	0.238095
36622	0.37037
36650	0.298507
36685	0.192308
36713	0.487805
36741	0.689655
36776	0.392157
36804	0.47619
36832	0.769231
36867	0.5
36895	0.289855
36930	0.243902
36958	0.25
36986	0.666667
37021	0.175439
37049	0.465116
37077	0.327869
37105	0.588235
37147	0.555556
37168	0.333333
37196	0.344828
37231	0.37037
37259	0.277778
37294	0.266667
37322	0.28169
37350	0.350877
37378	0.4
37413	0.243902
37446	0.465116
37469	0.588235
37504	0.714286
37532	0.555556
37567	0.5
37595	0.512821
37630	0.408163
37658	0.377358
37686	0.416667
37712	0.454545
37742	0.526316
37777	0.465116
37805	0.540541
37840	0.714286
37868	0.666667
37896	0.408163
37931	0.666667
37959	0.487805
37994	0.384615
38022	0.377358
38050	0.28169
38078	0.512821
38113	0.392157
38141	0.3125
38176	0.307692
38204	0.571429
38232	0.689655
38267	0.571429
38295	0.714286
38323	0.571429
38358	0.416667
38386	0.487805
38414	0.322581
38442	0.338983
38477	0.229885
38505	0.350877
38533	0.357143
38568	0.4
38596	0.645161
38631	0.465116
38659	0.740741
38687	0.689655
38722	0.377358
38750	0.350877
38778	0.27027
38813	0.526316
38841	0.294118
38869	0.253165
38904	0.344828
38932	0.5
38967	0.571429
38995	0.4
39023	0.625
39051	0.555556
39086	0.363636
39121	0.333333
39149	0.357143
39177	0.540541
39212	0.15625
39240	0.4
39268	0.555556
39296	0.606061
39331	0.666667
39359	0.571429
39394	0.869565
39421	0.740741
39450	0.555556
39485	0.47619
39499	0.266667
39513	0.25
39548	0.606061
39569	0.3125
39604	0.263158
39632	0.512821
39667	0.571429
39709	0.434783
39723	0.454545
39758	0.689655
39786	0.689655
39821	0.540541
39849	0.444444
39877	0.392157
39905	0.357143
39938	0.487805
39968	0.263158
39996	0.227273
40031	0.392157
40059	0.526316
40094	0.588235
40122	0.714286
40150	0.571429
40185	0.465116
40213	0.408163
